N	2gram	Bakhtin_Fr_7	Myshleni
1	в этом	15	29
2	точки зрения	5	28
3	и в	41	26
4	не только	5	24
5	то что	8	24
6	таким образом	19	23
7	с точки	3	21
8	в том	11	18
9	и не	7	18
10	том что	4	17
11	потому что	5	16
12	как и	14	15
13	того что	2	14
14	так же	5	14
15	так как	3	14
16	как мы	11	14
17	с помощью	6	13
18	что в	9	12
19	вместе с	5	12
20	и его	9	12
21	в которой	2	11
22	но и	9	11
23	не может	3	11
24	по своему	2	9
25	в сущности	4	9
26	тем что	3	9
27	в себе	11	9
28	то же	13	8
29	что он	3	8
30	тем самым	3	8
31	той же	3	8
32	только в	6	8
33	к тому	2	7
34	прежде всего	11	7
35	с самого	2	7
36	может быть	4	7
37	этой речи	2	7
38	и к	5	7
39	мы не	2	7
40	и то	2	7
41	по отношению	2	6
42	именно в	2	6
43	как бы	7	6
44	все что	4	6
45	было бы	4	6
46	во всех	3	6
47	все эти	13	6
48	а не	2	6
49	выражение в	3	6
50	что это	4	6
51	до конца	2	5
52	в виду	4	5
53	во второй	2	5
54	и их	3	5
55	и с	4	5
56	бы в	2	5
57	из всех	2	5
58	в качестве	9	5
59	отношению к	2	5
60	в процессе	2	5
61	и для	5	5
62	в данном	2	5
63	никогда не	2	4
64	что у	3	4
65	и от	8	4
66	в конце	8	4
67	в свете	3	4
68	целый ряд	4	4
69	и наконец	4	4
70	и во	2	4
71	в его	12	4
72	о том	6	4
73	но в	8	4
74	по этому	3	4
75	еще не	2	4
76	одной из	2	4
77	не есть	2	4
78	как в	5	4
79	в той	3	4
80	не в	9	4
81	в области	2	4
82	учение о	2	3
83	я не	3	3
84	все это	10	3
85	это не	6	3
86	и обратно	2	3
87	том и	2	3
88	есть то	2	3
89	одно и	2	3
90	в новой	7	3
91	но это	3	3
92	такой же	3	3
93	есть в	6	3
94	момент в	4	3
95	движения в	2	3
96	для него	6	3
97	в ней	5	3
98	мы видели	5	3
99	в первой	2	3
100	этом отношении	2	3
101	и по	3	3
102	он не	4	3
103	мы уже	12	3
104	с ним	2	3
105	находит свое	2	3
106	есть не	2	3
107	в то	10	3
108	в одной	2	3
109	мы в	2	3
110	и потому	3	3
111	что и	5	3
112	в своей	3	3
113	так и	10	3
114	только на	2	3
115	на самом	2	3
116	к нему	5	3
117	мы видим	6	3
118	в этой	13	3
119	в чем	2	3
120	перед нами	2	2
121	уже в	5	2
122	что между	2	2
123	в этих	2	2
124	и движение	2	2
125	никто не	10	2
126	одного из	2	2
127	что все	2	2
128	его к	3	2
129	ни в	6	2
130	свою очередь	3	2
131	в большинстве	2	2
132	в свою	3	2
133	несмотря на	3	2
134	не мог	2	2
135	или в	2	2
136	все те	2	2
137	в нем	7	2
138	с ее	3	2
139	отношение к	2	2
140	всего в	5	2
141	в их	3	2
142	одновременно и	2	2
143	и других	2	2
144	не имеет	3	2
145	должно быть	4	2
146	а в	5	2
147	и самым	2	2
148	также и	2	2
149	в которых	2	2
150	но он	4	2
151	и есть	3	2
152	но этот	3	2
153	его в	3	2
154	большинстве случаев	2	2
155	во время	3	2
156	с этим	2	2
157	к этому	5	2
158	вовсе не	7	2
159	в одну	4	2
160	и здесь	4	2
161	слов и	4	2
162	но именно	3	2
163	со всеми	2	2
164	время в	2	2
165	и до	6	2
166	благодаря этому	2	2
167	находится в	2	2
168	оказывается что	3	2
169	во всей	2	2
170	в отношении	3	2
171	того как	5	2
172	то новое	3	2
173	говорит что	2	2
174	из которых	2	2
175	можно было	3	2
176	нас в	3	2
177	во всяком	2	2
178	и ее	2	2
179	ту же	2	2
180	здесь как	2	2
181	ничего не	4	2
