N	2gram	Bakhtin_Fr_3	Problemy
1	и в	40	34
2	и не	13	29
3	как бы	3	27
4	что он	2	23
5	в его	13	22
6	может быть	9	19
7	в нем	5	19
8	не может	3	19
9	и все	9	19
10	как и	11	18
11	но в	8	16
12	все это	4	16
13	и его	17	16
14	в этом	15	16
15	и с	8	15
16	прежде всего	16	15
17	он не	9	15
18	то же	7	14
19	к нему	2	14
20	самом деле	3	13
21	для него	5	13
22	но и	11	12
23	же время	6	12
24	и к	3	12
25	потому что	2	12
26	в то	6	12
27	вовсе не	12	11
28	в сущности	9	11
29	то что	5	11
30	на самом	3	11
31	не только	13	10
32	слова и	2	10
33	а не	5	9
34	в самом	6	8
35	о мире	2	8
36	точки зрения	2	8
37	и для	5	8
38	в другом	3	8
39	слова в	2	7
40	что в	12	7
41	и даже	4	7
42	этого слова	2	7
43	все же	2	7
44	как мы	10	7
45	там где	3	7
46	я вас	3	6
47	отношение к	8	6
48	и на	8	6
49	с его	3	6
50	мы уже	13	6
51	отношению к	2	6
52	так и	3	6
53	в плане	2	6
54	в себе	3	6
55	только в	3	6
56	это не	2	5
57	и от	3	5
58	в конце	3	5
59	но все	3	5
60	и сам	2	5
61	в целом	2	5
62	из них	4	5
63	по отношению	3	5
64	таким образом	10	5
65	на них	2	5
66	и вот	2	5
67	лишь в	2	5
68	а в	3	5
69	и так	2	5
70	и наконец	3	5
71	он и	7	5
72	в одном	7	5
73	на протяжении	3	5
74	даже в	4	5
75	что и	3	5
76	и у	2	5
77	хотя бы	2	5
78	с другой	2	4
79	ни в	4	4
80	но это	3	4
81	на этом	2	4
82	у него	8	4
83	при этом	3	4
84	на его	2	4
85	его отношение	2	4
86	все эти	8	4
87	рядом с	2	4
88	даже и	2	4
89	но как	2	4
90	в начале	3	4
91	так как	4	4
92	если бы	3	4
93	как раз	5	4
94	он с	2	4
95	мы остановимся	2	4
96	но не	2	4
97	еще не	3	4
98	как в	3	4
99	только на	4	4
100	и прежде	3	4
101	в мире	4	4
102	тем что	3	4
103	он в	2	4
104	и вы	4	4
105	и это	2	4
106	вместе с	3	4
107	не менее	2	3
108	уже в	2	3
109	для этого	3	3
110	его к	2	3
111	в том	8	3
112	до конца	6	3
113	в виду	7	3
114	в котором	2	3
115	мы видели	3	3
116	уже говорили	3	3
117	жизни и	4	3
118	вот как	2	3
119	вот я	2	3
120	характер и	2	3
121	их в	3	3
122	говорит он	2	3
123	в ней	4	3
124	нуждается в	3	3
125	но он	2	3
126	тонов и	2	3
127	во всем	3	3
128	как он	2	3
129	поэтому он	3	3
130	и во	4	3
131	в ее	3	3
132	том что	4	3
133	между тем	3	3
134	еще в	3	3
135	в своей	6	3
136	и как	3	3
137	далеко не	2	3
138	вы не	4	2
139	не было	5	2
140	это в	2	2
141	или иной	2	2
142	мы знаем	2	2
143	в последнем	2	2
144	первой книги	2	2
145	и если	2	2
146	например в	2	2
147	же и	3	2
148	со всею	3	2
149	в эти	2	2
150	один из	4	2
151	и мысли	3	2
152	в этот	2	2
153	в форме	2	2
154	в своем	7	2
155	те же	5	2
156	в заключение	4	2
157	особенно в	4	2
158	эпизод с	2	2
159	с этим	2	2
160	той или	2	2
161	о том	4	2
162	сказать что	3	2
163	тона и	2	2
164	слово в	3	2
165	во время	8	2
166	и этот	2	2
167	всех этих	3	2
168	он дает	2	2
169	в них	9	2
170	здесь и	5	2
171	на тему	2	2
172	как его	2	2
173	не слышит	2	2
174	это и	2	2
175	в обычном	2	2
176	того же	2	2
177	очень часто	2	2
178	но именно	3	2
179	было бы	4	2
180	мы увидим	2	2
181	со всеми	5	2
182	вот этот	2	2
183	раз в	2	2
184	конечно не	2	2
185	во всех	6	2
186	и потому	4	2
187	о нем	3	2
188	своего рода	2	2
189	всем этим	2	2
190	так в	4	2
191	в отличие	3	2
192	еще более	4	2
193	в той	6	2
194	в которой	2	2
195	той же	8	2
196	со всем	2	2
197	связан с	3	2
198	и ее	2	2
199	него и	2	2
200	так сказать	5	2
201	отличие от	3	2
202	о чем	2	2
