N	2gram	Vygotskiy__5	Problemy
1	и в	16	35
2	как бы	5	31
3	и не	12	27
4	что он	25	24
5	в его	11	21
6	но в	6	19
7	не может	18	18
8	как и	8	18
9	в нем	7	16
10	то же	8	15
11	но и	6	14
12	для него	5	14
13	может быть	9	14
14	все это	2	14
15	в сущности	13	14
16	и его	3	14
17	в этом	25	14
18	к нему	3	13
19	что я	2	13
20	он не	8	13
21	прежде всего	3	12
22	и с	3	12
23	и к	2	12
24	в другом	6	12
25	в пределах	4	11
26	в то	5	11
27	не в	6	10
28	самом деле	3	10
29	не только	16	10
30	то что	26	10
31	в отношении	9	9
32	ни одного	2	9
33	я не	2	8
34	самого начала	5	8
35	так и	7	8
36	себя и	2	8
37	с самого	5	8
38	потому что	21	8
39	все же	3	8
40	как мы	10	8
41	так же	15	7
42	а в	3	7
43	точки зрения	18	7
44	с ним	5	7
45	вовсе не	2	7
46	еще не	4	7
47	отношению к	12	7
48	таким образом	19	7
49	что в	16	6
50	к тому	6	6
51	но это	3	6
52	что они	5	6
53	и что	12	6
54	отношение к	11	6
55	в самом	4	6
56	что у	2	6
57	и на	6	6
58	не знает	5	6
59	в одном	3	6
60	но не	10	6
61	по отношению	12	6
62	только в	10	6
63	в том	18	5
64	так что	4	5
65	и даже	2	5
66	как в	5	5
67	внутренней речи	7	5
68	и то	4	5
69	на протяжении	2	5
70	никогда не	5	4
71	друг другу	2	4
72	с другой	4	4
73	в такой	5	4
74	но все	2	4
75	до конца	3	4
76	друг с	7	4
77	на его	2	4
78	его отношение	2	4
79	между тем	3	4
80	говорит он	2	4
81	но он	7	4
82	но как	3	4
83	его в	2	4
84	так как	16	4
85	бы в	4	4
86	сознания и	2	4
87	у него	6	4
88	в них	2	4
89	по себе	7	4
90	во всем	2	4
91	по своему	3	4
92	тот же	5	4
93	еще в	3	4
94	в своей	2	4
95	только на	2	4
96	в той	6	4
97	а не	10	4
98	во всяком	2	4
99	тем что	5	4
100	он в	3	4
101	как будто	2	4
102	с другом	7	4
103	в чем	3	4
104	и от	2	3
105	такой же	4	3
106	тому же	2	3
107	высшей степени	2	3
108	знает что	2	3
109	в виду	2	3
110	отношением к	2	3
111	в целом	4	3
112	из них	2	3
113	другой стороны	2	3
114	его и	3	3
115	все эти	4	3
116	к одному	2	3
117	но только	2	3
118	того что	16	3
119	должно быть	8	3
120	это не	4	3
121	сказать что	13	3
122	говорить о	3	3
123	мы должны	8	3
124	в высшей	2	3
125	своего собственного	2	3
126	в котором	2	3
127	с тем	3	3
128	поэтому он	2	3
129	внутренняя речь	7	3
130	с этим	3	3
131	это и	3	3
132	том что	15	3
133	слов и	2	3
134	было бы	10	3
135	со всеми	2	3
136	за пределы	4	3
137	во всех	2	3
138	что и	3	3
139	когда он	2	3
140	только что	5	3
141	а с	2	3
142	и т.д	4	3
143	ничего не	5	3
144	не менее	3	2
145	на вопрос	5	2
146	в этих	3	2
147	тому что	5	2
148	столь же	2	2
149	вообще не	4	2
150	с этой	4	2
151	что все	6	2
152	именно потому	2	2
153	вопрос о	12	2
154	на всю	2	2
155	мы знаем	3	2
156	такое же	2	2
157	на этом	3	2
158	но что	3	2
159	что с	5	2
160	при этом	4	2
161	совпадает с	2	2
162	время как	4	2
163	на нее	2	2
164	речи в	6	2
165	мы видели	3	2
166	тому чтобы	4	2
167	в своем	5	2
168	что оно	6	2
169	те же	2	2
170	и по	4	2
171	тому как	4	2
172	их в	2	2
173	в ней	2	2
174	по своей	3	2
175	ни на	2	2
176	о том	8	2
177	как он	6	2
178	в первом	3	2
179	с которыми	2	2
180	мысли в	4	2
181	в этот	2	2
182	для его	2	2
183	лежит в	2	2
184	в жизни	2	2
185	этих двух	3	2
186	точек зрения	4	2
187	быть в	2	2
188	и того	3	2
189	то в	3	2
190	одной из	3	2
191	мы говорили	2	2
192	его мысли	3	2
193	с таким	3	2
194	благодаря этому	2	2
195	вместе с	4	2
196	говорит о	3	2
197	приводит к	7	2
198	в отличие	2	2
199	показать что	3	2
200	все равно	2	2
201	на этот	4	2
202	и как	3	2
203	хотя бы	5	2
204	с точки	9	2
205	в которой	5	2
206	той же	4	2
207	можно было	5	2
208	мы можем	6	2
209	между двумя	3	2
210	подобно тому	4	2
211	сознание и	2	2
212	из этого	2	2
213	для другого	2	2
214	этими двумя	2	2
215	отличие от	2	2
