N	2gram	Tiupa_Narr_2	Problemy
1	и в	13	43
2	и не	14	29
3	может быть	10	23
4	как бы	6	22
5	не может	8	18
6	но и	15	14
7	как и	4	14
8	и т	2	13
9	точки зрения	5	13
10	в этом	13	13
11	что он	5	13
12	в нем	5	12
13	не в	8	11
14	не только	26	11
15	прежде всего	6	10
16	но в	6	10
17	в его	6	10
18	никогда не	6	9
19	еще не	2	9
20	он не	5	9
21	т п	2	9
22	для него	4	8
23	то же	4	8
24	с точки	2	8
25	и его	3	8
26	перед нами	4	7
27	и сам	3	7
28	в него	2	7
29	в самом	2	7
30	к себе	7	7
31	в то	5	7
32	то что	8	7
33	а не	17	7
34	в другом	4	7
35	в том	14	6
36	при этом	14	6
37	в котором	5	6
38	и все	4	6
39	у него	6	6
40	на свой	2	6
41	что я	3	6
42	о нем	3	6
43	здесь не	2	6
44	так сказать	3	6
45	на то	2	5
46	да и	3	5
47	же время	3	5
48	хотя и	5	5
49	у меня	2	5
50	по отношению	5	5
51	таким образом	5	5
52	все эти	3	5
53	а в	9	5
54	бы в	2	5
55	к другому	2	5
56	на фоне	2	5
57	вовсе не	2	5
58	о том	5	5
59	но не	3	5
60	было бы	2	5
61	никак не	3	5
62	и что	2	5
63	отношению к	5	5
64	в той	5	5
65	самом деле	3	5
66	и он	2	5
67	в слове	3	5
68	в себе	8	5
69	героя и	2	5
70	я не	5	4
71	что в	4	4
72	в своем	6	4
73	с другой	5	4
74	к тому	9	4
75	но это	2	4
76	другого человека	2	4
77	себе и	2	4
78	в направлении	2	4
79	в результате	2	4
80	но он	2	4
81	во время	2	4
82	то есть	9	4
83	а как	3	4
84	с его	3	4
85	в своей	4	4
86	в отличие	5	4
87	себе самому	5	4
88	мы не	2	4
89	как раз	3	4
90	только в	11	4
91	далеко не	5	4
92	отличие от	5	4
93	не менее	4	3
94	должна быть	2	3
95	это не	3	3
96	он сам	2	3
97	себе самом	2	3
98	или иной	3	3
99	но зато	2	3
100	тому же	4	3
101	но для	2	3
102	той или	3	3
103	и даже	3	3
104	самим собой	3	3
105	героя в	6	3
106	и здесь	2	3
107	с ним	4	3
108	между тем	3	3
109	в жизни	6	3
110	но при	4	3
111	если бы	4	3
112	и к	6	3
113	со всеми	2	3
114	в произведениях	3	3
115	что и	2	3
116	все же	6	3
117	себя в	2	3
118	на него	5	3
119	так и	9	3
120	только на	2	3
121	в себя	4	3
122	уже не	4	3
123	и для	3	3
124	той же	2	3
125	можно было	2	3
126	ничего не	6	3
127	в рассказе	4	3
128	в виде	2	3
129	он является	3	2
130	что у	2	2
131	из этих	2	2
132	в конце	4	2
133	тем не	5	2
134	для нас	2	2
135	времени и	4	2
136	что это	4	2
137	в целом	3	2
138	на том	3	2
139	я сам	2	2
140	в форме	5	2
141	то и	3	2
142	достоевского и	2	2
143	того что	6	2
144	так же	2	2
145	с ними	3	2
146	в своих	2	2
147	а то	2	2
148	сказать что	3	2
149	в категориях	2	2
150	как он	2	2
151	между собой	3	2
152	превращается в	2	2
153	же она	2	2
154	и другого	2	2
155	об этом	4	2
156	его жизни	2	2
157	у нас	2	2
158	к миру	2	2
159	одна из	3	2
160	по своему	2	2
161	не могу	2	2
162	для автора	2	2
163	для себя	3	2
164	в процессе	2	2
165	внутренней речи	3	2
166	как в	5	2
167	а с	2	2
168	том что	13	2
169	может служить	2	2
170	хотя бы	2	2
171	в таком	3	2
172	с другим	2	2
173	в каждой	2	2
174	все его	4	2
