N	2gram	Propp_Isto_6	Problemy
1	и в	26	34
2	и не	10	29
3	как бы	4	27
4	что он	9	23
5	в его	5	22
6	может быть	11	19
7	в нем	8	19
8	не может	6	19
9	как и	5	18
10	к себе	2	17
11	но в	7	16
12	и его	7	16
13	в этом	12	16
14	и с	6	15
15	прежде всего	4	15
16	он не	2	15
17	то же	5	14
18	т е	22	12
19	но и	9	12
20	потому что	13	12
21	в то	5	12
22	вовсе не	2	11
23	то что	6	11
24	не только	10	10
25	не в	3	9
26	а не	2	9
27	никогда не	13	8
28	и т	10	8
29	так же	2	8
30	с ним	8	8
31	что же	2	8
32	что в	12	7
33	все же	8	7
34	на него	2	7
35	как мы	4	7
36	что не	2	7
37	как будто	3	7
38	там где	5	7
39	что они	2	6
40	что у	2	6
41	и на	12	6
42	с ними	2	6
43	с его	4	6
44	от него	3	6
45	мы уже	6	6
46	отношению к	2	6
47	так и	5	6
48	в себе	3	6
49	только в	5	6
50	все время	2	5
51	что это	2	5
52	это не	4	5
53	и от	3	5
54	к тому	2	5
55	так что	3	5
56	но все	2	5
57	и что	5	5
58	того что	2	5
59	и сам	2	5
60	всяком случае	2	5
61	по отношению	2	5
62	таким образом	12	5
63	и вот	3	5
64	а в	3	5
65	и наконец	3	5
66	он и	2	5
67	мы должны	2	5
68	с тем	4	5
69	в одном	3	5
70	даже в	2	5
71	что и	4	5
72	к своему	3	5
73	героя в	2	5
74	во всяком	2	5
75	с другой	10	4
76	ни в	2	4
77	из его	2	4
78	но это	4	4
79	у него	7	4
80	при этом	3	4
81	на его	4	4
82	его с	3	4
83	все эти	8	4
84	но как	4	4
85	его в	5	4
86	так как	18	4
87	если бы	3	4
88	но не	2	4
89	еще не	9	4
90	как в	6	4
91	тем что	5	4
92	в виде	6	4
93	и это	8	4
94	ничего не	2	4
95	вместе с	8	4
96	за собой	5	3
97	но так	3	3
98	в том	12	3
99	такой же	3	3
100	но для	2	3
101	в него	3	3
102	мы видели	11	3
103	жизни и	2	3
104	другой стороны	8	3
105	в одной	2	3
106	их в	3	3
107	говорит он	2	3
108	в ней	5	3
109	где он	2	3
110	но он	2	3
111	как он	6	3
112	том что	10	3
113	к концу	3	3
114	еще в	3	3
115	в своей	3	3
116	только что	2	3
117	совсем другое	2	3
118	а с	2	3
119	сводится к	2	3
120	и как	2	3
121	и то	3	3
122	далеко не	3	3
123	не было	3	2
124	вообще не	3	2
125	с этой	2	2
126	та же	3	2
127	и происходит	2	2
128	вопрос о	3	2
129	этом случае	6	2
130	она в	2	2
131	мы знаем	2	2
132	в последнем	2	2
133	нет в	3	2
134	кажется что	2	2
135	например в	7	2
136	один из	3	2
137	в форме	2	2
138	отличается от	2	2
139	в своем	2	2
140	и только	3	2
141	т д	8	2
142	что оно	4	2
143	как на	3	2
144	увидим что	2	2
145	в которых	2	2
146	с этим	2	2
147	самого себя	2	2
148	о том	7	2
149	сказать что	3	2
150	нет ни	2	2
151	или как	2	2
152	обращается к	2	2
153	однако в	2	2
154	в них	3	2
155	здесь и	2	2
156	по всему	2	2
157	меня в	3	2
158	которых он	2	2
159	того же	2	2
160	очень часто	5	2
161	было бы	2	2
162	своего рода	2	2
163	когда он	3	2
164	так в	6	2
165	уже не	7	2
166	и он	4	2
167	связан с	6	2
168	и ее	3	2
169	него и	3	2
170	которые в	2	2
171	же не	2	2
172	о чем	2	2
