N	2gram	Bakhtin_Pr_5	Analitik
1	не только	10	22
2	и в	35	18
3	как и	18	14
4	так и	8	14
5	в этом	14	14
6	но и	14	13
7	и его	14	13
8	том что	3	12
9	и не	27	12
10	при этом	2	11
11	а в	7	10
12	как бы	31	10
13	то есть	16	10
14	может быть	14	9
15	что в	6	9
16	а не	4	9
17	в том	5	9
18	с его	7	8
19	своего рода	2	8
20	и даже	5	8
21	не случайно	2	8
22	с другой	4	7
23	но не	6	7
24	в его	21	7
25	отношению к	7	7
26	как раз	4	7
27	по отношению	6	7
28	к тому	6	6
29	не в	10	6
30	в начале	3	6
31	для него	14	6
32	еще не	7	6
33	он не	13	6
34	о том	2	6
35	никогда не	4	5
36	однако в	2	5
37	в конце	5	5
38	прежде всего	12	5
39	или иной	4	5
40	в самом	6	5
41	что и	3	5
42	в мире	4	5
43	и т.п	6	5
44	другой стороны	3	5
45	в сущности	14	5
46	лишь в	7	5
47	уже не	3	5
48	той же	2	5
49	в слове	6	5
50	между тем	4	5
51	я в	4	5
52	не менее	2	4
53	в своем	2	4
54	столь же	2	4
55	в одном	6	4
56	по себе	4	4
57	что он	24	4
58	и к	12	4
59	и как	2	4
60	себя в	2	4
61	в пределах	11	4
62	и сам	7	4
63	все же	8	4
64	приводит к	2	4
65	таким образом	7	4
66	и на	6	4
67	героя и	10	4
68	уже в	3	3
69	в каждом	6	3
70	и без	4	3
71	в ее	3	3
72	тому же	3	3
73	и того	2	3
74	что они	6	3
75	было бы	3	3
76	же время	10	3
77	той или	4	3
78	с ее	3	3
79	в целом	3	3
80	как в	5	3
81	все это	14	3
82	так в	2	3
83	то же	15	3
84	что не	4	3
85	без исключения	2	3
86	ничего не	3	3
87	пока еще	2	3
88	вступает в	2	3
89	с этим	3	3
90	точки зрения	7	3
91	подобно тому	2	3
92	он и	5	3
93	но как	4	3
94	говорить о	3	3
95	во всем	4	3
96	в то	11	3
97	жизнь и	2	3
98	его в	4	3
99	в произведении	2	3
100	я и	2	3
101	бы и	2	2
102	к третьему	2	2
103	все эти	3	2
104	в них	4	2
105	это не	3	2
106	не как	3	2
107	и от	3	2
108	о себе	17	2
109	в жизни	2	2
110	себе самому	18	2
111	в нем	16	2
112	да и	5	2
113	говорит о	2	2
114	в дальнейшем	2	2
115	то в	2	2
116	с самим	15	2
117	с тем	3	2
118	по своему	4	2
119	его за	4	2
120	в глаза	5	2
121	в большинстве	2	2
122	слове о	2	2
123	это и	3	2
124	со всеми	3	2
125	в общем	3	2
126	например в	2	2
127	на его	4	2
128	хотя и	2	2
129	в ней	2	2
130	всяком случае	4	2
131	по своей	2	2
132	даже в	5	2
133	которого он	3	2
134	то что	10	2
135	в первом	2	2
136	когда он	3	2
137	во всех	3	2
138	вместе с	2	2
139	в форме	3	2
140	не может	18	2
141	в отличие	2	2
142	как к	5	2
143	те же	2	2
144	и вот	4	2
145	сводится к	3	2
146	в той	4	2
147	самом деле	10	2
148	не мог	3	2
149	с точки	2	2
150	и он	2	2
151	и по	2	2
152	и для	8	2
153	и прежде	4	2
154	тому как	2	2
155	сказать что	3	2
156	во всяком	4	2
157	мы можем	2	2
158	тем что	4	2
159	нуждается в	3	2
160	на меня	6	2
161	в себе	5	2
162	только в	6	2
163	и т.д	3	2
164	этого слова	5	2
165	и все	15	2
166	так сказать	2	2
167	там где	7	2
168	отличие от	2	2
169	но в	19	2
170	о своей	3	2
