N	2gram	Losev_Prob_5	FransuaR
1	и в	30	41
2	то есть	21	20
3	таким образом	13	19
4	в этом	17	15
5	и все	9	14
6	как и	7	14
7	в этой	10	13
8	то же	2	13
9	все эти	2	13
10	в его	12	12
11	прежде всего	6	11
12	в том	12	11
13	как мы	2	11
14	в себе	4	11
15	так и	7	10
16	в то	4	10
17	в качестве	4	9
18	и его	6	9
19	не в	7	9
20	но и	13	9
21	в своем	11	9
22	что в	5	9
23	в конце	8	8
24	по существу	2	8
25	то что	18	8
26	но в	9	8
27	в них	2	7
28	вовсе не	8	7
29	как бы	6	7
30	в нем	6	7
31	и не	12	7
32	в эпоху	3	7
33	он хочет	2	6
34	у него	11	6
35	это не	2	6
36	ни в	4	6
37	есть в	2	6
38	и до	2	6
39	с помощью	2	6
40	только в	9	6
41	о том	12	6
42	уже в	2	5
43	к этому	2	5
44	не только	18	5
45	и к	4	5
46	в ней	3	5
47	вместе с	7	5
48	что и	6	5
49	как в	2	5
50	до нас	7	5
51	того как	5	5
52	в году	5	5
53	и у	5	5
54	а в	6	5
55	к нему	3	5
56	и для	6	5
57	так же	5	5
58	точки зрения	10	5
59	потому что	13	5
60	на земле	9	4
61	том числе	2	4
62	хотя и	8	4
63	но он	5	4
64	том что	17	4
65	но все	4	4
66	все что	2	4
67	после того	3	4
68	было бы	4	4
69	может быть	7	4
70	он не	3	4
71	в виду	3	4
72	мира и	2	4
73	и на	6	4
74	и с	5	4
75	конце концов	6	4
76	ничего не	2	4
77	мира в	3	4
78	поэтому и	2	3
79	я не	2	3
80	и другие	3	3
81	в отношении	3	3
82	что у	5	3
83	того же	4	3
84	нового времени	4	3
85	в одном	3	3
86	он был	2	3
87	по этому	2	3
88	совсем не	3	3
89	в своей	22	3
90	в свою	2	3
91	оказывается что	4	3
92	кроме того	2	3
93	при этом	4	3
94	в это	2	3
95	из них	2	3
96	несмотря на	6	3
97	земли и	2	3
98	и их	5	3
99	что он	7	3
100	проявляется в	2	3
101	жизни и	2	3
102	не может	5	3
103	за то	2	3
104	с точки	8	3
105	можно было	2	3
106	нас в	4	3
107	тем что	2	3
108	как о	4	3
109	его в	6	3
110	так как	6	3
111	от этого	3	3
112	учение о	3	2
113	все время	3	2
114	на небе	2	2
115	именно в	3	2
116	никогда не	7	2
117	здесь как	2	2
118	в одной	2	2
119	о котором	3	2
120	к тому	2	2
121	нас не	3	2
122	отношению к	2	2
123	и как	6	2
124	из всех	2	2
125	отношение к	2	2
126	тот же	3	2
127	еще не	3	2
128	того что	3	2
129	со всеми	2	2
130	этот образ	2	2
131	свидетельствует о	2	2
132	в заключение	2	2
133	власти и	2	2
134	и самого	3	2
135	а также	3	2
136	же в	3	2
137	в первой	2	2
138	на землю	7	2
139	по отношению	2	2
140	дает ему	2	2
141	в связи	7	2
142	и сама	2	2
143	еще более	3	2
144	не просто	5	2
145	не мог	4	2
146	в значительной	2	2
147	а не	5	2
148	уже не	6	2
149	жизнь и	3	2
150	мы не	2	2
151	или в	4	2
152	в данном	2	2
153	и то	5	2
154	в результате	7	2
155	во всяком	2	2
156	также и	12	2
157	далеко не	4	2
158	дело в	2	2
159	в чем	2	2
160	в которой	5	2
161	с ним	3	2
162	в области	2	2
163	мы имеем	2	2
164	за что	4	2
