N	2gram	Voloshinov_1	Vladivir
1	и в	16	40
2	то что	3	28
3	и не	4	25
4	не только	7	25
5	учение о	3	24
6	у него	2	24
7	но и	4	18
8	в том	3	18
9	том что	3	18
10	что в	3	17
11	в этом	9	16
12	в его	4	14
13	не может	8	14
14	точки зрения	8	13
15	только в	4	13
16	сказать что	7	12
17	никогда не	2	11
18	таким образом	9	11
19	о том	2	11
20	едва ли	3	11
21	прежде всего	9	10
22	ни в	5	10
23	и потому	3	10
24	не есть	2	10
25	и его	8	10
26	не менее	2	9
27	что это	2	9
28	и с	8	9
29	в своей	2	9
30	в этой	4	8
31	для него	6	8
32	может быть	17	8
33	так же	2	8
34	он не	2	8
35	как мы	4	8
36	и как	3	7
37	а в	3	7
38	так как	4	7
39	что и	2	7
40	вместе с	3	7
41	как и	2	7
42	и даже	4	6
43	и на	4	6
44	не будет	2	6
45	так и	4	6
46	хотя бы	4	6
47	с точки	6	6
48	но это	2	6
49	и это	6	6
50	для нас	2	5
51	совсем не	2	5
52	отношения к	3	5
53	все эти	5	5
54	только и	2	5
55	отнюдь не	4	5
56	в одном	3	5
57	что он	2	5
58	мы уже	2	5
59	только на	3	5
60	в самом	2	4
61	как это	3	4
62	и все	4	4
63	есть и	2	4
64	еще не	5	4
65	было бы	2	4
66	и о	2	4
67	в основном	3	4
68	то же	2	4
69	если мы	2	4
70	в каком	2	4
71	но в	4	4
72	же как	2	3
73	из этих	2	3
74	мы знаем	3	3
75	при этом	6	3
76	как бы	5	3
77	всяком случае	3	3
78	в нем	4	3
79	и только	9	3
80	сводится к	2	3
81	все то	2	3
82	этом смысле	3	3
83	с их	3	3
84	за пределы	2	3
85	этих трех	2	3
86	оно не	2	3
87	ее в	2	3
88	даже не	3	3
89	на самом	4	3
90	находится в	2	3
91	и притом	3	3
92	и для	2	3
93	во всяком	3	3
94	и вообще	2	3
95	в чем	5	3
96	не могут	2	2
97	в этих	3	2
98	с этой	2	2
99	здесь же	2	2
100	всего а	2	2
101	что на	2	2
102	путь к	2	2
103	это последнее	2	2
104	все и	2	2
105	не можем	2	2
106	и наконец	4	2
107	только то	2	2
108	в одно	2	2
109	и по	2	2
110	и так	2	2
111	но как	2	2
112	в начале	2	2
113	что мы	2	2
114	его в	4	2
115	и вся	2	2
116	не существует	2	2
117	и этот	2	2
118	с его	7	2
119	знаем что	2	2
120	с этим	2	2
121	в жизни	2	2
122	к этому	2	2
123	но мы	4	2
124	и к	6	2
125	на первый	2	2
126	того же	2	2
127	совершенно не	8	2
128	но оно	3	2
129	в этот	2	2
130	нечего и	2	2
131	как не	2	2
132	не на	2	2
133	мы не	2	2
134	потому и	2	2
135	как с	2	2
