N	2gram	Vinokur_Ku_2	Problemy
1	и в	23	43
2	и не	16	29
3	т е	22	26
4	может быть	15	23
5	как бы	4	22
6	не может	9	18
7	в пределах	4	16
8	но и	7	14
9	как и	2	14
10	и т	39	13
11	точки зрения	14	13
12	в этом	18	13
13	что он	5	13
14	слова в	6	12
15	в нем	4	12
16	слова и	5	12
17	не в	8	11
18	по себе	10	11
19	не только	20	11
20	прежде всего	8	10
21	и на	6	10
22	но в	11	10
23	в его	5	10
24	как мы	3	10
25	никогда не	2	9
26	еще не	5	9
27	в сущности	9	9
28	он не	3	9
29	т п	24	9
30	лишь в	5	8
31	большинстве случаев	2	8
32	то же	6	8
33	с точки	8	8
34	и его	3	8
35	или в	4	8
36	перед нами	4	7
37	в самом	12	7
38	в то	4	7
39	то что	9	7
40	что же	5	7
41	а не	10	7
42	в другом	2	7
43	в том	19	6
44	при этом	2	6
45	и все	2	6
46	у него	3	6
47	не как	2	6
48	что я	4	6
49	приводит к	5	6
50	здесь не	3	6
51	на то	4	5
52	да и	6	5
53	же время	3	5
54	хотя и	4	5
55	к нему	2	5
56	все это	5	5
57	таким образом	5	5
58	все эти	12	5
59	а в	3	5
60	рядом с	2	5
61	и с	7	5
62	это слово	4	5
63	но здесь	2	5
64	на фоне	3	5
65	вовсе не	9	5
66	но не	6	5
67	слов и	2	5
68	было бы	15	5
69	никак не	3	5
70	и что	8	5
71	в той	2	5
72	самом деле	9	5
73	в речи	6	5
74	я не	5	4
75	не могут	5	4
76	что в	10	4
77	в своем	2	4
78	с другой	8	4
79	к тому	4	4
80	в самой	2	4
81	до конца	3	4
82	но это	3	4
83	т д	14	4
84	должно быть	4	4
85	в результате	4	4
86	же и	2	4
87	так как	15	4
88	в них	4	4
89	совершенно не	3	4
90	в своей	2	4
91	и до	2	4
92	не на	2	4
93	в отличие	2	4
94	там где	5	4
95	на этот	2	4
96	как раз	3	4
97	этот вопрос	6	4
98	речи и	5	4
99	только в	5	4
100	установка на	2	4
101	и это	3	4
102	отличие от	2	4
103	не менее	7	3
104	мы будем	2	3
105	что если	2	3
106	должна быть	5	3
107	в отношении	2	3
108	это не	6	3
109	но зато	2	3
110	есть в	3	3
111	но для	3	3
112	и следовательно	2	3
113	в виду	3	3
114	в их	2	3
115	и даже	2	3
116	он и	2	3
117	и здесь	5	3
118	ни на	2	3
119	между тем	6	3
120	сознания и	2	3
121	если бы	12	3
122	не знает	3	3
123	по существу	5	3
124	того же	3	3
125	она не	2	3
126	тот же	5	3
127	не хочет	2	3
128	что и	3	3
129	все же	7	3
130	так и	4	3
131	уже не	8	3
132	другой стороны	7	3
133	также и	5	3
134	и для	2	3
135	той же	2	3
136	можно было	9	3
137	ничего не	4	3
138	слова как	3	3
139	тем что	3	3
140	могут быть	4	3
141	уже в	3	2
142	что у	2	2
143	но так	2	2
144	в конце	4	2
145	и речь	2	2
146	была бы	4	2
147	вопрос о	9	2
148	его к	2	2
149	что на	4	2
150	тем не	6	2
151	для нас	4	2
152	ни в	4	2
153	но все	4	2
154	знает что	3	2
155	в узком	4	2
156	что это	7	2
157	что такое	3	2
158	ту же	6	2
159	на себе	4	2
160	на том	2	2
161	в форме	3	2
162	целый ряд	5	2
163	отличается от	3	2
164	то и	3	2
165	для этого	3	2
166	отношения к	2	2
167	достоевского и	2	2
168	здесь мы	2	2
169	того что	3	2
170	так же	4	2
171	чтобы не	2	2
172	с ними	2	2
173	в своих	2	2
174	в которых	2	2
175	сказать что	4	2
176	и еще	2	2
177	во всяком	5	2
178	в плоскости	2	2
179	превращается в	2	2
180	с этим	3	2
181	этом смысле	5	2
182	мы с	2	2
183	об этом	5	2
184	у нас	12	2
185	в которые	3	2
186	конечно не	2	2
187	и о	4	2
188	конце концов	3	2
189	этого слова	5	2
190	и пр	8	2
191	в процессе	3	2
192	формулы и	2	2
193	бы и	4	2
194	как в	3	2
195	узком смысле	2	2
196	если мы	4	2
197	том что	11	2
198	что не	6	2
199	должны быть	2	2
200	может служить	2	2
201	тем же	2	2
202	хотя бы	9	2
203	речь в	5	2
204	слов в	3	2
205	почти всегда	2	2
206	и то	5	2
207	того как	2	2
