N	2gram	Bakhtin_Pr_3	formyVre
1	и в	34	50
2	в этом	16	25
3	в нем	19	24
4	и его	16	16
5	прежде всего	15	15
6	и не	29	14
7	как мы	7	14
8	вовсе не	11	13
9	как раз	4	13
10	в его	22	13
11	так и	6	12
12	может быть	19	11
13	таким образом	5	11
14	мы уже	6	11
15	то же	14	11
16	и как	3	10
17	но в	16	10
18	в конце	5	9
19	в том	3	9
20	же время	12	9
21	все эти	4	9
22	в то	12	9
23	не только	10	9
24	с его	6	9
25	ничего не	4	9
26	в самом	8	8
27	и т	8	8
28	но и	12	8
29	и на	6	8
30	как и	18	8
31	того же	2	8
32	жизни и	3	8
33	ни в	4	8
34	т п	6	8
35	не было	2	7
36	характер и	3	7
37	и во	3	7
38	для себя	6	7
39	героя и	9	7
40	так сказать	2	7
41	все же	7	6
42	это не	5	6
43	например в	2	6
44	с ее	3	6
45	не может	19	6
46	лишь в	5	6
47	так же	8	6
48	так как	4	6
49	вдруг и	2	6
50	у него	4	6
51	с этим	2	6
52	и все	19	6
53	в жизни	2	6
54	и того	2	6
55	во всех	2	6
56	то что	11	6
57	в ее	3	6
58	как в	4	6
59	между двумя	2	6
60	что в	7	5
61	не в	9	5
62	с самим	14	5
63	в пределах	6	5
64	точки зрения	8	5
65	всех этих	2	5
66	но все	5	5
67	если бы	4	5
68	отнюдь не	2	5
69	но не	4	5
70	еще не	4	5
71	он не	15	5
72	отношению к	6	5
73	и у	5	5
74	но на	4	4
75	в роман	2	4
76	понятно что	2	4
77	в своем	2	4
78	было и	2	4
79	мы и	2	4
80	до конца	3	4
81	в котором	3	4
82	все это	16	4
83	для других	3	4
84	потому что	12	4
85	и с	15	4
86	в ней	3	4
87	к себе	17	4
88	в последующем	3	4
89	в них	2	4
90	конечно не	2	4
91	вполне понятно	2	4
92	раз в	2	4
93	или как	2	4
94	жизнь и	2	4
95	себе самому	18	4
96	в той	2	4
97	том что	3	4
98	и для	8	4
99	и то	3	4
100	только в	6	4
101	и это	4	4
102	человек в	2	3
103	себя и	8	3
104	в отношении	9	3
105	вследствие этого	2	3
106	к тому	5	3
107	да и	4	3
108	с тем	5	3
109	при этом	4	3
110	себе и	5	3
111	хотя и	3	3
112	в виду	3	3
113	один из	2	3
114	со всеми	2	3
115	в форме	2	3
116	по отношению	5	3
117	чем не	2	3
118	друг друга	2	3
119	а в	5	3
120	вообще не	2	3
121	их в	3	3
122	сказать что	2	3
123	самим собою	9	3
124	в начале	4	3
125	его в	4	3
126	в одном	5	3
127	а как	2	3
128	был бы	2	3
129	не знает	6	3
130	уже говорили	3	3
131	к концу	3	3
132	нет здесь	2	3
133	в сущности	11	3
134	и потому	2	3
135	что и	5	3
136	вместе с	4	3
137	только на	4	3
138	всем этим	2	3
139	еще более	2	3
140	а не	9	3
141	что не	7	3
142	с другими	4	3
143	более того	2	3
144	во всяком	5	3
145	и ее	2	3
146	в себе	6	3
147	входит в	2	3
148	этими двумя	2	3
149	все его	2	3
150	уже в	3	2
151	совсем не	3	2
152	самого начала	8	2
153	никогда не	8	2
154	о своей	2	2
155	он только	3	2
156	друг другу	4	2
157	его и	3	2
158	с другой	4	2
159	что все	4	2
160	вопрос о	2	2
161	или иной	2	2
162	тому же	2	2
163	с самого	8	2
164	в глаза	3	2
165	для него	13	2
166	нет в	2	2
167	других для	2	2
168	но для	3	2
169	не о	4	2
170	есть только	3	2
171	в целом	5	2
172	отношение к	6	2
173	на них	5	2
174	не для	2	2
175	к своему	5	2
176	те же	2	2
177	того что	5	2
178	и даже	7	2
179	рядом с	4	2
180	не входит	2	2
181	в которых	2	2
182	друг на	2	2
183	самим собой	6	2
184	же и	2	2
185	но он	3	2
186	той или	2	2
187	на друга	2	2
188	во всем	3	2
189	мы должны	5	2
190	как он	3	2
191	с ним	8	2
192	человек и	2	2
193	мире и	2	2
194	в романах	3	2
195	не является	2	2
196	к другому	20	2
197	он должен	2	2
198	здесь и	2	2
199	не как	3	2
200	определяется не	2	2
201	раз и	3	2
202	его целом	2	2
203	по себе	3	2
204	сохраняется и	2	2
205	и к	12	2
206	время не	2	2
207	в чем	5	2
208	было бы	2	2
209	к ней	2	2
210	иной характер	2	2
211	в этот	2	2
212	нет и	3	2
213	и определяется	2	2
214	в своей	3	2
215	как бы	27	2
216	быть и	2	2
217	и события	2	2
218	всего этого	2	2
219	и прежде	4	2
220	в отличие	2	2
221	уже не	2	2
222	с точки	4	2
223	речи в	2	2
224	хотя бы	5	2
225	в которой	2	2
226	той же	2	2
227	как она	2	2
228	тем что	4	2
229	вступает в	2	2
230	герою и	3	2
231	и вообще	2	2
232	далеко не	3	2
233	слова и	10	2
234	там где	7	2
235	отличие от	2	2
