N	2gram	Potebnia_M_4	Myshleni
1	точки зрения	4	26
2	таким образом	24	26
3	в том	23	24
4	и в	23	23
5	том что	12	21
6	с точки	3	18
7	того чтобы	4	17
8	то что	29	17
9	в этом	23	17
10	так же	4	16
11	не только	10	16
12	того что	14	15
13	для того	6	15
14	что в	17	14
15	может быть	26	14
16	но и	11	14
17	как и	14	14
18	в его	5	14
19	не может	11	12
20	об отношении	2	12
21	как бы	5	11
22	сказать что	8	11
23	с другой	2	10
24	и не	18	9
25	между тем	9	9
26	и с	4	9
27	вместе с	6	9
28	самого начала	2	8
29	и на	3	8
30	в процессе	3	8
31	то же	14	8
32	вопрос о	2	7
33	мы могли	2	7
34	в самом	3	7
35	по отношению	10	7
36	в то	4	7
37	так как	14	7
38	с тем	7	7
39	что он	4	7
40	отношению к	8	7
41	мы не	8	7
42	независимо от	6	6
43	столь же	2	6
44	к слову	3	6
45	и тем	4	6
46	от того	4	6
47	все это	5	6
48	именно в	3	6
49	лишь в	3	6
50	могли бы	4	6
51	потому что	33	6
52	с этим	7	6
53	в силу	7	6
54	о том	8	6
55	в сущности	2	6
56	мысли и	7	6
57	связь между	3	6
58	и его	2	6
59	мы можем	10	6
60	тем что	10	6
61	в себе	14	6
62	только в	15	6
63	тому что	2	5
64	можно сказать	4	5
65	и как	2	5
66	на то	7	5
67	по себе	11	5
68	в своих	2	5
69	что мы	10	5
70	мы должны	2	5
71	и все	4	5
72	бы в	2	5
73	мысли в	2	5
74	если бы	13	5
75	но в	8	5
76	значение слова	5	5
77	и более	4	5
78	что может	2	5
79	представить себе	2	5
80	и что	7	5
81	он не	2	5
82	слова и	5	5
83	так и	6	5
84	на основании	4	5
85	как мы	2	5
86	тем самым	4	5
87	тем более	5	5
88	из этого	2	5
89	что все	4	4
90	в свою	2	4
91	только что	3	4
92	не в	11	4
93	при этом	15	4
94	что она	2	4
95	в котором	4	4
96	по мере	7	4
97	отношений между	2	4
98	все эти	3	4
99	их в	3	4
100	от мысли	2	4
101	в одном	4	4
102	и словом	2	4
103	и к	6	4
104	было бы	8	4
105	к тому	3	4
106	сих пор	4	4
107	как в	7	4
108	хотя бы	4	4
109	мы видим	2	4
110	этого слова	7	4
111	до сих	4	4
112	только для	2	3
113	уже в	5	3
114	я не	2	3
115	что это	7	3
116	все более	3	3
117	говоря словами	2	3
118	в своем	8	3
119	из этих	2	3
120	в наших	2	3
121	мы и	2	3
122	и мы	5	3
123	и если	3	3
124	и следовательно	3	3
125	мысли как	2	3
126	всех остальных	4	3
127	то и	4	3
128	образом что	2	3
129	и других	3	3
130	в которых	3	3
131	вовсе не	7	3
132	этот вопрос	3	3
133	же самое	4	3
134	тогда когда	8	3
135	всяком случае	3	3
136	превращается в	2	3
137	об этом	2	3
138	тем и	6	3
139	она не	2	3
140	не могу	2	3
141	человека и	3	3
142	самом деле	3	3
143	а не	12	3
144	из которых	2	3
145	ко всем	3	3
146	на этот	2	3
147	можно было	2	3
148	и то	5	3
149	которые не	2	3
150	во всяком	5	3
151	сам по	4	3
152	могут быть	7	3
153	в каком	4	3
154	связи с	3	3
155	и это	2	3
156	в которой	6	3
157	в области	2	3
158	на вопрос	4	2
159	действительность и	2	2
160	никогда не	3	2
161	в нашем	2	2
162	что между	3	2
163	что у	3	2
164	в смысле	3	2
165	что его	2	2
166	же время	3	2
167	для него	5	2
168	хотя и	5	2
169	не имеет	5	2
170	один из	2	2
171	не с	2	2
172	и мысли	2	2
173	и до	3	2
174	данном случае	2	2
175	значительной степени	2	2
176	и таким	3	2
177	той же	3	2
178	эта мысль	2	2
179	мысли которая	2	2
180	в слове	22	2
181	и даже	2	2
182	должно быть	5	2
183	бы и	5	2
184	а в	5	2
185	что как	4	2
186	виде в	2	2
187	к его	2	2
188	говорить о	5	2
189	что эти	3	2
190	в первом	3	2
191	в этих	3	2
192	на нее	3	2
193	более и	2	2
194	в них	3	2
195	в состоянии	2	2
196	и я	2	2
197	относящихся к	2	2
198	что мысль	3	2
199	есть не	4	2
200	в ее	2	2
201	только тогда	5	2
202	но тем	2	2
203	указывает на	2	2
204	которые мы	2	2
205	том же	2	2
206	оно есть	2	2
207	и потому	10	2
208	даже в	2	2
209	и другим	3	2
210	мы хотим	2	2
211	того как	6	2
212	в течение	2	2
213	в ту	2	2
214	в двух	2	2
215	всем остальным	2	2
216	если мы	2	2
217	уже не	3	2
218	в речи	3	2
219	между ними	4	2
220	с психологической	2	2
221	с другими	4	2
222	мысли но	4	2
223	в данном	4	2
224	можно назвать	2	2
225	и при	2	2
226	в виде	2	2
227	что если	6	2
228	там где	3	2
229	заметить что	6	2
230	одном из	2	2
