N	2gram	Vinokur_St_2	Problema
1	то что	11	42
2	вовсе не	6	35
3	и в	29	32
4	и не	9	31
5	не менее	3	19
6	в этом	21	19
7	тем не	2	18
8	не только	19	17
9	потому что	9	16
10	по себе	3	15
11	а не	5	15
12	в себе	2	15
13	как бы	5	14
14	может быть	2	14
15	у нас	3	14
16	но в	8	14
17	в нем	4	13
18	сказать что	2	13
19	при помощи	4	13
20	как раз	8	13
21	что в	19	12
22	том что	27	12
23	так и	9	12
24	и т	9	11
25	и даже	3	11
26	также и	2	11
27	о том	17	11
28	так как	2	11
29	то же	2	10
30	прежде всего	5	10
31	в этой	2	10
32	т д	6	10
33	об этом	6	10
34	ничего не	4	10
35	но не	3	9
36	в том	27	9
37	но и	19	9
38	и что	6	9
39	так же	3	9
40	по своему	2	9
41	того чтобы	6	9
42	в данном	2	9
43	и это	2	9
44	на то	2	8
45	не может	2	8
46	все эти	2	8
47	и о	4	8
48	и на	6	8
49	было бы	5	8
50	в своей	7	8
51	для того	7	8
52	но это	3	8
53	никогда не	3	7
54	ни в	3	7
55	такого рода	2	7
56	все это	11	7
57	того что	5	7
58	в них	2	7
59	что он	13	7
60	во всяком	3	7
61	тем что	3	7
62	только в	2	7
63	в конце	2	6
64	так что	3	6
65	и как	2	6
66	при этом	2	6
67	в самом	7	6
68	хотя и	4	6
69	в виду	7	6
70	таким образом	10	6
71	и здесь	3	6
72	его в	2	6
73	как это	2	6
74	о чем	5	6
75	в то	2	6
76	совершенно не	2	6
77	в его	13	6
78	на самом	3	6
79	самом деле	3	6
80	что такое	2	6
81	в своем	9	5
82	в котором	7	5
83	еще и	3	5
84	с тем	7	5
85	не является	3	5
86	связи с	4	5
87	именно в	4	4
88	тому что	7	4
89	не в	4	4
90	по поводу	8	4
91	и пр	8	4
92	в их	3	4
93	не было	3	4
94	в истории	2	4
95	как он	2	4
96	иметь в	3	4
97	если бы	2	4
98	никак не	2	4
99	а также	2	4
100	как в	3	4
101	если не	2	4
102	и вообще	2	4
103	что это	3	3
104	в этих	3	3
105	в отношении	2	3
106	с другой	4	3
107	но все	7	3
108	что они	2	3
109	более или	2	3
110	случае не	2	3
111	несмотря на	2	3
112	обратить внимание	5	3
113	искусства и	2	3
114	всяком случае	3	3
115	хотя бы	3	3
116	из них	3	3
117	другой стороны	3	3
118	и его	6	3
119	с этим	3	3
120	но он	3	3
121	точки зрения	5	3
122	есть еще	2	3
123	только не	2	3
124	по этому	2	3
125	о которых	2	3
126	в ее	2	3
127	как и	2	3
128	только потому	2	3
129	того же	2	3
130	до сих	6	3
131	к тому	10	3
132	он не	9	3
133	сами по	2	3
134	оно не	3	3
135	говорит о	2	3
136	сих пор	5	3
137	или менее	2	3
138	этому поводу	2	3
139	того как	7	3
140	не на	2	3
141	на этот	2	3
142	с точки	2	3
143	в каком	2	3
144	дело в	4	3
145	которые не	3	3
146	же как	3	2
147	вообще не	3	2
148	в это	2	2
149	его как	2	2
150	нас не	2	2
151	лучше сказать	2	2
152	для него	4	2
153	кроме того	4	2
154	например в	3	2
155	на его	2	2
156	не имеет	2	2
157	по его	3	2
158	особенно в	2	2
159	в результате	2	2
160	и с	4	2
161	действующих лиц	4	2
162	между тем	5	2
163	с его	2	2
164	у пушкина	12	2
165	конечно в	2	2
166	меньше всего	3	2
167	по существу	2	2
168	в качестве	5	2
169	между прочим	12	2
170	во внимание	2	2
171	и потому	2	2
172	нет и	2	2
173	на тот	2	2
174	вместе с	7	2
175	ее в	2	2
176	и который	2	2
177	только что	2	2
178	для своего	2	2
179	и всегда	2	2
180	что этот	2	2
181	на себя	3	2
182	не потому	2	2
183	в которой	11	2
184	в области	2	2
185	не то	3	2
186	в эту	3	2
187	это было	2	2
