N	2gram	Losev_Dial_4	FransuaR
1	и в	15	29
2	таким образом	5	20
3	и не	30	16
4	и все	11	13
5	в этой	4	13
6	как и	7	12
7	но в	3	12
8	так и	5	11
9	и на	5	11
10	в этом	11	11
11	то же	9	10
12	мы уже	3	10
13	в то	6	10
14	не только	8	10
15	вовсе не	6	9
16	но и	4	9
17	все эти	3	9
18	и с	4	9
19	же время	6	8
20	прежде всего	11	8
21	в его	4	8
22	и его	7	8
23	как бы	14	8
24	в них	2	7
25	так же	4	7
26	в том	11	7
27	так как	14	7
28	из них	2	6
29	в сущности	5	6
30	что это	13	5
31	это не	12	5
32	это и	9	5
33	и о	8	5
34	в нем	5	5
35	в своей	3	5
36	и по	2	5
37	сказать что	6	5
38	весь мир	2	5
39	перед нами	6	4
40	только для	3	4
41	но они	2	4
42	с его	5	4
43	что он	7	4
44	но это	4	4
45	есть и	3	4
46	еще не	4	4
47	и есть	19	4
48	один из	4	4
49	то что	16	4
50	жизни и	4	4
51	конечно не	2	4
52	все это	9	4
53	жизнь и	2	4
54	также и	4	4
55	в результате	6	4
56	тем что	2	4
57	точки зрения	14	4
58	в которой	2	4
59	тому как	4	3
60	в частности	2	3
61	в качестве	2	3
62	в своем	5	3
63	и так	2	3
64	с ее	10	3
65	в ее	2	3
66	все же	2	3
67	но как	2	3
68	том что	10	3
69	и как	4	3
70	мы видим	4	3
71	то в	5	3
72	имеется в	3	3
73	что здесь	3	3
74	мы можем	3	3
75	того что	13	3
76	той же	5	3
77	и их	2	3
78	другой стороны	2	3
79	в разных	2	3
80	при этом	2	3
81	и вот	11	3
82	того чтобы	5	3
83	для того	5	3
84	и даже	6	3
85	с ними	4	3
86	в ней	5	3
87	же и	2	3
88	подобно тому	4	3
89	в себе	8	3
90	в чем	8	3
91	бы не	2	2
92	время и	2	2
93	к этому	3	2
94	другими словами	5	2
95	мир и	4	2
96	в жизни	5	2
97	но мы	2	2
98	а как	2	2
99	одной из	2	2
100	но только	5	2
101	ни в	8	2
102	да и	2	2
103	когда же	2	2
104	что я	5	2
105	самом же	2	2
106	что они	4	2
107	есть в	4	2
108	именно в	5	2
109	на этом	3	2
110	на нем	2	2
111	в себя	5	2
112	кроме того	2	2
113	не может	11	2
114	и мы	7	2
115	может быть	17	2
116	же вы	2	2
117	хотя и	6	2
118	никогда не	2	2
119	уже не	9	2
120	в виду	9	2
121	в котором	2	2
122	со стороны	3	2
123	и для	5	2
124	себя в	2	2
125	вот как	2	2
126	ни с	4	2
127	в словах	3	2
128	как в	3	2
129	в их	3	2
130	как раз	4	2
131	в особенности	4	2
132	и наконец	3	2
133	с точки	9	2
134	на свете	4	2
135	или в	7	2
136	не мог	2	2
137	и то	3	2
138	и при	2	2
139	в основе	10	2
140	даже и	3	2
141	как будто	2	2
142	только в	7	2
143	в один	3	2
144	о том	5	2
145	и это	8	2
146	нет ничего	6	2
147	с ним	3	2
