N	2gram	Tiupa_Narr_1	Myshleni
1	и в	11	25
2	в том	8	23
3	том что	7	20
4	что в	3	17
5	как и	13	15
6	то что	9	15
7	в его	6	15
8	в этом	12	14
9	вместе с	2	14
10	может быть	15	13
11	в целом	3	13
12	между собой	2	13
13	в качестве	14	12
14	по своему	2	11
15	перед нами	5	10
16	как бы	6	10
17	и не	23	10
18	того что	4	10
19	только в	12	10
20	связи с	2	9
21	как в	4	9
22	мы не	3	9
23	того чтобы	4	8
24	не является	3	8
25	как мы	2	8
26	столь же	5	7
27	что мы	2	7
28	как это	3	7
29	по себе	4	7
30	для того	3	7
31	мы можем	2	7
32	в области	2	7
33	не менее	3	6
34	с другой	2	6
35	не в	6	6
36	один из	6	6
37	не может	8	6
38	в связи	2	6
39	и на	5	6
40	потому что	5	6
41	что он	3	6
42	представляет собой	8	6
43	зависимости от	2	6
44	но не	4	6
45	не только	31	6
46	все же	4	6
47	в отличие	2	6
48	точки зрения	5	6
49	отличие от	2	6
50	так и	5	5
51	именно в	3	5
52	тем не	3	5
53	и как	3	5
54	для него	4	5
55	при этом	19	5
56	значения и	2	5
57	с ее	2	5
58	если бы	7	5
59	в зависимости	2	5
60	о том	4	5
61	входит в	2	5
62	в этой	6	5
63	и т.д	6	5
64	в частности	14	4
65	никогда не	4	4
66	в своем	3	4
67	из этих	4	4
68	прежде всего	4	4
69	на то	2	4
70	к тому	6	4
71	не мог	6	4
72	всяком случае	2	4
73	отнюдь не	2	4
74	из них	4	4
75	но и	27	4
76	друг друга	2	4
77	а в	13	4
78	сказать что	2	4
79	в то	4	4
80	с ним	2	4
81	мы имеем	3	4
82	в известном	2	4
83	и все	3	4
84	так называемая	2	4
85	и того	2	4
86	еще не	4	4
87	он не	3	4
88	тем же	2	4
89	во всяком	2	4
90	могло бы	3	4
91	в свою	2	3
92	переход от	2	3
93	когда в	3	3
94	в самом	6	3
95	имеет место	4	3
96	если в	2	3
97	который в	2	3
98	другой стороны	2	3
99	по отношению	3	3
100	с ними	2	3
101	этом отношении	3	3
102	в результате	2	3
103	их в	3	3
104	между тем	3	3
105	как она	2	3
106	в случае	2	3
107	в жизни	3	3
108	состоит в	10	3
109	но как	3	3
110	то в	4	3
111	или иной	4	3
112	сами по	2	3
113	дело с	2	3
114	нет оснований	2	3
115	между ними	2	3
116	как известно	3	3
117	слова в	4	2
118	то же	8	2
119	известном смысле	2	2
120	в этих	2	2
121	и от	2	2
122	одного из	6	2
123	а по	2	2
124	свою очередь	2	2
125	имеем дело	2	2
126	такого рода	10	2
127	хотя и	4	2
128	той или	5	2
129	в роли	2	2
130	в сфере	2	2
131	в нем	4	2
132	могут служить	2	2
133	заключает в	2	2
134	где они	2	2
135	для обозначения	2	2
136	и только	2	2
137	от этих	2	2
138	на себя	4	2
139	каждый из	2	2
140	в начале	3	2
141	между двумя	5	2
142	но они	3	2
143	с его	4	2
144	к жизни	2	2
145	однако в	3	2
146	в одном	4	2
147	об этом	6	2
148	же в	2	2
149	в таком	2	2
150	одна из	4	2
151	все что	2	2
152	иначе говоря	8	2
153	а также	6	2
154	еще в	3	2
155	оно не	2	2
156	отношению к	3	2
157	не будет	2	2
158	в мире	4	2
159	этом и	4	2
160	в своей	5	2
161	только что	2	2
162	внимание на	4	2
163	уже не	8	2
164	тем самым	5	2
165	в речи	4	2
166	едва ли	3	2
167	и для	2	2
168	и его	10	2
169	или в	6	2
170	тому как	3	2
171	и то	3	2
172	в себе	6	2
173	в чем	2	2
