N	2gram	Vygotskiy__7	Formalny
1	и в	26	24
2	в его	4	23
3	прежде всего	7	22
4	и не	18	20
5	так и	3	18
6	не может	11	16
7	точки зрения	28	16
8	в этом	29	15
9	в нем	2	14
10	может быть	7	14
11	с точки	21	13
12	таким образом	23	13
13	не менее	4	11
14	как и	15	11
15	должно быть	2	11
16	в своей	3	11
17	в их	2	11
18	вовсе не	2	10
19	и ее	2	10
20	и их	5	10
21	то же	8	10
22	в ней	3	10
23	а не	6	10
24	и его	12	10
25	и потому	3	9
26	в процессе	5	9
27	все это	3	9
28	в то	3	9
29	в ее	6	8
30	именно в	6	8
31	в свою	2	8
32	то что	24	8
33	как в	4	8
34	лишь в	2	8
35	не в	4	8
36	и с	5	8
37	и от	4	7
38	до конца	5	7
39	не только	24	7
40	с ее	2	7
41	но и	11	7
42	на самом	3	7
43	и здесь	2	6
44	было бы	6	6
45	в том	18	6
46	в этой	3	6
47	самом деле	6	6
48	свою очередь	2	6
49	до сих	3	6
50	она не	5	6
51	еще не	4	6
52	как бы	6	6
53	сих пор	3	6
54	в целом	5	6
55	входит в	2	6
56	а в	2	6
57	отношения к	2	6
58	все эти	6	6
59	форм и	2	6
60	в живом	3	6
61	как это	5	6
62	по себе	3	5
63	у нас	2	5
64	только на	3	5
65	во всех	6	5
66	в самом	9	5
67	и до	2	5
68	как мы	14	5
69	того что	14	5
70	должны быть	4	5
71	с другой	4	5
72	но в	4	5
73	никогда не	4	4
74	стороны и	4	4
75	с другими	3	4
76	и к	7	4
77	для этого	3	4
78	учение о	3	4
79	одной стороны	5	4
80	если бы	5	4
81	исходить из	2	4
82	отношению к	5	4
83	так же	14	4
84	по отношению	6	4
85	что в	12	4
86	с одной	5	4
87	только и	3	4
88	друг друга	4	4
89	как на	6	4
90	в которой	11	4
91	с этой	5	4
92	во всяком	2	4
93	к этой	2	4
94	но не	3	3
95	в отношении	2	3
96	связи с	4	3
97	она должна	2	3
98	что он	8	3
99	с помощью	13	3
100	смысле этого	3	3
101	к тому	7	3
102	для него	3	3
103	это и	4	3
104	но это	3	3
105	в большинстве	2	3
106	со всеми	2	3
107	не по	4	3
108	но для	2	3
109	он не	3	3
110	в основном	3	3
111	лучшем случае	2	3
112	один из	2	3
113	все же	6	3
114	отношение к	2	3
115	каждой из	3	3
116	время в	2	3
117	значение в	2	3
118	отличается от	3	3
119	значение и	2	3
120	всего в	2	3
121	и других	2	3
122	мы не	7	3
123	тем самым	8	3
124	и наконец	4	3
125	между ними	3	3
126	его в	2	3
127	целый ряд	4	3
128	наконец в	2	3
129	в лучшем	2	3
130	нашей работы	3	3
131	в основе	3	3
132	этого направления	3	3
133	как она	5	3
134	в себе	9	3
135	как к	3	3
136	этого слова	3	3
137	бы в	5	3
138	в области	4	3
139	прежде чем	2	2
140	же как	8	2
141	с тем	5	2
142	в нашем	4	2
143	учения о	4	2
144	его и	2	2
145	в структуру	2	2
146	иначе как	6	2
147	его с	3	2
148	это не	3	2
149	она является	2	2
150	с этим	2	2
151	что было	2	2
152	вопрос о	6	2
153	не можем	4	2
154	мы ни	2	2
155	идет о	2	2
156	и заключается	3	2
157	но эта	2	2
158	остановиться на	2	2
159	ни в	2	2
160	в самой	3	2
161	мы видели	3	2
162	перейти к	4	2
163	совершается в	3	2
164	но напротив	2	2
165	если мы	5	2
166	из важнейших	3	2
167	только в	8	2
168	в действительности	2	2
169	действительности в	2	2
170	одной из	4	2
171	от друга	2	2
172	к ней	2	2
173	как раз	3	2
174	и является	3	2
175	только не	11	2
176	нет и	3	2
177	что и	3	2
178	не есть	4	2
179	друг от	2	2
180	вместе с	12	2
181	значения и	3	2
182	эта связь	2	2
183	этой работы	2	2
184	от нее	2	2
185	во всей	2	2
186	не могла	2	2
187	может и	2	2
188	от всякой	2	2
189	и что	6	2
190	приводит к	4	2
191	ко всем	2	2
192	менее всего	3	2
193	как такового	2	2
194	исследования и	3	2
195	для других	15	2
196	в своих	2	2
197	на его	2	2
198	ничего не	2	2
199	если же	2	2
200	во всем	3	2
201	большинстве случаев	2	2
202	к действительности	2	2
203	с ним	3	2
204	мысли в	9	2
205	ее от	2	2
