N	2gram	Vygotskiy__5	Problema
1	в его	11	43
2	и не	12	42
3	и в	16	38
4	не может	18	27
5	может быть	9	26
6	как бы	5	22
7	по отношению	12	21
8	отношению к	12	19
9	и с	3	17
10	и его	3	16
11	в нем	7	15
12	в этом	25	15
13	прежде всего	3	13
14	только в	10	13
15	за пределы	4	12
16	в единстве	2	12
17	но не	10	12
18	во всех	2	11
19	в области	12	11
20	к нему	3	10
21	отношение к	11	10
22	в их	3	10
23	таким образом	19	10
24	но и	6	9
25	не имеет	4	9
26	его в	2	9
27	не только	16	9
28	в том	18	8
29	и как	3	8
30	точки зрения	18	8
31	было бы	10	8
32	то что	26	8
33	что в	16	7
34	с другой	4	7
35	вообще не	4	7
36	с помощью	10	7
37	не в	6	7
38	в самом	4	7
39	между тем	3	7
40	как и	8	7
41	еще не	4	7
42	совершенно не	2	7
43	в своей	2	7
44	как мы	10	7
45	в пределах	4	6
46	а в	3	6
47	на основе	2	6
48	не есть	4	6
49	все же	3	6
50	самом деле	3	6
51	с точки	9	6
52	мы можем	6	6
53	отношения к	2	6
54	ничего не	5	6
55	то же	8	5
56	в своем	5	5
57	это не	4	5
58	высшей степени	2	5
59	при этом	4	5
60	имеет место	2	5
61	никогда не	5	5
62	все эти	4	5
63	должно быть	8	5
64	в основе	8	5
65	может иметь	2	5
66	с ним	5	5
67	в них	2	5
68	в высшей	2	5
69	так и	7	5
70	не на	3	5
71	в отличие	2	5
72	а не	10	5
73	могут быть	4	5
74	отличие от	2	5
75	должна быть	5	4
76	не менее	3	4
77	должны быть	2	4
78	в ней	2	4
79	в виду	2	4
80	другой стороны	2	4
81	сказать что	13	4
82	в более	2	4
83	в то	5	4
84	о том	8	4
85	и потому	2	4
86	к которому	4	4
87	но в	6	4
88	но они	2	4
89	не с	2	4
90	как в	5	4
91	тем самым	8	4
92	хотя бы	5	4
93	можно было	5	4
94	мы будем	2	3
95	себя и	2	3
96	и от	2	3
97	в известной	3	3
98	но это	3	3
99	одной стороны	3	3
100	связи и	2	3
101	не является	5	3
102	точка зрения	8	3
103	и тем	3	3
104	в целом	4	3
105	все это	2	3
106	и другими	2	3
107	с одной	3	3
108	которую мы	2	3
109	они не	3	3
110	и даже	2	3
111	в область	2	3
112	и на	6	3
113	если бы	8	3
114	и к	2	3
115	том что	15	3
116	говорить о	3	3
117	все что	2	3
118	со всеми	2	3
119	одной из	3	3
120	он не	8	3
121	приводит к	7	3
122	но с	2	3
123	значение для	2	3
124	не знает	5	3
125	вопроса о	3	3
126	чем в	3	2
127	как чисто	2	2
128	на этом	3	2
129	я не	2	2
130	не могут	4	2
131	том как	2	2
132	и другие	2	2
133	и есть	7	2
134	в частности	3	2
135	в этих	3	2
136	в какой	6	2
137	столь же	2	2
138	что все	6	2
139	можно сказать	5	2
140	а только	4	2
141	что оно	6	2
142	отношения и	2	2
143	в свою	4	2
144	не дает	2	2
145	по поводу	2	2
146	не имеют	2	2
147	к предметному	2	2
148	совпадает с	2	2
149	в котором	2	2
150	он может	3	2
151	этом отношении	5	2
152	форм и	2	2
153	и что	12	2
154	того что	16	2
155	и здесь	2	2
156	в своих	2	2
157	к его	3	2
158	но как	3	2
159	во всем	2	2
160	в истории	2	2
161	мы должны	8	2
162	же самое	4	2
163	как это	8	2
164	и более	3	2
165	их и	2	2
166	он должен	5	2
167	можем говорить	2	2
168	к этому	3	2
169	вовсе не	2	2
170	есть не	2	2
171	что он	25	2
172	у нас	2	2
173	по существу	3	2
174	связи с	3	2
175	лучшем случае	4	2
176	предмета и	2	2
177	в корне	2	2
178	что и	3	2
179	не совпадает	2	2
180	нами в	2	2
181	в себя	3	2
182	того чтобы	17	2
183	для того	14	2
184	из которых	3	2
185	в лучшем	3	2
186	тем что	5	2
187	в другом	6	2
188	показать что	3	2
189	что эта	3	2
190	в чем	3	2
191	понятий и	15	2
