N	2gram	Medvedev_F_1	Analitik
1	в этом	15	18
2	в частности	4	16
3	и в	24	16
4	не только	7	16
5	литературного произведения	4	16
6	так и	18	15
7	как и	11	14
8	в том	6	12
9	но и	7	12
10	и не	20	12
11	как бы	6	10
12	при этом	5	10
13	а не	10	10
14	в пределах	6	9
15	лишь в	8	9
16	и даже	3	9
17	в этой	6	9
18	ничего не	2	9
19	отнюдь не	6	8
20	в целом	6	8
21	к тому	3	7
22	в себе	3	7
23	художественного целого	2	7
24	то что	8	7
25	особенно в	3	7
26	с другой	5	6
27	в самом	5	6
28	в мире	4	6
29	и на	8	6
30	может быть	14	6
31	как это	6	6
32	но в	5	6
33	произведения в	8	5
34	и к	4	5
35	с одной	4	5
36	не менее	11	4
37	только не	2	4
38	в своем	11	4
39	уже не	2	4
40	не в	8	4
41	за пределы	2	4
42	но не	3	4
43	тем самым	3	4
44	для него	3	4
45	одной стороны	4	4
46	и является	2	4
47	и особенно	2	4
48	не с	2	4
49	отношению к	4	4
50	во всех	5	4
51	как в	8	4
52	все это	9	4
53	как раз	2	4
54	по отношению	4	4
55	не может	16	4
56	и его	10	4
57	то же	10	4
58	не так	2	4
59	он в	2	4
60	точки зрения	16	4
61	только в	2	4
62	место в	7	3
63	борьба с	3	3
64	никогда не	4	3
65	в нашем	2	3
66	как о	4	3
67	на фоне	3	3
68	прежде всего	22	3
69	или иного	3	3
70	этого слова	3	3
71	одной из	2	3
72	было бы	6	3
73	в действительности	2	3
74	и если	2	3
75	на его	2	3
76	что и	2	3
77	со стороны	5	3
78	в их	11	3
79	приводит к	2	3
80	только на	5	3
81	если бы	4	3
82	именно в	8	3
83	литературное произведение	10	3
84	того или	2	3
85	а в	6	3
86	как мы	5	3
87	в результате	2	3
88	сводится к	3	3
89	бы в	3	3
90	в эту	2	3
91	и все	6	3
92	в общем	3	2
93	а как	2	2
94	художественного произведения	23	2
95	вступает в	2	2
96	того что	5	2
97	была бы	2	2
98	при таком	4	2
99	еще одна	2	2
100	в одном	2	2
101	вовсе не	10	2
102	художественного восприятия	2	2
103	по себе	5	2
104	его как	3	2
105	по существу	2	2
106	же время	8	2
107	что в	4	2
108	так например	3	2
109	она не	6	2
110	еще не	6	2
111	в своей	11	2
112	не о	3	2
113	еще в	2	2
114	один из	3	2
115	не есть	2	2
116	с ее	7	2
117	и их	10	2
118	вместе с	2	2
119	всего в	3	2
120	на него	2	2
121	отношения к	6	2
122	таким образом	13	2
123	здесь в	2	2
124	т е	34	2
125	но эта	2	2
126	с точки	13	2
127	так же	4	2
128	на основе	6	2
129	и до	5	2
130	между тем	2	2
131	он не	3	2
132	данного произведения	2	2
133	в то	9	2
134	в его	23	2
135	жизни но	2	2
136	его в	3	2
137	в произведении	2	2
138	с ним	2	2
139	произведения как	2	2
