N	2gram	Vygotskiy__4	DiskursI
1	в себе	10	19
2	при этом	12	17
3	состоит в	4	16
4	в качестве	21	16
5	и в	20	16
6	может быть	12	16
7	как и	9	16
8	в этом	24	16
9	и не	8	15
10	а не	7	14
11	в частности	5	12
12	и т.п	2	12
13	в отличие	2	12
14	отличие от	2	12
15	представляет собой	3	11
16	но и	9	11
17	тогда как	2	11
18	но в	3	11
19	том что	35	10
20	не только	15	10
21	со стороны	3	10
22	такого рода	6	9
23	так и	5	9
24	не может	6	9
25	в том	42	8
26	а также	2	8
27	как в	5	8
28	не менее	3	7
29	прежде всего	2	7
30	в нем	2	7
31	ни в	3	7
32	но не	3	7
33	в данном	2	7
34	отнюдь не	3	6
35	себя в	3	6
36	еще не	2	6
37	все же	5	6
38	в своей	7	6
39	данном случае	2	6
40	то же	16	6
41	тем самым	7	6
42	по своей	6	6
43	а с	2	5
44	что в	19	5
45	в своем	4	5
46	с другой	12	5
47	для него	2	5
48	то что	15	5
49	и на	6	5
50	к этому	4	4
51	одной стороны	9	4
52	как бы	7	4
53	этом отношении	7	4
54	с одной	9	4
55	роль в	4	4
56	потому что	12	4
57	в основе	17	4
58	точки зрения	24	4
59	в этой	3	4
60	и то	10	4
61	о том	5	4
62	не является	5	4
63	перед нами	5	3
64	могут быть	7	3
65	в этих	3	3
66	столь же	3	3
67	это не	5	3
68	из этих	2	3
69	и того	5	3
70	и как	9	3
71	не в	4	3
72	в его	11	3
73	из них	4	3
74	приводит к	3	3
75	все эти	5	3
76	также и	2	3
77	и его	5	3
78	поведения в	2	3
79	одного и	6	3
80	не знает	2	3
81	только в	10	3
82	его в	6	3
83	место в	2	2
84	содержит в	2	2
85	же как	6	2
86	никогда не	5	2
87	а потом	2	2
88	которая в	2	2
89	не подлежит	3	2
90	в целом	11	2
91	это в	2	2
92	как уже	4	2
93	этом случае	3	2
94	с таким	3	2
95	стороны и	2	2
96	идет о	3	2
97	переходе от	2	2
98	что на	2	2
99	на первый	4	2
100	в ходе	4	2
101	в той	2	2
102	что он	6	2
103	который не	2	2
104	такой же	2	2
105	является не	4	2
106	того же	9	2
107	должна быть	2	2
108	одно и	6	2
109	первую очередь	4	2
110	обоих случаях	3	2
111	в первую	4	2
112	свое время	2	2
113	в ней	2	2
114	далеко не	2	2
115	в свое	2	2
116	что и	9	2
117	с точки	11	2
118	с той	2	2
119	слова не	3	2
120	вместе с	8	2
121	в языке	2	2
122	входит в	2	2
123	именно в	3	2
124	который по	2	2
125	в обоих	3	2
126	установку на	2	2
127	другой стороны	9	2
128	и для	4	2
129	должно быть	3	2
130	а в	2	2
131	той же	6	2
132	тому как	2	2
133	в результате	8	2
134	их в	2	2
135	и с	4	2
136	подобно тому	2	2
137	и это	2	2
138	ключом к	4	2
139	здесь не	2	2
140	в области	4	2
141	мы имеем	2	2
142	между тем	9	2
