N	2gram	Tiupa_Narr_1	Vladivir
1	и в	11	30
2	в году	2	24
3	то что	9	20
4	в этом	12	20
5	у него	7	19
6	в том	8	18
7	и не	23	18
8	и с	3	14
9	что он	3	13
10	в конце	2	13
11	том что	7	12
12	что в	3	12
13	не только	31	12
14	в его	6	11
15	а в	13	11
16	как мы	2	11
17	сказать что	2	11
18	а также	6	10
19	и даже	2	10
20	не было	3	10
21	не в	6	9
22	для него	4	9
23	все же	4	9
24	потому что	5	9
25	не может	8	9
26	в то	4	9
27	связи с	2	8
28	в своем	3	8
29	вместе с	2	8
30	но и	27	8
31	в связи	2	8
32	не мог	6	8
33	но в	7	8
34	не менее	3	7
35	никогда не	4	7
36	точки зрения	5	7
37	и все	3	7
38	до конца	2	7
39	может быть	15	7
40	а не	13	7
41	как это	3	7
42	то есть	9	7
43	хотя и	4	6
44	прежде всего	4	6
45	об этом	6	6
46	тем не	3	6
47	у нас	3	6
48	только в	12	6
49	всяком случае	2	6
50	во всяком	2	6
51	его жизни	3	6
52	в себе	6	6
53	жизни и	6	6
54	и его	10	6
55	также и	3	6
56	в москве	2	6
57	о чем	4	6
58	и то	3	5
59	по себе	4	5
60	о его	2	5
61	как и	13	5
62	то в	4	5
63	при этом	19	5
64	в своей	5	5
65	он уже	2	5
66	как бы	6	5
67	так и	5	5
68	того что	4	5
69	в результате	2	5
70	с ним	2	5
71	с его	4	4
72	именно в	3	4
73	после смерти	2	4
74	можно сказать	5	4
75	в этой	6	4
76	в целом	3	4
77	и о	3	4
78	в ней	4	4
79	он не	3	4
80	в нем	4	4
81	в этих	2	4
82	со стороны	8	4
83	то же	8	4
84	и он	6	4
85	и на	5	4
86	в начале	3	4
87	о том	4	4
88	здесь не	2	4
89	это было	2	4
90	хотя бы	2	3
91	едва ли	3	3
92	из этих	4	3
93	что касается	2	3
94	же время	4	3
95	в свою	2	3
96	да и	2	3
97	и как	3	3
98	но не	4	3
99	он и	2	3
100	в данном	11	3
101	и для	2	3
102	вплоть до	4	3
103	никак не	2	3
104	как в	4	3
105	в отличие	2	3
106	и вот	2	3
107	уже не	8	3
108	отличие от	2	3
109	в таком	2	3
110	я в	2	3
111	дело в	2	3
112	в области	2	3
113	как у	2	2
114	к нему	4	2
115	этого не	2	2
116	он сам	3	2
117	еще в	3	2
118	казалось бы	2	2
119	однако в	3	2
120	жизни в	2	2
121	а за	2	2
122	это не	3	2
123	и от	2	2
124	если не	2	2
125	к тому	6	2
126	ему в	2	2
127	же в	2	2
128	друг друга	2	2
129	свою очередь	2	2
130	по своему	2	2
131	она не	2	2
132	такого рода	10	2
133	не могла	2	2
134	в самом	6	2
135	в сущности	2	2
136	во сне	2	2
137	в частности	14	2
138	на то	2	2
139	о нем	3	2
140	не вполне	2	2
141	для того	3	2
142	не имеет	2	2
143	себя в	2	2
144	начала и	3	2
145	его и	2	2
146	данном случае	8	2
147	начиная с	3	2
148	и притом	2	2
149	в той	2	2
150	того чтобы	4	2
151	что не	2	2
152	говорил о	2	2
153	в чем	2	2
154	нас в	2	2
155	их в	3	2
156	не о	2	2
157	к его	2	2
158	как будто	3	2
159	ничего не	2	2
160	мы не	3	2
