N	2gram	Losev_Dial_4	Analitik
1	в этом	11	18
2	в частности	2	16
3	и в	15	16
4	не только	8	16
5	так и	5	15
6	как и	7	14
7	в том	11	12
8	но и	4	12
9	и не	30	12
10	том что	10	12
11	в качестве	2	11
12	могут быть	3	10
13	как бы	14	10
14	при этом	2	10
15	а не	18	10
16	лишь в	2	9
17	и даже	6	9
18	в этой	4	9
19	ничего не	17	9
20	в данном	3	8
21	отнюдь не	4	8
22	в себе	8	7
23	то что	16	7
24	о том	5	7
25	в самом	2	6
26	и на	5	6
27	говорить о	11	6
28	может быть	17	6
29	как это	2	6
30	но в	3	6
31	говорит о	3	5
32	не менее	2	4
33	только не	3	4
34	в своем	5	4
35	можно сказать	5	4
36	уже не	9	4
37	не в	8	4
38	за пределы	3	4
39	тем самым	3	4
40	в аспекте	2	4
41	в сущности	5	4
42	в один	3	4
43	совпадает с	2	4
44	и тем	6	4
45	во всех	2	4
46	как в	3	4
47	все это	9	4
48	как раз	4	4
49	не может	11	4
50	на этом	3	4
51	и его	7	4
52	то же	9	4
53	хотя и	6	4
54	точки зрения	14	4
55	только в	7	4
56	в себя	5	4
57	никогда не	2	3
58	как о	2	3
59	по крайней	7	3
60	прежде всего	11	3
61	что на	2	3
62	одной из	2	3
63	тем не	2	3
64	не мог	2	3
65	так что	6	3
66	есть в	4	3
67	было бы	9	3
68	крайней мере	7	3
69	и если	3	3
70	на себе	5	3
71	мы имеем	5	3
72	ни о	3	3
73	или в	7	3
74	той или	4	3
75	что и	6	3
76	из них	2	3
77	со стороны	3	3
78	в словах	3	3
79	в их	3	3
80	если бы	6	3
81	именно в	5	3
82	того или	2	3
83	воли и	2	3
84	тому как	4	3
85	с ними	4	3
86	и то	3	3
87	в результате	6	3
88	тем что	2	3
89	подобно тому	4	3
90	как будто	2	3
91	бы в	4	3
92	едва ли	3	3
93	и все	11	3
94	а как	2	2
95	в противоположность	2	2
96	того что	13	2
97	для всех	3	2
98	при таком	2	2
99	тот кто	2	2
100	в одном	4	2
101	что все	4	2
102	этом смысле	4	2
103	к этому	3	2
104	вовсе не	6	2
105	в одну	3	2
106	по себе	13	2
107	на то	5	2
108	к своему	2	2
109	его как	2	2
110	отличие от	2	2
111	все что	2	2
112	же время	6	2
113	что в	7	2
114	что с	2	2
115	с их	4	2
116	она не	4	2
117	еще не	4	2
118	миф и	3	2
119	ведь и	2	2
120	в своей	3	2
121	ни с	4	2
122	не о	4	2
123	в котором	2	2
124	себе не	2	2
125	для нее	2	2
126	один из	4	2
127	это было	2	2
128	не есть	40	2
129	с ее	10	2
130	с той	2	2
131	себя в	2	2
132	и их	2	2
133	вместе с	2	2
134	что она	5	2
135	другой стороны	2	2
136	собственно говоря	2	2
137	о личности	10	2
138	отношения к	3	2
139	таким образом	5	2
140	той же	5	2
141	т е	46	2
142	тех или	4	2
143	и слово	2	2
144	не имеет	14	2
145	и для	5	2
146	с точки	9	2
147	так же	4	2
148	никак не	2	2
149	и во	2	2
150	личности и	10	2
151	в то	6	2
152	в его	4	2
153	сказать что	6	2
154	с ним	3	2
155	стало быть	15	2
