N	2gram	Ircho_Kome_2	Problema
1	то что	6	42
2	вовсе не	2	35
3	и в	26	32
4	и не	14	31
5	не менее	4	19
6	в этом	10	19
7	не только	7	17
8	потому что	6	16
9	как бы	2	14
10	может быть	11	14
11	но в	3	14
12	в нем	6	13
13	что в	9	12
14	том что	9	12
15	так и	12	12
16	и т	2	11
17	о том	6	11
18	так как	4	11
19	то же	3	10
20	прежде всего	4	10
21	в этой	3	10
22	отнюдь не	2	10
23	об этом	2	10
24	но не	3	9
25	в том	11	9
26	но и	10	9
27	и что	2	9
28	по своему	2	9
29	еще не	6	9
30	того чтобы	6	9
31	и это	2	9
32	не может	3	8
33	и на	7	8
34	было бы	8	8
35	в своей	3	8
36	для того	5	8
37	и ее	2	8
38	ни в	5	7
39	все это	3	7
40	в них	4	7
41	и все	2	7
42	что он	5	7
43	во всех	3	7
44	как мы	4	7
45	во всяком	2	7
46	тем что	3	7
47	только в	4	7
48	и есть	2	6
49	в конце	2	6
50	так что	5	6
51	в самом	4	6
52	и если	2	6
53	хотя и	4	6
54	в виду	2	6
55	таким образом	6	6
56	это не	2	6
57	и здесь	6	6
58	говорить о	2	6
59	его в	4	6
60	как это	4	6
61	о чем	3	6
62	этом смысле	2	6
63	в то	6	6
64	в его	4	6
65	в своем	6	5
66	для нас	3	5
67	в котором	3	5
68	что она	2	5
69	с тем	5	5
70	не является	2	5
71	связи с	3	5
72	в других	2	5
73	тому что	4	4
74	не в	2	4
75	философии и	2	4
76	по поводу	3	4
77	один из	5	4
78	после этого	2	4
79	не говоря	2	4
80	в их	3	4
81	не было	3	4
82	или в	3	4
83	а в	3	4
84	в истории	5	4
85	как он	3	4
86	с которыми	2	4
87	если бы	9	4
88	же в	4	4
89	и вовсе	2	4
90	как в	3	4
91	если не	2	4
92	и для	4	4
93	мы можем	3	4
94	в связи	3	4
95	уже в	4	3
96	что это	4	3
97	в этих	4	3
98	с другой	2	3
99	что его	3	3
100	но все	3	3
101	в действительности	2	3
102	всяком случае	2	3
103	хотя бы	2	3
104	из них	7	3
105	и его	12	3
106	в самой	3	3
107	с этим	5	3
108	точки зрения	4	3
109	и еще	2	3
110	и во	2	3
111	ясно что	8	3
112	в ее	2	3
113	как и	4	3
114	только потому	2	3
115	того же	3	3
116	здесь в	3	3
117	до сих	2	3
118	к тому	12	3
119	он не	2	3
120	сих пор	2	3
121	да и	3	3
122	того как	3	3
123	на этот	4	3
124	к нему	3	3
125	можно было	4	3
126	как будто	4	3
127	или на	2	3
128	что их	2	2
129	все время	2	2
130	друг другу	3	2
131	в это	2	2
132	является не	2	2
133	например в	3	2
134	из числа	3	2
135	но если	3	2
136	на что	2	2
137	так или	3	2
138	в комедии	19	2
139	говоря уже	2	2
140	не для	2	2
141	мы находим	2	2
142	не имеет	3	2
143	что для	4	2
144	от всех	2	2
145	больше чем	5	2
146	и с	5	2
147	действующих лиц	5	2
148	одно из	2	2
149	из этих	4	2
150	к его	2	2
151	в первом	2	2
152	мы имеем	2	2
153	между тем	4	2
154	с собой	2	2
155	что ни	2	2
156	с его	5	2
157	однако в	2	2
158	сразу же	4	2
159	о его	4	2
160	меньше всего	4	2
161	в качестве	5	2
162	сказать о	2	2
163	нет и	2	2
164	и особенно	3	2
165	или его	2	2
166	вместе с	9	2
167	мы не	2	2
168	или иначе	3	2
169	на себя	7	2
170	которые в	2	2
171	едва ли	14	2
172	в которой	5	2
173	этот раз	4	2
174	это было	4	2
