N	2gram	Propp_Isto_4	StatiiOP
1	и в	26	29
2	том что	3	27
3	в том	3	27
4	в этом	7	21
5	но и	12	19
6	что в	14	19
7	не только	15	19
8	о том	4	17
9	что он	10	13
10	в его	5	13
11	между прочим	2	12
12	то что	16	11
13	все это	2	11
14	таким образом	10	10
15	т е	18	10
16	в своем	2	9
17	и т	27	9
18	так и	10	9
19	и не	9	9
20	потому что	6	9
21	он не	7	9
22	и пр	11	8
23	но в	5	8
24	но все	5	7
25	с тем	2	7
26	так например	2	7
27	в своей	4	7
28	вместе с	6	7
29	того как	4	7
30	об этом	7	6
31	в одном	5	6
32	вовсе не	4	6
33	вопрос о	4	6
34	до сих	5	6
35	все же	9	6
36	т д	24	6
37	и что	5	6
38	и его	10	6
39	и на	2	6
40	о чем	3	5
41	в качестве	7	5
42	было бы	2	5
43	как бы	3	5
44	сих пор	5	5
45	в языке	2	5
46	а не	6	5
47	того что	2	5
48	в русской	3	5
49	а как	2	4
50	должен был	3	4
51	в частности	2	4
52	что у	3	4
53	с другой	4	4
54	раньше чем	5	4
55	к этому	5	4
56	не в	5	4
57	после того	2	4
58	хотя и	2	4
59	в нем	2	4
60	ничего не	5	4
61	при помощи	10	4
62	в другом	5	4
63	связи с	3	4
64	и с	5	4
65	не менее	2	3
66	на вопрос	3	3
67	же как	13	3
68	что это	2	3
69	в этих	7	3
70	но он	4	3
71	с этим	2	3
72	на себя	4	3
73	в образе	3	3
74	по себе	2	3
75	что на	2	3
76	ни в	2	3
77	не мог	3	3
78	у нас	2	3
79	так что	2	3
80	но это	3	3
81	интересно что	4	3
82	но не	5	3
83	например в	3	3
84	никогда не	2	3
85	и даже	4	3
86	не могло	2	3
87	из них	2	3
88	другой стороны	4	3
89	по его	2	3
90	как в	7	3
91	тем что	5	3
92	и он	3	3
93	и по	5	3
94	хотя бы	2	3
95	сомнения что	2	3
96	так же	18	3
97	связан с	3	3
98	и здесь	5	3
99	что эта	3	3
100	во время	7	2
101	и более	3	2
102	совершенно так	6	2
103	и другие	3	2
104	ниже в	2	2
105	если бы	2	2
106	и др	5	2
107	из таких	2	2
108	с этой	2	2
109	в одной	3	2
110	связь с	12	2
111	в тех	4	2
112	что и	9	2
113	к своему	3	2
114	тем не	2	2
115	его как	2	2
116	а затем	3	2
117	говорит о	2	2
118	по существу	3	2
119	как и	7	2
120	такое же	4	2
121	и как	5	2
122	в этой	2	2
123	что я	2	2
124	что они	6	2
125	в истории	2	2
126	не дает	2	2
127	на его	3	2
128	такого рода	2	2
129	может быть	14	2
130	не по	2	2
131	а также	3	2
132	на то	3	2
133	даже в	4	2
134	только в	3	2
135	с той	2	2
136	не к	2	2
137	в некоторых	5	2
138	дело не	2	2
139	только что	3	2
140	не на	3	2
141	не может	6	2
142	тогда как	4	2
143	в особенности	2	2
144	то же	8	2
145	все эти	3	2
146	при этом	3	2
147	там где	3	2
148	на этот	2	2
149	не имеет	3	2
150	что этот	4	2
151	в данном	3	2
152	сказать что	2	2
153	в себе	2	2
154	этот вопрос	2	2
155	на это	2	2
156	его в	9	2
157	как он	6	2
158	два года	2	2
159	так как	9	2
160	только с	2	2
161	как это	3	2
162	в области	2	2
163	говорит об	2	2
164	в числе	4	2
