N	2gram	Vinokur_Vv_1	Myslijsy
1	потому что	14	49
2	и в	27	24
3	может быть	24	23
4	то что	17	20
5	и не	13	19
6	а не	3	18
7	в том	31	18
8	что в	11	16
9	по себе	9	15
10	не только	21	15
11	того же	3	14
12	при этом	3	13
13	было бы	5	13
14	не в	8	13
15	но не	7	12
16	не может	13	12
17	то же	8	12
18	мы можем	2	12
19	если бы	2	11
20	что мы	2	11
21	что и	3	11
22	вместе с	6	11
23	мы не	2	11
24	только в	13	11
25	таким образом	19	11
26	в себе	4	10
27	так что	5	10
28	тогда как	2	10
29	так как	13	10
30	тогда когда	3	10
31	независимо от	3	9
32	точно так	2	9
33	вовсе не	6	9
34	в нем	13	9
35	как бы	5	9
36	но и	5	9
37	а только	8	8
38	а в	5	8
39	том что	26	8
40	и на	3	8
41	в этом	34	8
42	могут быть	4	8
43	не могут	5	7
44	прежде всего	8	7
45	во всяком	3	7
46	всяком случае	3	7
47	во всех	2	7
48	или же	3	7
49	как и	5	7
50	того что	12	7
51	тем что	6	7
52	с этим	2	7
53	в чем	4	7
54	того как	3	7
55	что если	2	6
56	связи с	3	6
57	с другой	8	6
58	в одном	4	6
59	не есть	4	6
60	и того	2	6
61	и как	9	6
62	только как	6	6
63	тем не	8	6
64	и т	43	6
65	не имеет	4	6
66	есть только	2	6
67	между тем	8	6
68	одного и	2	6
69	в то	5	6
70	этого слова	2	6
71	уже в	5	5
72	и уже	3	5
73	не менее	8	5
74	по крайней	4	5
75	по мере	4	5
76	есть не	3	5
77	крайней мере	4	5
78	что не	5	5
79	о том	15	5
80	в них	4	5
81	и наоборот	2	5
82	от того	3	5
83	а потому	3	5
84	для того	21	5
85	из них	3	5
86	все же	8	5
87	никогда не	3	4
88	из этих	5	4
89	одно целое	2	4
90	что он	4	4
91	уже не	5	4
92	одна из	2	4
93	до сих	5	4
94	еще не	4	4
95	в самом	12	4
96	в котором	4	4
97	сих пор	5	4
98	с одной	4	4
99	что оно	2	4
100	и что	4	4
101	как он	6	4
102	с тем	6	4
103	но в	10	4
104	на вопрос	6	3
105	с чем	2	3
106	что это	3	3
107	смысле этого	8	3
108	так например	6	3
109	по времени	2	3
110	это не	8	3
111	не как	3	3
112	мы называем	2	3
113	хотя и	3	3
114	то это	3	3
115	о которой	2	3
116	о которых	2	3
117	только по	3	3
118	и при	2	3
119	одной стороны	4	3
120	например в	2	3
121	мог бы	2	3
122	в ней	3	3
123	его в	6	3
124	и тем	5	3
125	не с	2	3
126	в целом	5	3
127	со стороны	12	3
128	что она	3	3
129	в создании	2	3
130	отношений между	3	3
131	и тогда	3	3
132	только что	4	3
133	языка и	12	3
134	т п	5	3
135	мы говорим	2	3
136	т д	37	3
137	и для	4	3
138	как на	11	3
139	той же	4	3
140	рядом с	2	3
141	вряд ли	2	3
142	и то	5	3
143	одно из	5	3
144	как например	5	3
145	и вообще	3	3
146	в этих	3	3
147	и той	2	2
148	этого не	2	2
149	в каждом	4	2
150	другого рода	2	2
151	этом смысле	11	2
152	и есть	3	2
153	как увидим	2	2
154	и его	5	2
155	в какой	4	2
156	хотя бы	5	2
157	не столько	2	2
158	и это	6	2
159	одной и	2	2
160	между ними	2	2
161	состоит в	2	2
162	к этому	3	2
163	вопрос о	8	2
164	зависит от	3	2
165	значение и	2	2
166	в собственном	2	2
167	что может	3	2
168	после того	2	2
169	у нас	2	2
170	но все	3	2
171	невозможно но	2	2
172	такого же	2	2
173	все эти	3	2
174	совсем не	3	2
175	так же	3	2
176	же время	5	2
177	но что	3	2
178	что с	3	2
179	в общем	12	2
180	связь между	4	2
181	как совокупность	2	2
182	сама по	3	2
183	она есть	5	2
184	но если	3	2
185	в его	10	2
186	если это	2	2
187	один из	6	2
188	с теми	2	2
189	нужно знать	2	2
190	ни с	2	2
191	нами не	2	2
192	все это	6	2
193	другой стороны	5	2
194	внимание на	4	2
195	вообще и	3	2
196	в связи	2	2
197	только после	2	2
198	например что	2	2
199	и других	3	2
200	от себя	3	2
201	самом деле	6	2
202	того чтобы	21	2
203	что такое	10	2
204	должно быть	2	2
205	как это	5	2
206	по отношению	4	2
207	сказать что	5	2
208	тому что	2	2
209	само по	3	2
210	даже и	3	2
211	в другом	3	2
212	во всем	2	2
213	о котором	8	2
214	быть названо	4	2
215	смысле как	3	2
216	взгляда на	4	2
217	на этом	3	2
218	отношении к	2	2
219	как оно	3	2
220	когда мы	2	2
221	но вместе	2	2
222	что нет	2	2
