N	2gram	Tiupa_Narr_2	Analitik
1	не только	26	22
2	тогда как	15	20
3	и в	13	18
4	как и	4	14
5	так и	9	14
6	в этом	13	14
7	но и	15	13
8	и его	3	13
9	в частности	11	12
10	том что	13	12
11	в качестве	14	12
12	и не	14	12
13	при этом	14	11
14	коммуникативного события	8	11
15	а в	9	10
16	как бы	6	10
17	то есть	9	10
18	может быть	10	9
19	со стороны	6	9
20	в тексте	8	9
21	что в	4	9
22	а не	17	9
23	в том	14	9
24	с его	3	8
25	со своей	2	8
26	своего рода	9	8
27	и даже	3	8
28	не случайно	2	8
29	всего лишь	6	8
30	с другой	5	7
31	но не	3	7
32	в его	6	7
33	отношению к	5	7
34	во второй	2	7
35	как раз	3	7
36	по отношению	5	7
37	к тому	9	6
38	не в	8	6
39	в начале	2	6
40	для него	4	6
41	еще не	2	6
42	в этой	4	6
43	он не	5	6
44	о том	5	6
45	никогда не	6	5
46	однако в	2	5
47	не является	4	5
48	в случае	2	5
49	в конце	4	5
50	прежде всего	6	5
51	в свою	2	5
52	или иной	3	5
53	такого рода	12	5
54	в самом	2	5
55	как правило	3	5
56	что и	2	5
57	в мире	4	5
58	и т.п	6	5
59	уже не	4	5
60	той же	2	5
61	в слове	3	5
62	в результате	2	5
63	между тем	3	5
64	мы имеем	3	5
65	я в	5	5
66	представляет собой	16	5
67	не менее	4	4
68	перед нами	4	4
69	о чем	2	4
70	отнюдь не	4	4
71	в своем	6	4
72	столь же	2	4
73	состоит в	12	4
74	в итоге	3	4
75	что он	5	4
76	можно сказать	6	4
77	и к	6	4
78	себя в	2	4
79	имеем дело	2	4
80	и сам	3	4
81	картина мира	8	4
82	все же	6	4
83	картины мира	2	4
84	внимание на	3	4
85	таким образом	5	4
86	тем самым	5	4
87	в данном	10	4
88	далеко не	5	4
89	героя и	2	4
90	в рамках	6	3
91	восходит к	2	3
92	не столько	5	3
93	из этих	2	3
94	личности в	2	3
95	в ее	4	3
96	тому же	4	3
97	и того	3	3
98	что они	3	3
99	было бы	2	3
100	же время	3	3
101	только не	2	3
102	по поводу	2	3
103	мысль о	2	3
104	во сне	2	3
105	той или	3	3
106	не будет	2	3
107	в целом	3	3
108	присутствия я	2	3
109	данном случае	6	3
110	как в	5	3
111	дело с	2	3
112	то же	4	3
113	этом отношении	3	3
114	именно в	2	3
115	по его	2	3
116	роль в	2	3
117	мы не	2	3
118	ничего не	6	3
119	пока еще	3	3
120	вступает в	2	3
121	следует признать	4	3
122	точки зрения	5	3
123	подобно тому	2	3
124	говорить о	2	3
125	в то	5	3
126	здесь не	2	3
127	ответ на	5	3
128	едва ли	3	3
129	как это	4	3
130	в ответ	3	2
131	очевидным образом	2	2
132	все эти	3	2
133	конечном счете	3	2
134	это не	3	2
135	человеческого я	5	2
136	в жизни	6	2
137	себе самому	5	2
138	с нею	2	2
139	в нем	5	2
140	как уже	2	2
141	несмотря на	2	2
142	не должен	2	2
143	тем не	5	2
144	же в	4	2
145	да и	3	2
146	дискурса в	2	2
147	говорит о	2	2
148	в соответствии	3	2
149	одна из	3	2
150	мира и	3	2
151	по своему	2	2
152	одной стороны	5	2
153	со всеми	2	2
154	о своем	2	2
155	могли бы	2	2
156	иначе говоря	7	2
157	ни для	2	2
158	хотя и	5	2
159	в ней	2	2
160	об этом	4	2
161	в конечном	3	2
162	от его	2	2
163	а также	6	2
164	по своей	3	2
165	только к	3	2
166	один из	3	2
167	то что	8	2
168	в культуре	2	2
169	что она	2	2
170	в форме	5	2
171	в составе	2	2
172	не может	8	2
173	в отличие	5	2
174	как к	3	2
175	с одной	5	2
176	те же	2	2
177	уже говорилось	4	2
178	в себя	4	2
179	о которой	3	2
180	сводится к	9	2
181	в той	5	2
182	самом деле	3	2
183	высказывания как	2	2
184	более чем	2	2
185	в принципе	2	2
186	с точки	2	2
187	и он	2	2
188	и по	3	2
189	и для	3	2
190	в глазах	4	2
191	тому как	2	2
192	сказать что	3	2
193	как показывает	2	2
194	мере в	2	2
195	в себе	8	2
196	и здесь	2	2
197	только в	11	2
198	и т.д	4	2
199	и все	4	2
200	так сказать	3	2
201	отличие от	5	2
202	но в	6	2
203	картине мира	2	2
