N	2gram	Losev_Dial_1	Myshleni
1	в том	9	33
2	том что	9	27
3	точки зрения	17	26
4	то что	13	20
5	в этом	12	19
6	с точки	12	18
7	того что	2	17
8	и в	18	15
9	не только	13	15
10	что в	13	14
11	что он	11	12
12	в самом	3	11
13	но и	7	10
14	было бы	12	10
15	для того	2	10
16	мы можем	4	10
17	в своем	5	9
18	может быть	17	9
19	не является	3	9
20	не может	12	9
21	о том	4	9
22	так и	9	8
23	никогда не	9	8
24	не в	6	8
25	и что	12	8
26	если бы	12	8
27	к тому	4	7
28	одной стороны	2	7
29	с одной	2	7
30	и не	30	7
31	потому что	14	7
32	как бы	11	7
33	по себе	25	7
34	он не	3	7
35	во всяком	4	7
36	что это	11	6
37	в частности	2	6
38	в отношении	5	6
39	точку зрения	3	6
40	как мы	4	6
41	в виду	5	6
42	на то	5	6
43	мы находим	7	6
44	с другой	6	6
45	сказать что	10	6
46	мы должны	5	6
47	как он	4	6
48	как это	4	6
49	но в	6	6
50	вовсе не	7	6
51	как и	2	6
52	если мы	2	6
53	самом деле	3	6
54	всяком случае	2	6
55	что эта	4	6
56	это не	9	5
57	вопрос о	2	5
58	и их	2	5
59	и даже	13	5
60	сравнению с	2	5
61	по сравнению	2	5
62	то же	10	5
63	говорит что	3	5
64	можно было	5	5
65	на деле	2	5
66	прежде всего	10	4
67	из этих	2	4
68	несмотря на	10	4
69	все это	11	4
70	в них	3	4
71	что оно	5	4
72	не имеет	15	4
73	так же	4	4
74	а в	5	4
75	и с	5	4
76	так как	11	4
77	к этому	2	4
78	все же	5	4
79	со всей	2	4
80	мы видим	4	4
81	в качестве	2	4
82	в своей	2	4
83	даже в	3	4
84	как в	2	4
85	как раз	4	4
86	а с	2	4
87	из того	2	4
88	хотя бы	6	4
89	только в	3	4
90	он сам	5	3
91	больше того	4	3
92	для этого	2	3
93	что именно	2	3
94	об этом	4	3
95	что они	3	3
96	для него	2	3
97	точка зрения	2	3
98	из них	2	3
99	со стороны	2	3
100	что для	3	3
101	этом отношении	2	3
102	все эти	2	3
103	но эта	3	3
104	он на	2	3
105	что как	2	3
106	с другими	2	3
107	в которых	2	3
108	в основе	3	3
109	с ним	6	3
110	мы имеем	2	3
111	ничем не	3	3
112	и все	3	3
113	не существует	7	3
114	с этим	2	3
115	о которых	2	3
116	об отношении	5	3
117	тем более	2	3
118	но не	4	3
119	действительности и	3	3
120	бы и	2	3
121	что она	7	3
122	только что	3	3
123	на самом	3	3
124	а не	14	3
125	в данном	3	3
126	и это	2	3
127	ничего не	17	3
128	как только	2	2
129	в противоположность	5	2
130	быть может	4	2
131	сама по	8	2
132	же как	2	2
133	что если	2	2
134	и есть	16	2
135	в этих	5	2
136	с этой	2	2
137	как например	2	2
138	или иной	3	2
139	же это	3	2
140	можно сказать	6	2
141	ни в	15	2
142	и как	7	2
143	но все	3	2
144	это есть	9	2
145	и более	4	2
146	как у	2	2
147	но что	3	2
148	и другое	2	2
149	только тогда	2	2
150	случае не	3	2
151	и мы	5	2
152	той или	7	2
153	в котором	4	2
154	его с	3	2
155	могут быть	3	2
156	в их	3	2
157	есть нечто	10	2
158	должно быть	3	2
159	то он	2	2
160	но если	5	2
161	говорить о	5	2
162	что здесь	2	2
163	также и	7	2
164	во всем	2	2
165	от этого	3	2
166	нисколько не	4	2
167	уже и	3	2
168	отнюдь не	9	2
169	были бы	2	2
170	этом смысле	3	2
171	деле же	2	2
172	стороны и	3	2
173	именно в	2	2
174	указывает на	3	2
175	мы увидим	2	2
176	и из	3	2
177	следует за	2	2
178	общего с	5	2
179	к ней	4	2
180	в его	3	2
181	о своих	2	2
182	что и	3	2
183	с ней	2	2
184	или менее	3	2
185	и тогда	2	2
186	что же	3	2
187	и для	2	2
188	все равно	3	2
189	но с	3	2
190	и эта	2	2
191	у них	3	2
192	само по	5	2
193	не понимают	2	2
194	в себе	11	2
195	в другом	2	2
196	и вообще	4	2
197	заметить что	2	2
198	более или	3	2
199	учения о	2	2
200	не то	6	2
201	стало быть	9	2
