N	2gram	Voloshinov_1	Dialekti
1	и не	16	27
2	а не	2	26
3	точки зрения	13	25
4	и в	15	24
5	не только	5	23
6	что такое	3	21
7	по себе	2	20
8	не может	13	19
9	ничего не	2	17
10	и есть	2	16
11	это –	9	16
12	и что	3	15
13	что все	5	14
14	в таком	3	14
15	то что	10	14
16	с точки	10	14
17	может быть	13	13
18	таким образом	21	13
19	и даже	2	13
20	что он	8	13
21	вовсе не	2	13
22	что это	3	12
23	того что	2	12
24	есть и	2	12
25	не менее	3	11
26	что же	4	11
27	тем не	2	10
28	отнюдь не	2	10
29	таком случае	2	10
30	не существует	3	10
31	ни в	6	9
32	но и	4	9
33	что она	2	9
34	учение о	2	8
35	прежде всего	11	8
36	что мы	2	8
37	том что	5	8
38	в этом	13	8
39	что в	6	7
40	никогда не	7	7
41	он –	2	7
42	в самом	6	7
43	другими словами	3	7
44	что оно	2	7
45	потому что	4	7
46	как и	6	7
47	нет никакого	2	7
48	только на	2	7
49	как раз	2	7
50	– не	7	7
51	я не	3	6
52	но если	2	6
53	все это	5	6
54	и только	4	6
55	и с	7	6
56	так как	9	6
57	возможно только	2	6
58	если бы	3	6
59	– в	13	6
60	и все	4	6
61	об этом	4	6
62	оно не	2	6
63	что и	2	6
64	– это	15	6
65	то же	7	6
66	самом деле	7	6
67	и пр	9	6
68	в том	4	5
69	но это	2	5
70	жизни и	5	5
71	и его	15	5
72	как на	3	5
73	одно из	3	5
74	в то	6	5
75	и к	7	5
76	было бы	6	5
77	он не	4	5
78	так и	10	5
79	уже не	5	5
80	мы не	4	5
81	сам по	2	5
82	только в	6	5
83	тому что	3	4
84	это не	2	4
85	не могут	3	4
86	к тому	4	4
87	все остальное	2	4
88	или только	2	4
89	хотя бы	7	4
90	сказать что	6	4
91	сознания и	5	4
92	у нас	3	4
93	– и	5	4
94	в истории	3	4
95	конечно не	3	4
96	от того	3	4
97	оно –	3	4
98	в чем	4	4
99	и то	2	4
100	мы и	4	4
101	для него	5	4
102	не было	4	3
103	все же	5	3
104	все время	4	3
105	за пределы	2	3
106	в своем	2	3
107	в одной	2	3
108	мы знаем	7	3
109	не в	4	3
110	она не	2	3
111	же время	5	3
112	в основе	3	3
113	в нем	4	3
114	– как	2	3
115	все эти	9	3
116	должно быть	2	3
117	и на	3	3
118	мир в	2	3
119	с этим	6	3
120	он и	2	3
121	мы уже	5	3
122	ни на	2	3
123	он должен	2	3
124	на себя	2	3
125	сознание и	4	3
126	зависимости от	2	3
127	одна из	3	3
128	все что	9	3
129	– или	2	3
130	миф и	2	3
131	и о	3	3
132	как бы	11	3
133	быть и	2	3
134	и прежде	5	3
135	– все	4	3
136	внешний мир	2	3
137	должны быть	3	3
138	к нему	7	3
139	той же	2	3
140	в каком	3	3
141	и ее	3	3
142	только одна	2	3
143	не знает	3	3
144	и этим	3	3
145	из этих	4	2
146	о себе	2	2
147	из того	2	2
148	и смерть	3	2
149	– одно	2	2
150	на этом	5	2
151	еще не	7	2
152	не можем	3	2
153	при этом	7	2
154	себя и	3	2
155	всяком случае	3	2
156	совершенно не	2	2
157	для этого	4	2
158	и сознательного	2	2
159	именно в	3	2
160	и вот	6	2
161	они не	2	2
162	обе стороны	2	2
163	и по	5	2
164	а в	6	2
165	в своих	4	2
166	их в	2	2
167	в ней	5	2
168	в первом	2	2
169	и потому	8	2
170	бы в	2	2
171	но в	9	2
172	я и	6	2
173	в третий	2	2
174	этого не	2	2
175	с его	8	2
176	у него	3	2
177	в зависимости	2	2
178	думать что	2	2
179	в условиях	3	2
180	но не	5	2
181	ни один	2	2
182	со всеми	3	2
183	– только	2	2
184	отцу и	2	2
185	со стороны	2	2
186	себя в	2	2
187	ее в	2	2
188	на основании	2	2
189	следовательно и	2	2
190	как мы	10	2
191	и она	2	2
192	и у	6	2
193	и для	2	2
194	нас в	2	2
195	в данном	3	2
196	во всяком	4	2
197	могут быть	6	2
198	в себе	4	2
199	из этого	2	2
200	же такое	2	2
201	в его	9	2
202	отца и	3	2
203	к отцу	15	2
