N	2gram	Voloshinov_1	FransuaR
1	и в	19	41
2	и т.п	10	19
3	мы уже	2	18
4	во всех	7	17
5	таким образом	17	17
6	в нем	10	16
7	и с	2	16
8	и его	19	13
9	но и	8	13
10	как мы	13	12
11	в этом	16	12
12	все это	3	11
13	все эти	7	11
14	прежде всего	13	10
15	в самом	10	10
16	не только	8	10
17	и др	2	10
18	так как	2	10
19	то что	8	10
20	здесь в	3	9
21	кроме того	6	9
22	и на	4	9
23	и все	5	9
24	о том	2	9
25	никогда не	2	8
26	в сущности	3	8
27	но в	7	8
28	вовсе не	5	7
29	том что	3	7
30	как бы	15	7
31	как и	12	7
32	что в	4	7
33	в его	6	7
34	связаны с	2	7
35	что он	2	6
36	с помощью	6	6
37	или в	2	6
38	сказать что	4	6
39	в то	3	6
40	то же	7	5
41	в литературе	2	5
42	в ее	7	5
43	так же	7	5
44	же время	3	5
45	и он	2	5
46	из них	3	5
47	так и	11	5
48	в своем	2	5
49	рядом с	5	5
50	большинстве случаев	3	5
51	той же	2	5
52	тем что	2	5
53	в себе	2	5
54	там где	2	5
55	с другой	5	4
56	нового времени	2	4
57	и от	3	4
58	именно в	5	4
59	у нас	2	4
60	и как	3	4
61	не в	5	4
62	и вообще	2	4
63	в большинстве	3	4
64	тот же	4	4
65	в ней	4	4
66	в котором	3	4
67	все же	8	4
68	не может	24	4
69	как в	4	4
70	самом деле	10	4
71	именно на	2	4
72	того чтобы	5	4
73	и даже	2	4
74	одним из	2	4
75	а в	4	4
76	более того	3	4
77	в результате	9	4
78	в основе	2	4
79	в другом	2	4
80	того же	6	4
81	из этого	2	4
82	первом случае	3	3
83	во втором	2	3
84	с этой	2	3
85	в одной	2	3
86	с этим	4	3
87	первый план	2	3
88	на первый	2	3
89	одной из	3	3
90	они и	2	3
91	до сих	8	3
92	было бы	4	3
93	в целях	3	3
94	в начале	5	3
95	конечно не	5	3
96	и их	2	3
97	говорили о	2	3
98	жизни и	2	3
99	к этим	3	3
100	в первой	2	3
101	сих пор	8	3
102	не остается	2	3
103	и для	11	3
104	этом отношении	3	3
105	при этом	8	3
106	и не	26	3
107	те же	5	3
108	того что	3	3
109	что не	2	3
110	между ними	4	3
111	с другими	3	3
112	в данном	4	3
113	только в	9	3
114	в первом	3	3
115	в чем	2	3
116	он является	3	2
117	не могут	3	2
118	в частности	2	2
119	связана с	2	2
120	понятно что	3	2
121	и во	2	2
122	одного и	5	2
123	в конце	5	2
124	что все	2	2
125	конечно в	2	2
126	если мы	11	2
127	в корне	3	2
128	для всего	3	2
129	в том	6	2
130	это и	3	2
131	в дальнейшем	3	2
132	связи с	11	2
133	от него	2	2
134	должна быть	2	2
135	там и	2	2
136	до конца	5	2
137	и тот	4	2
138	может быть	26	2
139	за пределы	5	2
140	в своей	3	2
141	вполне понятно	3	2
142	он не	3	2
143	но если	2	2
144	и потому	5	2
145	в эти	2	2
146	не будем	4	2
147	где они	2	2
148	другой стороны	6	2
149	и прежде	2	2
150	как раз	2	2
151	в истории	3	2
152	лишь в	9	2
153	а не	7	2
154	с точки	20	2
155	и те	7	2
156	мы не	6	2
157	между тем	3	2
158	говорит он	2	2
159	одну из	2	2
160	точки зрения	34	2
161	из этих	2	2
162	как он	2	2
163	так сказать	6	2
164	бы в	2	2
165	мира и	2	2
166	в области	3	2
167	в романе	2	2
168	как она	2	2
