N	2gram	Potebnia_M_3	Komedia
1	и в	30	26
2	и не	15	14
3	к тому	7	12
4	так и	11	12
5	и его	4	12
6	в том	32	11
7	может быть	28	11
8	но и	19	10
9	в этом	10	10
10	что в	17	9
11	столь же	4	9
12	том что	18	9
13	если бы	12	9
14	вместе с	12	9
15	было бы	9	8
16	и на	3	7
17	из них	6	7
18	не только	21	7
19	что и	13	7
20	в своем	5	6
21	во время	2	6
22	то что	18	6
23	еще не	5	6
24	в нем	9	6
25	того чтобы	3	6
26	потому что	46	6
27	в то	10	6
28	о том	2	6
29	таким образом	14	6
30	с тем	7	5
31	независимо от	5	5
32	в которой	3	5
33	к этому	3	5
34	что он	6	5
35	один из	4	5
36	ни в	2	5
37	с этим	6	5
38	для того	4	5
39	так что	7	5
40	и с	2	5
41	место в	3	4
42	уже в	5	4
43	не менее	5	4
44	у него	2	4
45	тому что	3	4
46	в них	5	4
47	и от	4	4
48	прежде всего	3	4
49	из этих	9	4
50	как мы	7	4
51	же в	2	4
52	как и	10	4
53	в целом	3	4
54	одной из	2	4
55	в его	4	4
56	все же	2	4
57	в самом	8	4
58	что для	4	4
59	точки зрения	2	4
60	с и	3	4
61	в начале	3	4
62	только в	21	4
63	что это	4	4
64	так как	13	4
65	его в	3	4
66	между тем	9	4
67	это слово	4	4
68	это было	3	4
69	так или	2	3
70	представить себе	3	3
71	с этой	2	3
72	в каждом	3	3
73	в образе	3	3
74	то время	4	3
75	жизни и	2	3
76	отношению к	5	3
77	но все	2	3
78	связи с	2	3
79	но не	7	3
80	же время	5	3
81	для нас	20	3
82	по поводу	4	3
83	со своей	2	3
84	никто не	3	3
85	например в	6	3
86	в ней	8	3
87	в котором	4	3
88	не имеет	6	3
89	в своей	2	3
90	в их	2	3
91	все это	4	3
92	по отношению	5	3
93	того как	4	3
94	той же	2	3
95	то же	23	3
96	ответ на	3	3
97	не было	4	3
98	как в	10	3
99	к нему	3	3
100	друг друга	3	3
101	а в	12	3
102	или в	3	3
103	тем что	7	3
104	не может	6	3
105	в этой	2	3
106	могла бы	2	3
107	мы можем	3	3
108	что ни	2	2
109	и есть	3	2
110	не всегда	2	2
111	в какой	2	2
112	с другой	7	2
113	в одном	2	2
114	вовсе не	7	2
115	что именно	4	2
116	то это	6	2
117	об этом	2	2
118	в ее	2	2
119	есть для	5	2
120	не в	15	2
121	до сих	3	2
122	в силу	3	2
123	по своему	2	2
124	что по	2	2
125	только потому	3	2
126	когда в	2	2
127	одной стороны	3	2
128	в действительности	5	2
129	и если	2	2
130	или на	2	2
131	вслед за	3	2
132	каждой из	3	2
133	и почему	2	2
134	от того	8	2
135	он не	4	2
136	как бы	3	2
137	даже в	2	2
138	и т	5	2
139	и это	4	2
140	отношение к	2	2
141	не говоря	3	2
142	сих пор	3	2
143	со стороны	3	2
144	что она	3	2
145	целый ряд	2	2
146	так в	2	2
147	т п	2	2
148	если не	4	2
149	с одной	7	2
150	и что	10	2
151	в других	2	2
152	такая же	2	2
153	мы не	9	2
154	тут же	2	2
155	не следует	5	2
156	от этого	2	2
157	одно из	5	2
158	говорить о	3	2
159	впрочем и	2	2
160	в один	4	2
161	на это	4	2
162	и все	3	2
163	в первом	3	2
164	бы в	2	2
165	по содержанию	2	2
166	и после	2	2
