N	2gram	Losev_Dial_4	FransuaR
1	и в	15	40
2	и его	7	17
3	прежде всего	11	16
4	в этом	11	15
5	мы уже	3	13
6	не только	8	13
7	и не	30	13
8	в его	4	13
9	что в	7	12
10	вовсе не	6	12
11	как и	7	11
12	но и	4	11
13	таким образом	5	10
14	в них	2	9
15	и все	11	9
16	в сущности	5	9
17	может быть	17	9
18	в том	11	8
19	все эти	3	8
20	и с	4	8
21	той же	5	8
22	и на	5	8
23	но в	3	8
24	в своем	5	7
25	в одном	4	7
26	то же	9	7
27	в виду	9	7
28	мы еще	2	6
29	к этому	3	6
30	же время	6	6
31	в самом	2	6
32	во всех	2	6
33	в своей	3	6
34	в то	6	6
35	мы видим	4	5
36	как раз	4	5
37	в нем	5	5
38	то что	16	5
39	не было	2	5
40	а не	18	5
41	и для	5	5
42	в основе	10	5
43	в особенности	4	5
44	вы не	3	4
45	и во	2	4
46	у нас	3	4
47	том что	10	4
48	было бы	9	4
49	в ней	5	4
50	из них	2	4
51	и потому	3	4
52	ни в	8	4
53	один из	4	4
54	жизни и	4	4
55	в их	3	4
56	все это	9	4
57	о том	5	4
58	и о	8	4
59	в данном	3	4
60	того чтобы	5	4
61	и даже	6	4
62	также и	4	4
63	в истории	3	4
64	так как	14	4
65	в области	3	4
66	только для	3	3
67	с его	5	3
68	если бы	6	3
69	в частности	2	3
70	об этом	3	3
71	в ее	2	3
72	но это	4	3
73	в этой	4	3
74	для этого	2	3
75	кроме того	2	3
76	еще не	4	3
77	но именно	2	3
78	и есть	19	3
79	никак не	2	3
80	и следовательно	3	3
81	как бы	14	3
82	о нем	2	3
83	и наконец	3	3
84	что и	6	3
85	другими словами	5	3
86	вместе с	2	3
87	так и	5	3
88	как в	3	3
89	во всей	2	3
90	не может	11	3
91	мы находим	2	3
92	для того	5	3
93	и как	4	3
94	но все	2	3
95	сказать что	6	3
96	тем что	2	3
97	при этом	2	3
98	же и	2	3
99	в себе	8	3
100	во всем	2	3
101	только в	7	3
102	не понимает	2	3
103	в свете	5	3
104	отличие от	2	3
105	не менее	2	2
106	есть и	3	2
107	представление о	2	2
108	сравнению с	2	2
109	хотя бы	4	2
110	в течение	4	2
111	это не	12	2
112	и так	2	2
113	из этих	2	2
114	что было	2	2
115	быть в	5	2
116	что он	7	2
117	и вот	11	2
118	можно сказать	5	2
119	все же	2	2
120	это и	9	2
121	это есть	13	2
122	на этом	3	2
123	все что	2	2
124	конечно не	2	2
125	и если	3	2
126	и той	3	2
127	той или	4	2
128	думать что	2	2
129	в котором	2	2
130	к жизни	3	2
131	вот как	2	2
132	в этот	2	2
133	как нечто	2	2
134	в нашей	2	2
135	не раз	2	2
136	в разных	2	2
137	именно в	5	2
138	одной и	3	2
139	лишь в	2	2
140	должны быть	4	2
141	потому что	10	2
142	одной из	2	2
143	с этим	3	2
144	даже и	3	2
145	точки зрения	14	2
146	и ее	8	2
147	но как	2	2
148	по сравнению	2	2
149	в один	3	2
150	и это	8	2
151	ни от	2	2
152	в которой	2	2
153	мы не	9	2
154	как о	2	2
