N	2gram	Propp_Isto_7	Marksizm
1	точки зрения	4	34
2	может быть	14	26
3	и не	4	26
4	не может	14	24
5	и в	24	19
6	и его	3	19
7	таким образом	7	17
8	в этом	12	16
9	как бы	4	15
10	прежде всего	2	13
11	как мы	3	13
12	как и	6	12
13	так и	5	11
14	связи с	3	11
15	в самом	2	10
16	в нем	6	10
17	только в	6	9
18	при этом	4	8
19	но и	11	8
20	друг друга	2	8
21	до сих	2	8
22	не только	21	8
23	все же	9	8
24	то что	7	8
25	сих пор	3	8
26	в связи	2	7
27	все эти	2	7
28	так же	6	7
29	но в	5	7
30	в ее	2	7
31	во всех	7	7
32	то же	8	7
33	а не	8	7
34	в том	7	6
35	кроме того	3	6
36	другой стороны	8	6
37	и здесь	12	6
38	того же	2	6
39	в основном	2	6
40	мы не	4	6
41	ничего не	5	6
42	с другой	9	5
43	в конце	3	5
44	мы знаем	2	5
45	не в	9	5
46	конечно не	2	5
47	и все	6	5
48	к этому	2	5
49	вовсе не	4	5
50	этот вопрос	2	5
51	что в	13	4
52	не менее	5	4
53	вопрос о	3	4
54	здесь мы	5	4
55	не столько	3	4
56	а в	10	4
57	и на	2	4
58	тот же	2	4
59	сказать что	2	4
60	как такой	2	4
61	с этим	2	4
62	еще не	8	4
63	было бы	2	4
64	и тот	2	4
65	не будет	2	4
66	как в	12	4
67	только на	2	4
68	и эта	2	4
69	в данном	4	4
70	и от	2	3
71	в целях	2	3
72	в дальнейшем	3	3
73	не имеют	2	3
74	в котором	2	3
75	из них	2	3
76	все это	8	3
77	всех других	2	3
78	того что	6	3
79	не имеет	4	3
80	в то	2	3
81	его в	3	3
82	он может	4	3
83	не могут	2	3
84	том что	10	3
85	мы должны	4	3
86	одной из	4	3
87	он не	6	3
88	должны быть	3	3
89	на этот	2	3
90	но все	4	3
91	и ее	2	3
92	и это	2	3
93	в которой	2	3
94	же как	4	2
95	никогда не	4	2
96	что во	2	2
97	тому что	2	2
98	тем не	4	2
99	все в	2	2
100	ни в	2	2
101	исторические корни	2	2
102	связаны с	2	2
103	в действительности	2	2
104	но для	2	2
105	себе и	3	2
106	и др	2	2
107	это положение	2	2
108	не просто	2	2
109	и даже	3	2
110	с этой	6	2
111	в одной	2	2
112	из этих	3	2
113	о том	9	2
114	как он	6	2
115	так как	8	2
116	в основе	2	2
117	но при	2	2
118	если он	3	2
119	в литературе	2	2
120	что он	21	2
121	одна из	7	2
122	от него	3	2
123	в качестве	3	2
124	она не	2	2
125	другими словами	2	2
126	мы уже	4	2
127	на первый	4	2
128	не все	3	2
129	что и	8	2
130	и другую	2	2
131	что не	2	2
132	что такое	2	2
133	и он	3	2
134	или в	8	2
135	мы пока	2	2
136	мы можем	4	2
137	тем что	6	2
138	в русской	5	2
139	важна не	3	2
140	там где	5	2
141	в чем	5	2
