N	2gram	Nazirov_Tv_2	Psycholo
1	то что	3	44
2	и в	20	33
3	в этом	8	28
4	как бы	11	25
5	и что	2	25
6	все время	2	24
7	потому что	7	24
8	может быть	8	22
9	том что	4	22
10	что в	7	21
11	в том	8	21
12	о том	5	20
13	что он	6	20
14	и мы	3	15
15	таким образом	10	13
16	и не	9	13
17	так же	5	13
18	то есть	5	13
19	все это	6	13
20	в самом	3	12
21	так как	3	12
22	самом деле	2	12
23	он не	3	11
24	что она	4	10
25	не может	7	10
26	в его	10	10
27	если бы	4	10
28	в этой	5	9
29	и если	2	9
30	то же	7	9
31	в конце	6	8
32	характера и	3	8
33	гамлета и	2	8
34	вместе с	3	8
35	в рассказе	3	8
36	так что	2	7
37	в нем	3	7
38	и только	2	7
39	не только	13	7
40	когда он	4	7
41	это не	7	6
42	что они	4	6
43	и т	13	6
44	все эти	4	6
45	у него	6	6
46	мы видим	4	6
47	а не	6	6
48	в себе	3	6
49	казалось бы	3	5
50	никогда не	11	5
51	в целом	6	5
52	мы не	4	5
53	и на	5	5
54	вовсе не	2	5
55	с ним	3	5
56	фабулы и	2	5
57	связь с	2	5
58	как и	6	5
59	и его	9	5
60	все же	5	5
61	и это	3	5
62	из этого	2	5
63	я не	2	4
64	и есть	2	4
65	в частности	2	4
66	что у	4	4
67	так например	3	4
68	мы узнаем	2	4
69	из них	2	4
70	а в	4	4
71	и других	2	4
72	с этой	3	4
73	при помощи	2	4
74	к этому	3	4
75	об этом	4	4
76	у нас	2	4
77	одна из	3	4
78	себя в	2	4
79	в своей	6	4
80	на него	2	4
81	что не	3	4
82	в таком	3	4
83	этот вопрос	3	4
84	только в	2	4
85	в которой	2	4
86	и вдруг	2	3
87	же как	3	3
88	в мире	5	3
89	что его	2	3
90	тому же	2	3
91	например в	5	3
92	но если	2	3
93	всяком случае	2	3
94	но и	8	3
95	не было	2	3
96	в своих	3	3
97	в которых	3	3
98	их в	2	3
99	в то	10	3
100	его в	3	3
101	в основе	2	3
102	в одном	2	3
103	говорить о	2	3
104	но не	5	3
105	до сих	3	3
106	в дневнике	3	3
107	сих пор	3	3
108	так и	6	3
109	как в	4	3
110	к анализу	2	3
111	тем самым	4	3
112	и он	2	3
113	из этой	2	3
114	что этот	2	3
115	во всяком	2	3
116	тем что	3	3
117	в виде	2	3
118	здравого смысла	2	3
119	т п	2	3
120	на этот	2	3
121	место в	3	2
122	уже в	2	2
123	его и	2	2
124	с другой	2	2
125	в одной	3	2
126	и от	4	2
127	трагедии в	2	2
128	прежде всего	8	2
129	в такой	2	2
130	такой же	2	2
131	же время	7	2
132	при этом	8	2
133	в котором	3	2
134	не является	3	2
135	точка зрения	2	2
136	один из	3	2
137	в их	3	2
138	другой стороны	2	2
139	действия и	2	2
140	т д	11	2
141	именно в	6	2
142	и наконец	2	2
143	и с	8	2
144	этой сцене	2	2
145	не в	4	2
146	и потому	4	2
147	бы не	2	2
148	но в	4	2
149	для анализа	2	2
150	по словам	2	2
151	заставляет нас	3	2
152	если он	5	2
153	в ее	2	2
154	в искусстве	2	2
155	сюжета и	2	2
156	читателя в	5	2
157	критики и	2	2
158	к самому	2	2
159	а с	3	2
160	сводится к	2	2
161	в руки	2	2
162	и ее	2	2
163	в русской	2	2
164	героя и	2	2
165	только с	2	2
166	едва ли	2	2
167	ничего не	4	2
