N	2gram	Bakhtin_Fr_8	TeoriaLi
1	в мире	2	24
2	не только	8	18
3	в качестве	4	17
4	и не	9	16
5	а в	2	14
6	в частности	7	13
7	и в	56	13
8	может быть	3	12
9	так и	13	12
10	то есть	24	12
11	при этом	4	11
12	в этом	14	11
13	в том	13	11
14	но не	5	10
15	а не	2	10
16	и его	12	10
17	в его	18	9
18	то же	11	9
19	что в	5	8
20	своего рода	5	8
21	но и	9	8
22	в себе	4	7
23	том что	8	7
24	в данном	2	7
25	точки зрения	6	7
26	по своей	4	7
27	в то	12	7
28	только в	9	7
29	с его	5	6
30	же время	10	6
31	еще не	10	6
32	картина мира	2	6
33	в первой	3	6
34	как бы	11	6
35	но в	6	6
36	в своем	3	5
37	а также	3	5
38	в ее	6	5
39	как и	5	5
40	не в	3	5
41	в пределах	5	5
42	между ними	2	5
43	в самом	9	5
44	в нем	8	5
45	данном случае	2	5
46	он не	5	5
47	уже не	3	5
48	с другой	2	5
49	между тем	3	5
50	можно сказать	2	4
51	ни в	2	4
52	более или	2	4
53	в своей	2	4
54	то что	3	4
55	по преимуществу	2	4
56	в форме	3	4
57	или менее	2	4
58	в их	3	4
59	и т.п	11	4
60	не может	2	4
61	в слове	2	4
62	сказать что	3	4
63	хотя и	2	4
64	но он	3	4
65	и ее	4	4
66	мира и	2	4
67	перед нами	3	3
68	и др	8	3
69	никогда не	5	3
70	в нашем	2	3
71	в этих	11	3
72	в отношении	5	3
73	прежде всего	6	3
74	и к	4	3
75	по своему	8	3
76	для него	2	3
77	и сам	2	3
78	например в	4	3
79	той или	2	3
80	и потому	4	3
81	на две	2	3
82	в точке	2	3
83	с ее	5	3
84	картины мира	2	3
85	другой стороны	2	3
86	как раз	2	3
87	таким образом	17	3
88	в другом	3	3
89	и то	2	3
90	потому что	6	3
91	нового времени	2	3
92	в основе	4	3
93	речи и	3	3
94	в этой	6	3
95	и т.д	3	3
96	его в	2	3
97	все эти	15	3
98	в эпизоде	4	3
99	к которому	3	3
100	только не	2	2
101	если бы	2	2
102	за пределы	4	2
103	это не	2	2
104	о себе	2	2
105	вовсе не	6	2
106	в литературе	3	2
107	что он	2	2
108	в тарасе	4	2
109	и как	2	2
110	что они	2	2
111	казалось бы	3	2
112	одной стороны	2	2
113	а на	2	2
114	в большинстве	7	2
115	одной из	3	2
116	из которых	2	2
117	к его	3	2
118	здесь мы	3	2
119	даже в	4	2
120	времени в	3	2
121	к нему	2	2
122	во всех	8	2
123	вместе с	2	2
124	дело не	2	2
125	образом и	3	2
126	не на	3	2
127	как к	2	2
128	в романе	21	2
129	и для	2	2
130	с одной	4	2
131	в году	3	2
132	в той	6	2
133	и некоторые	2	2
134	и о	3	2
135	с точки	2	2
136	и даже	8	2
137	во всей	2	2
138	так же	2	2
139	роль в	5	2
140	культуры в	2	2
141	их в	4	2
142	у него	7	2
143	и здесь	3	2
144	о том	4	2
145	в которой	4	2
146	в области	5	2
147	тарасе бульбе	4	2
