N	2gram	Bakhtin_Pr_4	StatiiOP
1	и в	46	25
2	в этом	16	24
3	у пушкина	2	22
4	в том	9	20
5	что в	4	19
6	что он	6	19
7	может быть	23	19
8	тем что	3	19
9	том что	4	15
10	в этой	3	14
11	и пр	2	13
12	в его	9	12
13	то что	4	12
14	не только	14	12
15	в этих	4	11
16	так что	2	11
17	прежде всего	9	10
18	таким образом	4	10
19	и не	27	10
20	у него	5	9
21	но и	12	9
22	все это	6	8
23	в языке	2	8
24	о том	5	8
25	это не	5	7
26	было бы	3	7
27	с этим	2	7
28	не может	19	7
29	что такое	2	7
30	точки зрения	11	7
31	в то	5	7
32	из этих	3	6
33	в конце	3	6
34	не в	10	6
35	только в	6	6
36	как бы	19	6
37	как в	4	6
38	а в	2	6
39	и на	11	6
40	между тем	2	6
41	то же	6	5
42	потому что	4	5
43	с другой	3	5
44	на то	3	5
45	ни в	6	5
46	об этом	2	5
47	в котором	5	5
48	на почве	2	5
49	и это	3	5
50	а не	11	5
51	другой стороны	3	5
52	он не	4	5
53	так и	4	5
54	мы имеем	3	5
55	но в	6	5
56	в жизни	5	4
57	в каждом	6	4
58	этом смысле	2	4
59	а как	2	4
60	у нас	2	4
61	как и	12	4
62	но это	6	4
63	можно сказать	4	4
64	в общем	2	4
65	если бы	3	4
66	например в	4	4
67	и к	9	4
68	к ней	2	4
69	и тем	2	4
70	в своей	3	4
71	отношение к	3	4
72	в речи	3	4
73	отличается от	3	4
74	в центре	3	4
75	не было	2	4
76	лишь в	2	4
77	с точки	9	4
78	к нему	5	4
79	и для	3	4
80	и с	7	4
81	сказать что	2	4
82	во всяком	2	4
83	все же	4	4
84	ничего не	2	4
85	уже в	4	3
86	с его	5	3
87	же время	5	3
88	и здесь	4	3
89	его как	2	3
90	для него	2	3
91	что я	6	3
92	и что	3	3
93	на этом	3	3
94	кроме того	4	3
95	до конца	4	3
96	о которых	2	3
97	и наконец	4	3
98	все эти	4	3
99	своего рода	4	3
100	в словах	4	3
101	в их	4	3
102	как раз	7	3
103	уже не	4	3
104	в системе	2	3
105	что мы	2	3
106	и его	6	3
107	в рассказе	2	3
108	но он	3	3
109	в другом	2	3
110	так как	5	3
111	это слово	5	3
112	все время	2	2
113	скупой рыцарь	2	2
114	не менее	2	2
115	никогда не	6	2
116	себя и	3	2
117	для этого	2	2
118	и во	3	2
119	в одной	2	2
120	в поэзии	2	2
121	этих двух	4	2
122	в духе	2	2
123	вовсе не	9	2
124	его к	2	2
125	или иной	2	2
126	от них	2	2
127	к тому	2	2
128	как мы	12	2
129	не как	3	2
130	без всякого	2	2
131	но все	2	2
132	такой же	3	2
133	так чтобы	3	2
134	есть в	6	2
135	но не	4	2
136	времени и	2	2
137	а то	3	2
138	того же	3	2
139	до сих	8	2
140	еще не	7	2
141	к слову	2	2
142	в самом	9	2
143	в сущности	7	2
144	во всех	5	2
145	одна из	2	2
146	которую он	2	2
147	слова как	3	2
148	в виду	4	2
149	если в	2	2
150	нет и	2	2
151	этих трех	2	2
152	здесь нет	3	2
153	вместе с	2	2
154	сих пор	8	2
155	и только	3	2
156	в отношении	3	2
157	с ее	3	2
158	и других	4	2
159	мы находим	5	2
160	в произведениях	2	2
161	самом деле	4	2
162	тему о	2	2
163	и по	2	2
164	не была	2	2
165	той же	3	2
166	мы не	4	2
167	или в	8	2
168	в которых	2	2
169	слово в	6	2
170	тем как	2	2
171	в результате	2	2
172	то и	2	2
173	могут быть	2	2
174	имеем в	3	2
175	он и	4	2
176	смертной казни	2	2
177	этого слова	2	2
178	которые в	2	2
179	здесь только	2	2
180	так сказать	5	2
181	то есть	40	2
