N	2gram	Tiupa_Anal_2	Problema
1	и в	16	30
2	в своей	2	22
3	то есть	9	21
4	то что	7	18
5	не только	16	18
6	том что	12	17
7	в этом	18	17
8	и даже	9	14
9	но и	12	13
10	таким образом	2	13
11	в том	12	12
12	в его	2	12
13	и не	12	12
14	о том	7	12
15	в своем	4	11
16	у него	4	11
17	так что	3	11
18	точки зрения	4	10
19	в этой	9	10
20	сказать что	2	9
21	но в	6	9
22	только в	4	9
23	и все	3	9
24	в конце	4	8
25	вовсе не	2	8
26	никак не	2	8
27	хотя и	4	8
28	с точки	2	8
29	никогда не	3	7
30	как и	14	7
31	но не	4	7
32	может быть	6	7
33	вместе с	2	7
34	так и	15	7
35	говорит о	5	7
36	не в	4	7
37	в результате	3	7
38	с другой	6	6
39	прежде всего	3	6
40	можно сказать	4	6
41	уже не	4	6
42	несмотря на	3	6
43	и для	2	6
44	как бы	10	6
45	что и	3	6
46	другой стороны	2	6
47	а в	3	6
48	и его	4	6
49	и на	6	6
50	его в	2	6
51	не менее	4	5
52	что в	2	5
53	тем не	3	5
54	так же	2	5
55	в самом	6	5
56	и их	2	5
57	еще в	2	5
58	не может	4	5
59	а не	10	5
60	и то	3	5
61	он и	2	5
62	как раз	4	5
63	в частности	16	4
64	отнюдь не	8	4
65	как о	3	4
66	по крайней	3	4
67	при этом	10	4
68	того же	4	4
69	было бы	3	4
70	и сам	3	4
71	в качестве	11	4
72	некоторого рода	2	4
73	не так	4	4
74	крайней мере	3	4
75	и к	5	4
76	не мог	3	4
77	и он	2	4
78	или в	3	4
79	в себе	7	4
80	в то	2	4
81	едва ли	3	4
82	же не	2	4
83	в противоположность	2	3
84	именно в	3	3
85	еще более	2	3
86	как будто	3	3
87	еще не	2	3
88	одной стороны	4	3
89	он не	2	3
90	а также	7	3
91	и тем	4	3
92	с одной	5	3
93	того что	2	3
94	внимание на	2	3
95	он в	4	3
96	что касается	3	3
97	этом смысле	2	3
98	с ним	2	3
99	в одном	2	3
100	борьбы с	3	2
101	уже и	2	2
102	как в	4	2
103	один из	2	2
104	была бы	2	2
105	к этому	2	2
106	или иных	2	2
107	по себе	2	2
108	здесь в	2	2
109	на то	2	2
110	к тому	7	2
111	то же	4	2
112	как мы	3	2
113	он был	2	2
114	ли не	2	2
115	по существу	2	2
116	по поводу	3	2
117	в данном	8	2
118	мы имеем	3	2
119	на его	3	2
120	такого рода	2	2
121	вслед за	2	2
122	в роли	2	2
123	и является	4	2
124	в котором	2	2
125	отношению к	4	2
126	проявляется в	3	2
127	из них	3	2
128	в первой	3	2
129	и за	3	2
130	на него	2	2
131	и до	2	2
132	все что	2	2
133	данном случае	5	2
134	вообще и	2	2
135	борьбе с	2	2
136	по отношению	4	2
137	однако как	2	2
138	тех или	2	2
139	в значительной	2	2
140	свидетельствует о	2	2
141	в таком	2	2
142	можно было	3	2
143	результате чего	2	2
144	между тем	2	2
145	тем что	3	2
146	о себе	2	2
147	в таких	2	2
148	есть в	3	2
149	ничего не	9	2
150	таком случае	2	2
