N	2gram	Losev_Vlad_1	Istorich
1	и в	31	28
2	может быть	6	25
3	и т	2	25
4	т д	2	22
5	не может	6	15
6	никогда не	9	14
7	для нас	4	13
8	мы должны	2	13
9	что в	14	12
10	то же	6	12
11	не только	24	12
12	только в	9	11
13	что он	12	10
14	все же	3	10
15	мы увидим	3	10
16	но и	19	10
17	и что	6	10
18	в том	11	9
19	о том	11	9
20	то что	18	9
21	и не	17	9
22	не в	5	9
23	так и	6	9
24	таким образом	3	8
25	в этом	14	8
26	но в	12	8
27	том что	14	7
28	здесь мы	3	7
29	еще не	2	7
30	было бы	2	7
31	а в	9	7
32	и здесь	3	7
33	что мы	2	7
34	с другой	3	6
35	не менее	2	6
36	к тому	3	6
37	тем не	2	6
38	видно что	5	6
39	так например	2	6
40	что и	5	6
41	когда он	5	6
42	в этой	4	6
43	так как	8	6
44	вместе с	3	6
45	мы будем	2	5
46	по существу	2	5
47	в дальнейшем	8	5
48	что они	3	5
49	более или	3	5
50	но не	3	5
51	в качестве	6	5
52	не будем	2	5
53	что она	2	5
54	дело не	2	5
55	или менее	3	5
56	другой стороны	3	5
57	в своем	4	5
58	сказать что	7	5
59	в его	12	5
60	все это	5	4
61	с тем	2	4
62	на то	5	4
63	об этом	7	4
64	так что	10	4
65	но это	3	4
66	даже в	2	4
67	один из	4	4
68	на него	3	4
69	а именно	2	4
70	в связи	3	4
71	как и	4	4
72	того что	2	4
73	и даже	15	4
74	хотя бы	2	4
75	и для	2	4
76	и с	14	4
77	и на	3	4
78	потому что	11	4
79	то мы	3	4
80	все эти	3	4
81	здесь не	3	4
82	мы знаем	2	4
83	я не	4	3
84	во время	3	3
85	ему в	2	3
86	в начале	3	3
87	на этом	2	3
88	при этом	2	3
89	то время	2	3
90	выше мы	2	3
91	у меня	2	3
92	в которую	2	3
93	в котором	6	3
94	и по	8	3
95	из них	2	3
96	что же	5	3
97	уже не	3	3
98	и его	7	3
99	как мы	9	3
100	и он	3	3
101	как это	7	3
102	также и	10	3
103	тем что	2	3
104	во всем	4	3
105	в то	8	3
106	с того	2	3
107	дело в	4	3
108	раз и	3	3
109	это конечно	3	3
110	почти не	2	3
111	а с	5	2
112	это время	3	2
113	в частности	2	2
114	к этому	6	2
115	нисколько не	2	2
116	именно так	2	2
117	то он	6	2
118	и от	5	2
119	и потому	6	2
120	вовсе не	5	2
121	ясно что	2	2
122	но мы	2	2
123	том чтобы	2	2
124	в тех	2	2
125	к своему	3	2
126	увидим ниже	3	2
127	очень мало	2	2
128	и как	4	2
129	этот момент	2	2
130	по своей	4	2
131	для него	7	2
132	тот же	3	2
133	и тот	2	2
134	и мы	2	2
135	и если	5	2
136	некоторое время	2	2
137	одной из	2	2
138	на первый	2	2
139	что такое	2	2
140	с ним	5	2
141	не по	2	2
142	по этому	2	2
143	о нем	7	2
144	в доме	7	2
145	еще в	4	2
146	в нем	4	2
147	это было	6	2
148	себя в	4	2
149	в целом	3	2
150	конечно не	2	2
151	указывает на	2	2
152	со стороны	2	2
153	в очень	2	2
154	как в	3	2
155	даже не	2	2
156	как раз	7	2
157	то и	2	2
158	в особенности	4	2
159	он не	10	2
160	в виде	3	2
161	еще и	7	2
162	и вот	3	2
163	там же	13	2
164	на этот	6	2
165	одним из	2	2
166	по его	2	2
167	ничего не	3	2
168	а по	2	2
169	он в	3	2
170	в себе	4	2
171	один и	2	2
172	на это	2	2
173	как он	4	2
174	из этого	2	2
175	мы сейчас	7	2
176	ответ на	2	2
177	всякого рода	2	2
178	что этот	3	2
