N	2gram	Losev_Prob_1	Literetu
1	и не	31	22
2	и в	32	16
3	при этом	6	15
4	не только	17	14
5	но и	9	14
6	в этом	19	14
7	а не	15	12
8	то что	42	12
9	может быть	14	12
10	в том	9	12
11	не в	4	10
12	такого рода	7	10
13	я и	2	10
14	то же	10	9
15	так и	12	9
16	того что	7	9
17	в то	6	9
18	в жизни	3	8
19	том что	12	8
20	не может	8	8
21	в этой	10	8
22	как бы	14	8
23	в своей	8	7
24	тем самым	4	7
25	точки зрения	3	7
26	только в	7	7
27	с его	2	6
28	с другой	3	6
29	к тому	3	6
30	еще не	9	6
31	в его	6	6
32	и его	3	6
33	в себе	15	6
34	о том	11	6
35	в качестве	2	5
36	это не	6	5
37	что он	7	5
38	в ее	3	5
39	как и	3	5
40	особого рода	2	5
41	вместе с	2	5
42	как в	4	5
43	а именно	12	5
44	а в	4	5
45	именно в	4	5
46	то есть	33	5
47	но не	9	4
48	никогда не	7	4
49	однако в	2	4
50	по существу	2	4
51	и если	6	4
52	и для	4	4
53	хотя и	6	4
54	говоря уже	2	4
55	из них	3	4
56	не говоря	4	4
57	данном случае	8	4
58	входит в	4	4
59	а также	4	4
60	должно быть	2	4
61	в данном	9	4
62	одно из	2	4
63	как будто	3	4
64	только для	3	3
65	все время	2	3
66	отнюдь не	10	3
67	прежде всего	10	3
68	и как	6	3
69	то в	5	3
70	о чем	6	3
71	совершенно не	6	3
72	например в	2	3
73	на его	2	3
74	в самом	6	3
75	искусства и	3	3
76	однако не	3	3
77	и тем	13	3
78	для которого	3	3
79	но уже	5	3
80	уже не	3	3
81	самом деле	6	3
82	с точки	3	3
83	тому как	2	3
84	потому что	16	3
85	едва ли	2	3
86	как это	6	3
87	в области	2	3
88	но в	14	3
89	между тем	2	3
90	сознания и	2	2
91	что в	12	2
92	не менее	19	2
93	если бы	4	2
94	так или	2	2
95	сознания с	2	2
96	в случае	3	2
97	оно не	3	2
98	не как	2	2
99	для своего	2	2
100	в конце	6	2
101	сказать и	3	2
102	по себе	15	2
103	на то	8	2
104	или иной	5	2
105	в нем	13	2
106	и ее	8	2
107	же в	4	2
108	у нас	14	2
109	и при	2	2
110	связи с	5	2
111	вот в	2	2
112	того же	3	2
113	для него	2	2
114	можно сказать	5	2
115	было бы	8	2
116	со всеми	2	2
117	что не	3	2
118	несмотря на	3	2
119	во всех	7	2
120	текста и	5	2
121	той или	5	2
122	о нем	3	2
123	для себя	3	2
124	один из	4	2
125	но еще	2	2
126	как мы	7	2
127	во всей	3	2
128	так же	9	2
129	как раз	13	2
130	в нас	2	2
131	и только	4	2
132	если не	4	2
133	еще и	5	2
134	для такого	2	2
135	того чтобы	9	2
136	для того	8	2
137	действительности в	3	2
138	другой стороны	3	2
139	и даже	11	2
140	или иначе	2	2
141	и на	8	2
142	мы и	4	2
143	и с	2	2
144	тем что	7	2
145	он в	2	2
146	подобно тому	2	2
147	далеко не	5	2
148	на себя	2	2
149	он и	8	2
150	же самое	9	2
151	и вовсе	4	2
152	его в	6	2
153	в первом	2	2
154	и потому	2	2
155	здесь не	7	2
156	ее в	2	2
