N	2gram	Bakhtin_Pr_3	Mirosoze
1	и в	53	46
2	у достоевского	17	34
3	в нем	10	22
4	может быть	12	21
5	в этом	8	20
6	никогда не	2	18
7	и не	15	18
8	не только	4	18
9	но и	7	15
10	не может	2	15
11	человека в	3	14
12	как и	11	13
13	а не	11	13
14	прежде всего	15	12
15	к человеку	2	12
16	потому что	5	12
17	не было	4	11
18	в ней	7	11
19	но он	2	11
20	но в	5	10
21	он не	3	10
22	в себе	5	10
23	не в	2	9
24	достоевский был	4	9
25	не знает	4	9
26	но это	3	8
27	человека к	3	8
28	как бы	14	8
29	для достоевского	3	8
30	так как	7	8
31	отношение к	6	8
32	на земле	14	8
33	связана с	2	7
34	человека и	7	7
35	в мире	5	7
36	что он	4	7
37	и к	5	7
38	ивана карамазова	4	7
39	и потому	5	7
40	как в	7	7
41	хотя бы	2	7
42	и для	4	7
43	он сам	4	6
44	что это	2	6
45	в бесах	2	6
46	жизнь в	2	6
47	жизни и	9	6
48	не могу	3	6
49	то же	6	5
50	я не	4	5
51	в самом	2	5
52	один из	6	5
53	это не	6	5
54	в конце	3	5
55	и все	10	5
56	в духе	8	5
57	бога и	2	5
58	во всем	2	5
59	то что	9	5
60	в своей	3	5
61	и его	10	5
62	в его	8	5
63	и это	3	5
64	что в	2	4
65	они и	2	4
66	в царстве	2	4
67	они не	3	4
68	также и	4	4
69	с его	2	4
70	в жизни	8	4
71	нет бога	2	4
72	том что	5	4
73	что и	3	4
74	так и	6	4
75	ума и	2	4
76	себя и	2	3
77	и от	3	3
78	в каждом	4	3
79	в образе	3	3
80	на все	2	3
81	идеи и	3	3
82	в том	14	3
83	с самим	5	3
84	менее всего	2	3
85	жизни в	3	3
86	творчество достоевского	2	3
87	в своих	2	3
88	и на	18	3
89	сказать что	10	3
90	и с	6	3
91	творчестве достоевского	5	3
92	по своей	9	3
93	о том	2	3
94	его в	2	3
95	как он	2	3
96	нет ничего	2	3
97	с ним	2	3
98	в них	2	3
99	и во	4	3
100	есть и	2	3
101	до сих	5	3
102	сих пор	5	3
103	все равно	4	3
104	той же	5	3
105	тем что	2	3
106	он в	2	3
107	только в	4	3
108	в сне	7	3
109	есть в	3	3
110	в творчестве	8	3
111	место в	2	2
112	уже в	2	2
113	мы еще	3	2
114	в этих	5	2
115	очень важное	2	2
116	смешного человека	18	2
117	да и	2	2
118	в братьях	2	2
119	как у	5	2
120	все творчество	2	2
121	и если	3	2
122	из подполья	5	2
123	на его	3	2
124	и той	2	2
125	хотя и	4	2
126	по отношению	2	2
127	в разных	4	2
128	и других	9	2
129	достоевского и	6	2
130	а в	2	2
131	к себе	6	2
132	в более	4	2
133	в основе	5	2
134	не о	2	2
135	точки зрения	4	2
136	самим собою	4	2
137	человек и	2	2
138	нет ни	2	2
139	между тем	2	2
140	а для	2	2
141	сне смешного	5	2
142	идеей и	2	2
143	только можно	2	2
144	мы видим	2	2
145	это была	2	2
146	тот же	2	2
147	и тот	3	2
148	в сущности	10	2
149	во всех	12	2
150	нем нет	3	2
151	вместе с	2	2
152	быть и	2	2
153	ее в	3	2
154	к самому	4	2
155	человеческой жизни	3	2
156	еще более	5	2
157	правда в	2	2
158	как будто	2	2
159	достоевского в	3	2
160	еще вернемся	3	2
161	братьях карамазовых	2	2
162	в которой	2	2
163	ничего не	6	2
