N	2gram	Tiupa_Teor_1	Analitik
1	не только	16	22
2	тогда как	15	20
3	и в	18	18
4	как и	4	14
5	так и	10	14
6	в этом	8	14
7	но и	9	13
8	и его	8	13
9	в частности	16	12
10	том что	9	12
11	в качестве	24	12
12	и не	13	12
13	при этом	12	11
14	а в	13	10
15	как бы	5	10
16	то есть	12	10
17	может быть	17	9
18	со стороны	2	9
19	в тексте	14	9
20	что в	9	9
21	а не	9	9
22	в том	16	9
23	с его	5	8
24	со своей	3	8
25	в первой	5	8
26	своего рода	7	8
27	и даже	2	8
28	не случайно	5	8
29	в миропорядке	8	8
30	всего лишь	6	8
31	с другой	7	7
32	но не	9	7
33	в его	6	7
34	в русской	6	7
35	отношению к	4	7
36	во второй	7	7
37	как раз	2	7
38	по отношению	4	7
39	художественное целое	2	6
40	к тому	2	6
41	не в	7	6
42	для него	2	6
43	еще не	4	6
44	в этой	3	6
45	он не	3	6
46	в их	2	6
47	художественного целого	4	6
48	текста в	3	6
49	никогда не	4	5
50	однако в	7	5
51	не является	4	5
52	в конце	2	5
53	прежде всего	2	5
54	в свою	3	5
55	или иной	4	5
56	того же	3	5
57	такого рода	8	5
58	в самом	4	5
59	как правило	4	5
60	что и	2	5
61	в мире	19	5
62	и т.п	4	5
63	другой стороны	5	5
64	а а	5	5
65	лишь в	6	5
66	уже не	4	5
67	в слове	3	5
68	между тем	5	5
69	мы имеем	7	5
70	я в	16	5
71	представляет собой	9	5
72	не менее	4	4
73	перед нами	2	4
74	отнюдь не	3	4
75	в своем	4	4
76	столь же	2	4
77	произведение искусства	5	4
78	в одном	2	4
79	художественной целостности	3	4
80	состоит в	17	4
81	в итоге	2	4
82	этого текста	2	4
83	можно сказать	3	4
84	и к	3	4
85	второй строфе	4	4
86	и как	2	4
87	себя в	6	4
88	свою очередь	2	4
89	во втором	3	4
90	имеем дело	2	4
91	в пределах	5	4
92	и а	4	4
93	принадлежит к	3	4
94	русской литературе	2	4
95	приводит к	5	4
96	а и	4	4
97	таким образом	3	4
98	тем самым	4	4
99	по пути	3	4
100	в данном	8	4
101	далеко не	2	4
102	о о	4	4
103	героя и	5	4
104	в строке	3	3
105	в рамках	7	3
106	ролевой границей	2	3
107	полку игореве	2	3
108	из этих	3	3
109	ключ к	2	3
110	говорит и	2	3
111	личности в	3	3
112	литературных произведений	5	3
113	миропорядка и	3	3
114	о полку	2	3
115	в ее	5	3
116	и того	3	3
117	в тарасе	2	3
118	а всего	3	3
119	воспринимающего сознания	3	3
120	о у	3	3
121	граница личности	3	3
122	же время	5	3
123	только не	2	3
124	с их	2	3
125	художественной реальности	5	3
126	первой строфе	4	3
127	у и	2	3
128	известной степени	3	3
129	если в	2	3
130	к жизни	2	3
131	сочетании с	2	3
132	с ее	3	3
133	не будет	2	3
134	как говорит	3	3
135	в целом	3	3
136	присутствия я	6	3
137	дело не	2	3
138	данном случае	5	3
139	как в	5	3
140	все это	2	3
141	который в	2	3
142	в сочетании	2	3
143	так в	4	3
144	тарасе бульбе	2	3
145	то же	7	3
146	именно в	3	3
147	на языке	2	3
148	до известной	2	3
149	роль в	2	3
150	сверхличной заданности	2	3
151	без исключения	4	3
152	являет собой	2	3
153	эстетического отношения	12	3
154	точки зрения	9	3
155	одного и	3	3
156	говорить о	3	3
157	в финале	3	3
158	в то	6	3
159	однако с	2	3
160	модуса художественности	5	3
161	его в	2	3
162	роли в	5	3
163	в произведении	3	3
164	как это	8	3
165	всех без	3	3
166	я и	2	3
167	внимательно взглянула	4	2
168	художественного высказывания	3	2
169	как способу	2	2
170	пределах строки	2	2
171	в противоположность	2	2
172	однако при	3	2
173	е о	2	2
174	произведении искусства	2	2
175	лирическое я	2	2
176	внешней заданности	2	2
177	могут быть	4	2
178	говоря словами	3	2
179	все эти	2	2
180	конечном счете	6	2
181	в них	2	2
182	жизненных ценностей	2	2
183	это не	2	2
184	человеческого я	3	2
185	о себе	2	2
186	художественности в	4	2
187	в жизни	2	2
188	в нем	4	2
189	аллитерационная субструктура	2	2
190	и ее	3	2
191	стопного ямба	2	2
192	художественную целостность	2	2
193	внутренняя граница	2	2
194	тем не	3	2
195	кто говорит	3	2
196	системе ценностей	3	2
197	в романе	3	2
198	субъекта и	2	2
199	в соответствии	3	2
200	в имени	2	2
201	тот или	2	2
202	своей роли	2	2
203	то в	2	2
204	у о	2	2
205	без остатка	2	2
206	по своему	2	2
207	в глаза	2	2
208	в большинстве	2	2
209	пушкина что	2	2
210	одной стороны	2	2
211	слове о	2	2
212	о своем	2	2
213	звучит ритмическим	2	2
214	личности со	3	2
215	о в	2	2
216	могли бы	2	2
217	иначе говоря	4	2
218	по преимуществу	4	2
219	в стихе	2	2
220	данту диктовала	3	2
221	хотя и	3	2
222	об этом	2	2
223	лирического сюжета	3	2
224	в конечном	6	2
225	в контексте	3	2
226	и потому	2	2
227	а также	6	2
228	по своей	3	2
229	даже в	3	2
230	его внешней	2	2
231	я с	5	2
232	по два	2	2
233	по сути	2	2
234	один из	2	2
235	не с	3	2
236	в точке	2	2
237	то что	3	2
238	второй и	2	2
239	в первом	2	2
240	модус художественности	6	2
241	в культуре	2	2
242	это всеобъемлющая	2	2
243	вместе с	2	2
244	относительно своей	2	2
245	что она	2	2
246	в форме	2	2
247	стихотворения муза	2	2
248	стих звучит	2	2
249	не может	4	2
250	в отличие	6	2
251	эстетического объекта	2	2
252	как к	2	2
253	злата стола	2	2
254	отношения к	2	2
255	в лирике	2	2
256	с одной	2	2
257	в себя	3	2
258	и вот	3	2
259	сводится к	5	2
260	свою жизнь	2	2
261	в той	2	2
262	сатирической художественности	2	2
263	я музы	2	2
264	в принципе	4	2
265	с точки	3	2
266	и по	2	2
267	и для	2	2
268	русской поэзии	2	2
269	сказать что	3	2
270	имени тебе	2	2
271	в момент	2	2
272	личности и	4	2
273	на себя	2	2
274	как эстетической	4	2
275	на меня	3	2
276	а напротив	2	2
277	в себе	9	2
278	и здесь	2	2
279	в искусстве	6	2
280	могла бы	2	2
281	только в	6	2
282	и т.д	3	2
283	и диктовала	2	2
284	этого слова	3	2
285	дело в	2	2
286	повесть о	2	2
287	сверхсхемные ударения	2	2
288	эстетическая ситуация	3	2
289	отличие от	6	2
290	или иным	3	2
291	модусом художественности	2	2
292	ролевой границы	2	2
293	о и	2	2
294	но в	9	2
