N	2gram	Bakhtin_Fr_6	KulturaY
1	в том	2	30
2	и в	41	24
3	потому что	3	23
4	том что	7	21
5	что в	7	17
6	того чтобы	4	17
7	было бы	3	15
8	в этом	12	14
9	точки зрения	2	14
10	может быть	2	13
11	все же	4	12
12	таким образом	17	12
13	в его	7	12
14	и не	3	12
15	не в	4	11
16	только в	3	11
17	вовсе не	7	10
18	в самом	10	10
19	у нас	4	10
20	не только	10	10
21	то что	10	9
22	прежде всего	10	9
23	самом деле	4	9
24	того что	3	9
25	с точки	2	9
26	о том	9	9
27	так как	10	9
28	то же	5	8
29	а не	2	8
30	как раз	2	8
31	тем что	5	8
32	в них	7	7
33	с другой	4	7
34	связи с	2	7
35	как бы	7	7
36	вместе с	6	7
37	не может	4	7
38	с помощью	6	7
39	бы в	2	7
40	в области	2	7
41	так и	5	7
42	тогда когда	2	6
43	именно в	4	6
44	что он	6	6
45	при этом	3	6
46	в ней	4	6
47	но и	13	6
48	все это	11	6
49	другой стороны	2	6
50	все эти	11	6
51	что это	5	5
52	но не	2	5
53	что не	3	5
54	например в	6	5
55	и что	5	5
56	но уже	2	5
57	этом отношении	3	5
58	в той	5	5
59	и вовсе	2	5
60	а в	4	5
61	и его	13	5
62	рядом с	5	5
63	в результате	4	5
64	между тем	2	5
65	так сказать	2	5
66	с ним	4	5
67	и с	16	5
68	с его	5	4
69	в частности	2	4
70	в этих	2	4
71	к себе	2	4
72	из области	2	4
73	и потому	2	4
74	в нем	16	4
75	что они	2	4
76	есть в	3	4
77	того же	4	4
78	из них	5	4
79	в таких	2	4
80	это и	2	4
81	один из	6	4
82	должен быть	2	4
83	сих пор	3	4
84	до сих	3	4
85	как в	4	4
86	внимание на	2	4
87	не на	2	4
88	с этим	3	4
89	так что	2	4
90	так же	5	4
91	роль в	4	4
92	и на	9	4
93	в данном	3	4
94	из этих	2	4
95	там где	5	4
96	уже в	4	3
97	для этого	2	3
98	представление о	2	3
99	в духе	3	3
100	в первом	3	3
101	в этой	8	3
102	мы увидим	3	3
103	связано с	3	3
104	в сущности	8	3
105	в котором	4	3
106	в истории	2	3
107	даже в	4	3
108	на его	2	3
109	в своем	5	3
110	в особенности	7	3
111	и даже	4	3
112	и он	5	3
113	той же	5	3
114	должна быть	2	3
115	несколько слов	2	3
116	и то	2	3
117	хотя и	2	3
118	себе в	2	3
119	они не	3	3
120	в себе	5	3
121	как это	2	3
122	в одном	5	3
123	до того	3	2
124	его так	2	2
125	никогда не	8	2
126	превращается в	2	2
127	что их	2	2
128	с этой	3	2
129	одного и	2	2
130	и все	9	2
131	но с	2	2
132	что все	2	2
133	как они	2	2
134	не могут	2	2
135	если мы	2	2
136	в то	6	2
137	как о	2	2
138	для нас	2	2
139	как и	7	2
140	и как	4	2
141	что если	2	2
142	а на	2	2
143	в большинстве	4	2
144	же время	5	2
145	тот же	4	2
146	если б	2	2
147	конечно не	3	2
148	в своей	2	2
149	одним из	4	2
150	в ряде	3	2
151	между собою	5	2
152	никак не	3	2
153	но если	2	2
154	тем более	2	2
155	был бы	2	2
156	втором случае	3	2
157	был в	2	2
158	а именно	2	2
159	он не	2	2
160	и для	3	2
161	не мог	3	2
162	лишь в	2	2
163	во втором	3	2
164	литературе и	3	2
165	между ними	3	2
166	или в	6	2
167	также и	6	2
168	о котором	4	2
169	заключается в	2	2
170	здесь только	3	2
171	до конца	2	2
172	но в	8	2
173	своего времени	2	2
174	это было	2	2
