N	2gram	Vygotskiy__6	TeoriaLi
1	не только	16	18
2	в качестве	4	17
3	и не	11	16
4	а в	2	14
5	в частности	4	13
6	и в	28	13
7	состоит в	2	13
8	может быть	13	12
9	так и	6	12
10	представляет собой	3	11
11	при этом	3	11
12	в этом	27	11
13	в том	28	11
14	но не	10	10
15	а не	3	10
16	и его	3	10
17	в его	3	9
18	то же	7	9
19	что в	17	8
20	отношению к	10	8
21	но и	10	8
22	по отношению	10	8
23	в себе	4	7
24	том что	19	7
25	во второй	2	7
26	в данном	2	7
27	точки зрения	13	7
28	по своей	3	7
29	в то	6	7
30	только в	18	7
31	как это	3	7
32	с его	3	6
33	еще не	8	6
34	как бы	11	6
35	но в	5	6
36	в своем	7	5
37	как и	6	5
38	не в	4	5
39	в пределах	5	5
40	между ними	7	5
41	в самом	8	5
42	в нем	7	5
43	как в	3	5
44	он не	7	5
45	тем самым	8	5
46	с другой	2	5
47	мы имеем	4	5
48	не менее	2	4
49	можно сказать	6	4
50	в ходе	3	4
51	в своей	2	4
52	то что	28	4
53	отношение к	7	4
54	в их	3	4
55	приводит к	6	4
56	не может	19	4
57	сказать что	13	4
58	хотя и	3	4
59	но он	2	4
60	а и	2	4
61	не знает	3	4
62	и др	2	3
63	никогда не	8	3
64	в нашем	4	3
65	в этих	2	3
66	в отношении	10	3
67	он должен	4	3
68	этом смысле	2	3
69	прежде всего	2	3
70	и к	6	3
71	а только	2	3
72	по своему	2	3
73	для него	6	3
74	того что	24	3
75	мог бы	3	3
76	например в	4	3
77	совпадает с	4	3
78	этого слова	2	3
79	другой стороны	2	3
80	как раз	6	3
81	таким образом	18	3
82	именно в	4	3
83	в другом	2	3
84	и что	6	3
85	и по	3	3
86	и то	4	3
87	потому что	22	3
88	в основе	3	3
89	речи и	5	3
90	между двумя	2	3
91	в этой	5	3
92	и т.д	3	3
93	отношении к	3	3
94	для возникновения	2	3
95	его в	6	3
96	все эти	2	3
97	к которому	2	3
98	я не	4	2
99	но на	2	2
100	и составляет	3	2
101	только не	3	2
102	если бы	7	2
103	была бы	2	2
104	могут быть	5	2
105	между собой	9	2
106	в конце	2	2
107	того же	7	2
108	это не	5	2
109	одного и	4	2
110	на фоне	3	2
111	по себе	3	2
112	что он	18	2
113	к тому	10	2
114	но как	3	2
115	и того	4	2
116	и как	6	2
117	что они	2	2
118	казалось бы	2	2
119	во втором	3	2
120	имеем дело	2	2
121	имеет место	2	2
122	иначе говоря	3	2
123	к его	2	2
124	к жизни	4	2
125	своей природе	4	2
126	не могло	2	2
127	и тем	5	2
128	не с	2	2
129	могут оказаться	2	2
130	в целом	3	2
131	принадлежит к	2	2
132	во всех	4	2
133	вместе с	7	2
134	не на	2	2
135	мышления и	7	2
136	это и	3	2
137	в себя	3	2
138	к одному	2	2
139	в той	4	2
140	самом начале	4	2
141	с точки	10	2
142	так же	15	2
143	у него	2	2
144	и здесь	3	2
145	в чем	6	2
146	в которой	7	2
147	отношения к	3	2
148	в области	6	2
