N	2gram	Bakhtin_Pr_4	DiskursI
1	не только	14	28
2	в том	9	23
3	а не	11	22
4	то есть	40	20
5	том что	4	19
6	может быть	23	17
7	и в	46	16
8	как и	12	16
9	в этом	16	15
10	еще не	7	14
11	но и	12	14
12	при этом	5	13
13	и т.п	14	12
14	прежде всего	9	11
15	но не	4	11
16	и не	27	11
17	по своей	3	11
18	с другой	3	10
19	как в	4	10
20	далеко не	3	10
21	в нем	17	9
22	отношению к	5	9
23	по отношению	5	9
24	не может	19	9
25	своего рода	4	8
26	так и	4	8
27	о том	5	8
28	но в	6	8
29	в его	9	7
30	то же	6	7
31	не было	2	7
32	в себе	7	7
33	только в	6	7
34	не в	10	7
35	в своем	3	6
36	и как	2	6
37	к тому	2	5
38	или иной	2	5
39	можно сказать	4	5
40	как бы	19	5
41	в котором	5	5
42	в своей	3	5
43	то что	4	5
44	во всех	5	5
45	в процессе	4	5
46	в отличие	3	5
47	а в	2	5
48	в себя	4	5
49	в их	4	5
50	отличие от	3	5
51	и на	11	5
52	в данном	2	5
53	с его	5	4
54	что в	4	4
55	не как	3	4
56	и к	9	4
57	что он	6	4
58	уже не	4	4
59	для него	2	4
60	же время	5	4
61	и о	3	4
62	отношение к	3	4
63	лишь в	2	4
64	в которых	2	4
65	потому что	4	4
66	между тем	2	4
67	могут быть	2	4
68	и т.д	3	4
69	перед нами	12	3
70	того же	3	3
71	это не	5	3
72	в одной	2	3
73	но при	3	3
74	по себе	7	3
75	что и	3	3
76	времени и	2	3
77	с этим	2	3
78	в самом	9	3
79	к ним	4	3
80	той или	2	3
81	хотя бы	2	3
82	все же	4	3
83	в строгом	2	3
84	таким образом	4	3
85	другой стороны	3	3
86	и даже	3	3
87	сказать что	2	3
88	тем что	3	3
89	точки зрения	11	3
90	в то	5	3
91	также и	3	3
92	в произведении	2	3
93	слова в	13	2
94	по мере	4	2
95	не менее	2	2
96	никогда не	6	2
97	о котором	2	2
98	и одновременно	2	2
99	том числе	4	2
100	к себе	6	2
101	и во	3	2
102	или меньшей	2	2
103	и все	9	2
104	в особом	2	2
105	в одном	11	2
106	в каждом	6	2
107	для понимания	2	2
108	стороны и	2	2
109	об этом	2	2
110	к различным	2	2
111	его как	2	2
112	в пределах	10	2
113	более того	3	2
114	в античной	2	2
115	есть в	6	2
116	более или	3	2
117	на этом	3	2
118	числе и	3	2
119	большей или	2	2
120	указывает на	2	2
121	отличается от	3	2
122	своей природе	2	2
123	в сущности	7	2
124	к области	2	2
125	одним из	3	2
126	к другим	2	2
127	хотя и	6	2
128	о нем	6	2
129	сами по	2	2
130	например в	4	2
131	не могло	2	2
132	и тем	2	2
133	с ее	3	2
134	себя в	3	2
135	когда он	2	2
136	на том	2	2
137	героя и	4	2
138	в различных	3	2
139	или менее	3	2
140	что же	3	2
141	мысли и	2	2
142	приводит к	4	2
143	за пределы	5	2
144	целый ряд	2	2
145	языка и	2	2
146	отношения к	2	2
147	уже в	4	2
148	как мы	12	2
149	речи как	2	2
150	и что	3	2
151	и он	6	2
152	и по	2	2
153	к другому	5	2
154	высказывания и	2	2
155	слово не	9	2
156	и его	6	2
157	принадлежащих к	2	2
158	или в	8	2
159	в рассказе	2	2
160	здесь в	2	2
161	во всяком	2	2
162	мы имеем	3	2
163	героя в	3	2
164	на себя	4	2
165	в другом	2	2
166	в этой	3	2
167	так сказать	5	2
168	они не	2	2
169	диалогические отношения	15	2
170	в виду	4	2
