N	2gram	Tiupa_Hudo_1	Problemy
1	и не	15	31
2	и в	19	29
3	в его	9	24
4	может быть	14	24
5	а не	9	22
6	в этом	11	22
7	как бы	9	19
8	в нем	5	19
9	точки зрения	10	19
10	для него	4	18
11	не только	16	15
12	то что	4	15
13	не как	2	14
14	но и	10	14
15	и его	12	14
16	то же	10	14
17	в пределах	3	13
18	уже не	4	13
19	с точки	3	13
20	как и	2	12
21	о себе	2	12
22	не может	7	12
23	таким образом	3	12
24	в одном	2	10
25	этом смысле	3	10
26	в самом	5	10
27	в то	6	10
28	только в	5	10
29	героя и	5	10
30	с его	6	9
31	это не	2	9
32	в романе	3	9
33	но не	11	9
34	же время	5	9
35	все эти	2	9
36	если бы	3	9
37	в своем	2	8
38	по себе	2	8
39	что он	3	8
40	что в	6	8
41	отношению к	9	8
42	в своей	5	8
43	по отношению	9	8
44	потому что	3	8
45	в том	18	8
46	прежде всего	4	7
47	вовсе не	2	7
48	том что	8	7
49	не в	7	7
50	за пределы	2	7
51	так и	11	7
52	в форме	4	7
53	входит в	4	7
54	и как	3	7
55	а в	12	7
56	с другими	4	7
57	и на	2	7
58	в себе	9	7
59	мира и	2	7
60	но в	7	7
61	все это	2	6
62	в целом	3	6
63	к нему	3	6
64	что она	2	6
65	как в	2	6
66	как раз	3	6
67	в самой	2	6
68	в мире	21	6
69	так же	2	6
70	могут быть	4	6
71	его в	2	6
72	и потому	2	6
73	и др	2	5
74	именно в	2	5
75	еще не	3	5
76	и о	3	5
77	он не	4	5
78	художественного мира	2	5
79	с их	2	5
80	между тем	4	5
81	автора и	3	5
82	и это	2	5
83	с ним	2	5
84	мира в	2	5
85	превращается в	2	4
86	личности в	4	4
87	что и	2	4
88	даже в	3	4
89	не на	3	4
90	и для	2	4
91	их в	3	4
92	в основе	4	4
93	в этой	2	4
94	в произведении	3	4
95	я не	2	3
96	была бы	3	3
97	никогда не	2	3
98	и одновременно	5	3
99	в них	2	3
100	с другой	7	3
101	нового времени	2	3
102	в пространстве	2	3
103	ни в	5	3
104	одна из	2	3
105	художественного творчества	4	3
106	внешнего мира	3	3
107	на почве	3	3
108	в их	5	3
109	во времени	4	3
110	другой стороны	5	3
111	тому что	2	3
112	например в	3	3
113	в себя	2	3
114	приводит к	5	3
115	автора как	2	3
116	отличается от	2	3
117	не входит	2	3
118	сказать что	4	3
119	порядка в	4	3
120	как к	2	3
121	но как	2	3
122	не знает	3	3
123	отношении к	2	3
124	далеко не	2	3
125	в художественном	4	3
126	отношения к	2	3
127	в противоположность	3	2
128	ни был	2	2
129	себя и	2	2
130	однако в	4	2
131	к более	2	2
132	в жизни	2	2
133	для понимания	2	2
134	и ее	3	2
135	и к	3	2
136	что может	2	2
137	при этом	13	2
138	один из	2	2
139	отношение к	5	2
140	для автора	2	2
141	во всей	3	2
142	в отношении	3	2
143	в контексте	3	2
144	на языке	2	2
145	в той	3	2
146	и что	3	2
147	между ними	4	2
148	или даже	3	2
149	в художественной	2	2
150	в данном	4	2
151	одно из	2	2
152	но он	3	2
153	самим собою	2	2
154	для себя	2	2
155	в структуре	3	2
156	из тех	2	2
157	всей его	2	2
158	в которой	2	2
159	совпадает с	2	2
160	по преимуществу	2	2
