N	2gram	Berdyaev_M_2	Myslijsy
1	потому что	12	49
2	и в	46	24
3	может быть	21	23
4	то что	5	20
5	и не	18	19
6	а не	13	18
7	в том	3	18
8	что в	4	16
9	по себе	2	15
10	не только	18	15
11	не в	9	13
12	не может	15	12
13	то же	5	12
14	если бы	3	11
15	что и	4	11
16	вместе с	2	11
17	только в	3	11
18	для него	18	10
19	в себе	10	10
20	так что	2	10
21	как в	7	10
22	так как	8	10
23	тогда когда	2	10
24	в нем	22	9
25	как бы	8	9
26	но и	15	9
27	а в	2	8
28	том что	4	8
29	и на	3	8
30	в этом	20	8
31	быть может	2	7
32	прежде всего	12	7
33	мысль о	2	7
34	во всех	2	7
35	как и	13	7
36	того что	6	7
37	тем что	3	7
38	в чем	3	7
39	того как	3	7
40	связи с	2	6
41	не есть	13	6
42	в свою	4	6
43	не было	11	6
44	не имеет	4	6
45	между тем	2	6
46	уже в	2	5
47	с ним	3	5
48	есть не	5	5
49	что они	3	5
50	тот же	2	5
51	не от	2	5
52	что не	2	5
53	о том	3	5
54	так и	4	5
55	в них	3	5
56	бы не	2	5
57	от того	3	5
58	для того	5	5
59	в мысли	2	5
60	в которой	2	5
61	сам по	2	4
62	место в	2	4
63	в человеке	2	4
64	никогда не	18	4
65	что он	7	4
66	уже не	4	4
67	до сих	3	4
68	и если	2	4
69	должны быть	4	4
70	в самом	5	4
71	сих пор	3	4
72	и что	2	4
73	к другому	3	4
74	тому как	2	4
75	то все	2	4
76	подобно тому	2	4
77	они не	4	4
78	как он	3	4
79	души и	2	4
80	но в	10	4
81	что это	6	3
82	это не	5	3
83	оно не	2	3
84	и от	3	3
85	и все	5	3
86	человека и	7	3
87	на все	3	3
88	думать что	4	3
89	хотя и	2	3
90	а от	2	3
91	все что	4	3
92	но это	8	3
93	есть явление	2	3
94	в ней	11	3
95	и во	3	3
96	другим и	2	3
97	же что	2	3
98	его в	3	3
99	но она	2	3
100	с таким	2	3
101	себе в	2	3
102	что она	5	3
103	и тогда	3	3
104	те же	5	3
105	человека в	14	3
106	не так	3	3
107	и для	7	3
108	его не	2	3
109	той же	3	3
110	в этих	2	3
111	и человек	3	3
112	на деле	4	3
113	и той	2	2
114	в каждом	3	2
115	но на	2	2
116	и есть	8	2
117	в нашем	7	2
118	и его	5	2
119	человеческой природы	7	2
120	что у	4	2
121	превращается в	2	2
122	но он	11	2
123	хотя бы	7	2
124	и это	5	2
125	одной и	2	2
126	в жизни	4	2
127	что все	5	2
128	вопрос о	6	2
129	есть прежде	5	2
130	с его	4	2
131	после того	2	2
132	бы в	2	2
133	у нас	11	2
134	есть в	3	2
135	совсем не	5	2
136	так же	6	2
137	было для	2	2
138	у него	22	2
139	связано с	3	2
140	было в	3	2
141	и тот	2	2
142	в действительности	2	2
143	она есть	2	2
144	к ней	2	2
145	его на	4	2
146	в его	5	2
147	и потому	7	2
148	себя и	3	2
149	его с	2	2
150	один из	5	2
151	не имеют	2	2
152	что есть	2	2
153	что за	2	2
154	и других	2	2
155	того чтобы	4	2
156	мы видим	2	2
157	должно быть	2	2
158	друг друга	12	2
159	отношения к	2	2
160	по отношению	2	2
161	и здесь	6	2
162	нас в	2	2
163	сказать что	3	2
164	тому что	4	2
165	на природу	2	2
166	во всем	5	2
167	на этом	2	2
168	отношении к	3	2
169	к которому	3	2
170	и поэтому	2	2
171	что нет	3	2
