N	2gram	Vinokur_Ku_3	Problema
1	и в	23	30
2	в своей	4	22
3	то что	4	18
4	не только	17	18
5	том что	11	17
6	в этом	16	17
7	но и	3	13
8	таким образом	9	13
9	потому что	12	13
10	в том	22	12
11	в его	11	12
12	и не	10	12
13	а именно	3	12
14	также и	5	12
15	о том	6	12
16	в своем	4	11
17	для нас	4	10
18	точки зрения	23	10
19	все же	5	9
20	сказать что	7	9
21	но в	2	9
22	только в	6	9
23	вовсе не	5	8
24	никак не	2	8
25	хотя и	5	8
26	с точки	16	8
27	что он	6	7
28	подобного рода	2	7
29	у нас	10	7
30	как и	5	7
31	в дальнейшем	2	7
32	связи с	6	7
33	но не	3	7
34	может быть	14	7
35	вместе с	2	7
36	так и	6	7
37	в связи	5	7
38	мы находим	3	7
39	не в	5	7
40	здесь не	2	7
41	в результате	3	7
42	с другой	7	6
43	прежде всего	9	6
44	можно сказать	2	6
45	уже не	8	6
46	и как	2	6
47	как бы	5	6
48	что и	6	6
49	другой стороны	3	6
50	и что	7	6
51	а в	5	6
52	его в	2	6
53	так как	9	6
54	не менее	12	5
55	с тем	6	5
56	что в	13	5
57	тем не	9	5
58	в силу	6	5
59	так же	2	5
60	в самом	13	5
61	и о	4	5
62	не может	6	5
63	не просто	2	5
64	а не	11	5
65	как раз	4	5
66	того как	7	5
67	и с	3	5
68	еще и	2	4
69	в частности	2	4
70	отнюдь не	3	4
71	как о	3	4
72	тогда когда	4	4
73	ни в	3	4
74	ясно что	4	4
75	но все	2	4
76	при этом	6	4
77	того же	4	4
78	было бы	16	4
79	в качестве	2	4
80	не так	3	4
81	а с	3	4
82	и к	3	4
83	нас в	3	4
84	в то	3	4
85	далеко не	5	4
86	учение о	2	3
87	именно в	3	3
88	однако в	2	3
89	еще более	2	3
90	в отношении	3	3
91	перейти к	2	3
92	в ее	4	3
93	что они	2	3
94	тот же	6	3
95	смысле слова	2	3
96	после того	6	3
97	только тогда	4	3
98	еще не	9	3
99	одной стороны	4	3
100	для того	12	3
101	сам же	2	3
102	он не	3	3
103	а также	4	3
104	и тем	6	3
105	бы не	3	3
106	с одной	4	3
107	того что	11	3
108	тем же	2	3
109	внимание на	2	3
110	в ней	3	3
111	он в	2	3
112	в одном	2	3
113	в виду	8	3
114	только для	2	2
115	я не	5	2
116	не могут	5	2
117	и более	3	2
118	это уже	3	2
119	и без	2	2
120	том числе	2	2
121	в какой	3	2
122	хотя бы	9	2
123	как в	4	2
124	это не	3	2
125	с этой	3	2
126	уже в	3	2
127	раз и	2	2
128	не все	2	2
129	один из	4	2
130	по себе	6	2
131	что именно	3	2
132	к тому	3	2
133	то же	6	2
134	как мы	5	2
135	по существу	3	2
136	равно как	2	2
137	кроме того	2	2
138	до сих	8	2
139	в нашей	4	2
140	в большей	2	2
141	по поводу	3	2
142	в данном	7	2
143	что не	4	2
144	мы имеем	2	2
145	конечно не	2	2
146	но для	3	2
147	в котором	2	2
148	отношению к	2	2
149	когда он	2	2
150	на него	3	2
151	и дальше	2	2
152	данном случае	4	2
153	он пишет	2	2
154	отношение к	3	2
155	вообще и	3	2
156	по отношению	3	2
157	то и	2	2
158	и только	3	2
159	все эти	7	2
160	с помощью	6	2
161	мы не	3	2
162	всякого рода	5	2
163	они не	3	2
164	здесь как	2	2
165	самом деле	14	2
166	именно на	2	2
167	того чтобы	11	2
168	то у	2	2
169	в таком	4	2
170	можно было	11	2
171	во всяком	2	2
172	между тем	4	2
173	тем что	5	2
174	обстоятельство что	3	2
175	в таких	2	2
176	в чем	5	2
177	в области	14	2
178	ничего не	6	2
179	это конечно	2	2
180	не то	2	2
181	таком случае	2	2
182	сих пор	8	2
