N	2gram	Bakhtin_Fr_6	VerxiiNi
1	и в	41	26
2	таким образом	17	22
3	вместе с	6	15
4	в этом	12	15
5	точки зрения	2	13
6	как бы	7	12
7	в том	2	11
8	может быть	2	10
9	не только	10	10
10	и с	16	10
11	из этих	2	10
12	связи с	2	9
13	что в	7	9
14	но и	13	9
15	в области	2	9
16	так как	10	9
17	с другой	4	8
18	но не	2	8
19	в индии	3	8
20	и не	3	8
21	и у	2	8
22	том что	7	7
23	одной стороны	4	7
24	из них	5	7
25	к нему	3	7
26	то что	10	7
27	в эпоху	6	7
28	с одной	4	7
29	потому что	3	7
30	но в	8	7
31	в конце	2	6
32	представление о	2	6
33	и потому	2	6
34	того же	4	6
35	все же	4	6
36	так и	5	6
37	все это	11	6
38	все эти	11	6
39	с точки	2	6
40	в себе	5	6
41	о том	9	6
42	образом в	2	5
43	до сих	3	5
44	одной из	3	5
45	в его	7	5
46	никогда не	8	5
47	сих пор	3	5
48	так же	5	5
49	лишь в	2	5
50	а не	2	5
51	того чтобы	4	5
52	и для	3	5
53	в этих	2	4
54	и от	4	4
55	что все	2	4
56	что он	6	4
57	в нем	16	4
58	в самом	10	4
59	в котором	4	4
60	не может	4	4
61	а в	4	4
62	то же	5	4
63	и что	5	4
64	с другими	3	4
65	во время	9	4
66	он не	2	4
67	в то	6	4
68	только в	3	4
69	то есть	24	4
70	в этой	8	4
71	и другие	2	3
72	что это	5	3
73	как о	2	3
74	так что	2	3
75	и как	4	3
76	в своем	5	3
77	при этом	3	3
78	но с	2	3
79	в народных	2	3
80	в значительной	2	3
81	того что	3	3
82	и даже	4	3
83	и те	2	3
84	с этой	3	3
85	в результате	4	3
86	в одном	5	3
87	уже в	4	2
88	начиная с	2	2
89	не могут	2	2
90	с его	5	2
91	он в	2	2
92	именно в	4	2
93	связанных с	3	2
94	пор еще	3	2
95	связана с	2	2
96	в них	7	2
97	превращается в	2	2
98	и особенно	3	2
99	тогда когда	2	2
100	в образе	6	2
101	на все	3	2
102	прежде всего	10	2
103	а также	5	2
104	мы видели	2	2
105	в начале	3	2
106	что именно	2	2
107	все что	4	2
108	же время	5	2
109	от тела	2	2
110	связано с	3	2
111	что мы	2	2
112	тот же	4	2
113	со всеми	2	2
114	конечно не	3	2
115	но если	2	2
116	говорили о	3	2
117	один из	6	2
118	жизни и	3	2
119	во всех	17	2
120	для этого	2	2
121	этом отношении	3	2
122	те же	3	2
123	и сейчас	2	2
124	одним из	4	2
125	связан и	2	2
126	и на	9	2
127	людей и	3	2
128	всем и	2	2
129	сказать что	6	2
130	не в	4	2
131	и наконец	4	2
132	о котором	4	2
133	и все	9	2
134	из этого	4	2
135	в эту	2	2
136	между тем	2	2
137	в новом	2	2
