N	2gram	Trubetskoy_1	Myslijsy
1	потому что	9	46
2	то есть	2	34
3	в том	30	32
4	и в	23	30
5	может быть	16	28
6	то же	4	23
7	не только	7	21
8	только в	6	21
9	для нас	3	20
10	но и	9	19
11	том что	19	18
12	то что	18	18
13	того что	6	18
14	что в	8	17
15	не есть	2	17
16	и проч	4	16
17	в себе	5	16
18	в сознании	6	15
19	не в	8	15
20	и не	8	15
21	таким образом	31	14
22	что и	7	13
23	так как	7	13
24	вместе с	6	12
25	а в	3	12
26	если бы	8	12
27	этого слова	2	11
28	так и	10	11
29	что оно	3	11
30	как и	9	10
31	и что	8	10
32	в этом	12	10
33	в то	6	10
34	из этих	8	9
35	только тогда	2	9
36	для него	2	9
37	было бы	3	9
38	в нем	3	9
39	между тем	12	9
40	тогда когда	3	9
41	в самом	8	8
42	от того	3	8
43	в ней	3	8
44	только что	3	8
45	что мы	4	8
46	и то	4	8
47	и без	5	7
48	с другой	6	7
49	вовсе не	2	7
50	к тому	8	7
51	как мы	2	7
52	так что	5	7
53	с тем	2	7
54	но не	2	7
55	с одной	3	7
56	тем самым	3	7
57	что только	2	6
58	же что	2	6
59	а потому	5	6
60	что он	7	6
61	с этим	11	6
62	из них	5	6
63	между собою	5	6
64	те же	2	6
65	то и	2	6
66	не может	17	6
67	с ним	6	6
68	одно из	3	5
69	не могут	4	5
70	независимо от	2	5
71	в них	2	5
72	же время	2	5
73	в своем	10	5
74	очевидно что	3	5
75	еще не	5	5
76	отношению к	9	5
77	заключает в	2	5
78	не менее	7	5
79	по отношению	9	5
80	должно быть	4	5
81	как на	4	5
82	что это	5	4
83	столь же	5	4
84	и от	5	4
85	одной и	2	4
86	мы видели	2	4
87	все это	11	4
88	все что	9	4
89	то время	2	4
90	в его	5	4
91	себя и	2	4
92	в котором	2	4
93	тем более	3	4
94	другой стороны	5	4
95	а и	8	4
96	он не	3	4
97	не было	2	4
98	для того	8	4
99	тем же	2	4
100	и по	3	4
101	что для	4	4
102	мы должны	4	4
103	в один	2	4
104	далеко не	5	4
105	и это	3	4
106	и потому	3	4
107	и при	6	4
108	для меня	4	4
109	тому что	2	3
110	прежде всего	3	3
111	и все	7	3
112	что все	5	3
113	к этому	5	3
114	представить себе	2	3
115	над всеми	2	3
116	или вовсе	2	3
117	тем не	4	3
118	именно в	5	3
119	а к	2	3
120	есть в	2	3
121	более или	7	3
122	не будет	5	3
123	свою очередь	2	3
124	мы можем	6	3
125	что при	6	3
126	в свою	2	3
127	до сих	8	3
128	одной стороны	2	3
129	при этом	9	3
130	и может	3	3
131	как бы	10	3
132	из двух	2	3
133	никто не	2	3
134	для себя	2	3
135	в целом	5	3
136	образом и	2	3
137	на него	2	3
138	или менее	7	3
139	в одно	2	3
140	того чтобы	8	3
141	к нему	2	3
142	в силу	7	3
143	друг друга	2	3
144	так же	8	3
145	в таком	4	3
146	и на	6	3
147	образом в	3	3
148	говорить о	2	3
149	в начале	2	3
150	самого себя	4	3
151	и вообще	3	3
152	не знает	2	3
153	его в	5	3
154	в которой	5	3
155	не то	3	3
156	сих пор	8	3
157	только не	2	2
158	но все	5	2
159	из себя	10	2
160	связи с	4	2
161	от нее	2	2
162	на нас	3	2
163	только при	2	2
164	не подлежит	3	2
165	та же	3	2
166	эти последние	2	2
167	между людьми	2	2
168	на все	5	2
169	на то	9	2
170	отношение к	4	2
171	что с	5	2
172	все в	2	2
173	в этой	6	2
174	что они	2	2
175	от него	3	2
176	по своему	5	2
177	но как	2	2
178	у него	5	2
179	она не	2	2
180	несмотря на	6	2
181	этого последнего	2	2
182	и если	6	2
183	выше мы	4	2
184	том чтобы	2	2
185	том же	4	2
186	мы уже	4	2
187	лишь тогда	2	2
188	так или	5	2
189	даже в	3	2
190	только один	2	2
191	все же	13	2
192	жизни и	2	2
193	и до	3	2
194	первое время	5	2
195	что же	2	2
196	в их	4	2
197	целый ряд	4	2
198	тогда как	6	2
199	в виде	4	2
200	что как	4	2
201	в разных	3	2
202	а с	4	2
203	существование в	2	2
204	которого в	2	2
205	из того	4	2
206	к тем	2	2
207	самом деле	12	2
208	и наконец	3	2
209	ко всем	3	2
210	в которых	2	2
211	что по	3	2
212	с этой	3	2
213	их в	2	2
214	с в	3	2
215	точки зрения	13	2
216	как при	2	2
217	а между	8	2
218	бы в	3	2
219	ничего общего	3	2
220	с общим	2	2
221	о том	7	2
222	что эта	4	2
223	в области	4	2
224	входящих в	2	2
225	и с	5	2
226	из него	2	2
