N	2gram	Propp_Isto_6	VLabPisa
1	таким образом	12	27
2	в этом	12	26
3	и в	26	25
4	и т	10	24
5	не только	10	22
6	во сне	3	21
7	может быть	11	21
8	и не	10	19
9	т е	22	17
10	не может	6	17
11	в его	5	15
12	т д	8	15
13	прежде всего	4	13
14	в том	12	13
15	в частности	3	12
16	как это	5	12
17	с другой	10	11
18	в качестве	3	10
19	о том	7	10
20	к этому	3	9
21	что в	12	9
22	и др	2	9
23	но и	9	9
24	то же	5	9
25	все эти	8	8
26	в своем	2	8
27	другой стороны	8	8
28	могут быть	3	8
29	из этих	4	7
30	как и	5	7
31	том что	10	7
32	было бы	2	7
33	отношению к	2	7
34	вместе с	8	7
35	по отношению	2	7
36	не было	3	7
37	а не	2	7
38	у него	7	6
39	это не	4	6
40	в себе	3	6
41	то что	6	6
42	главным образом	3	6
43	в нем	8	6
44	так и	5	6
45	и его	7	6
46	их в	3	6
47	в то	5	6
48	все же	8	5
49	зависимости от	2	5
50	как бы	4	5
51	один из	3	5
52	сказать что	3	5
53	только в	5	5
54	не в	3	5
55	к тому	2	4
56	никогда не	13	4
57	перед нами	2	4
58	в одном	3	4
59	что он	9	4
60	с его	4	4
61	можно сказать	2	4
62	одна из	2	4
63	в своей	3	4
64	даже в	2	4
65	когда он	3	4
66	в них	3	4
67	показывают что	5	4
68	вот почему	3	4
69	с ними	2	4
70	в этой	2	4
71	утверждать что	2	4
72	и ее	3	3
73	с тем	4	3
74	и как	2	3
75	и от	3	3
76	только что	2	3
77	мы знаем	2	3
78	у нас	5	3
79	мы видели	11	3
80	из его	2	3
81	что они	2	3
82	видели что	3	3
83	но как	4	3
84	это мы	2	3
85	или в	3	3
86	с этим	2	3
87	что не	2	3
88	например в	7	3
89	попал в	3	3
90	далеко не	3	3
91	и он	4	3
92	его в	5	3
93	что и	4	3
94	жизни и	2	3
95	него в	2	3
96	ее в	6	3
97	сводится к	2	3
98	того что	2	3
99	и по	4	3
100	так же	2	3
101	его не	2	3
102	в которых	2	3
103	как на	3	3
104	она не	3	3
105	том как	3	3
106	например у	3	2
107	зависит от	4	2
108	связана с	3	2
109	мира и	2	2
110	и формы	2	2
111	отличается от	2	2
112	такое понимание	2	2
113	не всегда	4	2
114	вовсе не	2	2
115	в книге	4	2
116	показывает что	3	2
117	стороны и	2	2
118	что при	2	2
119	можно указать	2	2
120	до сих	4	2
121	но не	2	2
122	но для	2	2
123	как у	2	2
124	всех его	2	2
125	так например	3	2
126	еще не	9	2
127	одной стороны	7	2
128	он и	2	2
129	то это	5	2
130	если бы	3	2
131	мы имеем	14	2
132	в ней	5	2
133	что она	3	2
134	относится к	2	2
135	не вполне	2	2
136	всяком случае	2	2
137	на эти	2	2
138	при помощи	3	2
139	только то	2	2
140	после этого	4	2
141	сих пор	4	2
142	от того	3	2
143	а в	3	2
144	и через	3	2
145	с одной	7	2
146	что оно	4	2
147	человека в	2	2
148	и некоторые	2	2
149	из которых	3	2
150	должны быть	2	2
151	у них	4	2
152	отметить что	2	2
153	можно было	2	2
154	в своих	3	2
155	если они	3	2
156	во всяком	2	2
157	знаем что	2	2
158	он не	2	2
159	они не	3	2
160	самого себя	2	2
161	ту же	2	2
162	что мы	2	2
163	как он	6	2
164	которые в	2	2
165	в образе	10	2
166	же как	3	2
167	нет ни	2	2
168	о чем	2	2
169	но в	7	2
170	значит что	2	2
