N	2gram	Bakhtin_fo_1	Vladivir
1	и в	50	30
2	то что	6	20
3	в этом	25	20
4	у него	6	19
5	в том	9	18
6	и не	14	18
7	и с	4	14
8	в конце	9	13
9	том что	4	12
10	что в	5	12
11	не только	9	12
12	в его	13	11
13	а в	3	11
14	как мы	14	11
15	сказать что	3	11
16	а также	2	10
17	и вообще	2	10
18	и даже	2	10
19	не было	7	10
20	не в	5	9
21	для него	2	9
22	кроме того	4	9
23	было бы	2	9
24	все же	6	9
25	потому что	4	9
26	не может	6	9
27	в то	9	9
28	связи с	6	8
29	в своем	4	8
30	вместе с	3	8
31	но и	8	8
32	в связи	5	8
33	но в	10	8
34	никогда не	2	7
35	точки зрения	5	7
36	и все	6	7
37	ни в	8	7
38	до конца	4	7
39	может быть	11	7
40	для нас	2	7
41	а не	3	7
42	то есть	33	7
43	еще и	2	6
44	хотя и	3	6
45	к этому	3	6
46	прежде всего	15	6
47	и к	2	6
48	об этом	2	6
49	то время	4	6
50	только в	4	6
51	во всяком	3	6
52	его жизни	8	6
53	в себе	3	6
54	жизни и	8	6
55	всякого рода	2	6
56	и его	16	6
57	также и	2	6
58	и то	4	5
59	к концу	3	5
60	по себе	2	5
61	как и	8	5
62	в дальнейшем	6	5
63	при этом	3	5
64	того же	8	5
65	в своей	2	5
66	в основном	5	5
67	как бы	2	5
68	в котором	4	5
69	для себя	7	5
70	так и	12	5
71	все это	4	5
72	с этим	6	5
73	в течение	2	5
74	того что	2	5
75	в результате	6	5
76	все эти	9	5
77	так как	6	5
78	с ним	2	5
79	разного рода	2	4
80	совсем не	2	4
81	с его	9	4
82	именно в	3	4
83	в это	2	4
84	вовсе не	13	4
85	его в	3	4
86	в целом	2	4
87	конечно не	4	4
88	в ней	4	4
89	он не	5	4
90	это время	7	4
91	в нем	24	4
92	в этих	3	4
93	время в	6	4
94	то же	11	4
95	так же	6	4
96	той же	2	4
97	и на	8	4
98	в начале	3	4
99	мы должны	2	4
100	здесь не	4	4
101	в которой	2	4
102	отношение к	2	4
103	уже в	2	3
104	всех этих	5	3
105	мы будем	2	3
106	в них	4	3
107	в отношении	3	3
108	хотя бы	2	3
109	же время	9	3
110	в свою	2	3
111	что и	3	3
112	да и	3	3
113	по существу	12	3
114	и как	10	3
115	своей жизни	4	3
116	но не	5	3
117	в данном	2	3
118	уже на	2	3
119	и для	4	3
120	том же	2	3
121	этого времени	2	3
122	еще более	3	3
123	с точки	2	3
124	во всех	6	3
125	как в	6	3
126	в отличие	2	3
127	отношения к	3	3
128	таким образом	11	3
129	само собой	2	3
130	только и	5	3
131	те же	2	3
132	уже не	2	3
133	отличие от	2	3
134	в таком	3	3
135	собой разумеется	2	3
136	к ней	2	3
137	но он	2	3
138	его на	2	3
139	и это	4	3
140	дело в	2	3
141	нет ничего	4	3
142	с тем	3	2
143	но по	2	2
144	со своей	3	2
145	жизни в	8	2
146	это не	6	2
147	раз и	2	2
148	тогда когда	2	2
149	разумеется что	2	2
150	здесь в	2	2
151	к тому	3	2
152	же в	3	2
153	жизни по	2	2
154	друг друга	3	2
155	и может	2	2
156	мы уже	11	2
157	себе и	3	2
158	в самом	8	2
159	в сущности	3	2
160	в частности	6	2
161	ни с	2	2
162	же и	2	2
163	и потому	3	2
164	для того	5	2
165	в виду	3	2
166	время как	5	2
167	не имеет	4	2
168	наряду с	5	2
169	можно назвать	2	2
170	и до	5	2
171	его и	2	2
172	в их	6	2
173	но дело	2	2
174	но все	5	2
175	мы находим	2	2
176	в той	4	2
177	а мы	2	2
178	того чтобы	5	2
179	что не	3	2
180	в чем	2	2
181	и по	2	2
182	и прежде	2	2
183	нас в	3	2
184	их в	3	2
185	в более	2	2
186	и во	7	2
187	не о	2	2
188	вера в	2	2
189	того и	2	2
190	всей жизни	2	2
191	как он	2	2
192	или как	4	2
193	сколько угодно	2	2
194	к нашим	2	2
195	ничего не	9	2
196	мы не	3	2
