N	2gram	Vinokur_Ku_2	Problema
1	и в	23	44
2	вовсе не	9	37
3	и не	16	35
4	может быть	15	28
5	потому что	25	25
6	по себе	10	25
7	не просто	2	23
8	то что	9	23
9	в том	19	21
10	только в	5	19
11	а не	10	18
12	в этом	18	17
13	для нас	4	16
14	также и	5	16
15	сказать что	4	16
16	даже и	2	16
17	если мы	4	16
18	и даже	2	14
19	не только	20	14
20	и то	5	14
21	не в	8	13
22	и т	39	13
23	т д	14	13
24	то же	6	13
25	но в	11	12
26	том что	11	12
27	не менее	7	10
28	но и	7	10
29	в виду	3	10
30	отнюдь не	4	10
31	у нас	12	10
32	как и	2	10
33	тем не	6	10
34	так и	4	10
35	это не	6	9
36	и от	2	9
37	и тем	5	9
38	в нем	4	9
39	не имеет	4	9
40	и с	7	9
41	как бы	4	9
42	так как	15	9
43	что он	5	9
44	в то	4	9
45	никак не	3	9
46	в его	5	9
47	что и	3	9
48	в данном	4	9
49	во всяком	5	9
50	и это	3	9
51	таким образом	5	9
52	перед нами	4	8
53	что в	10	8
54	ни в	4	8
55	смысле слова	2	8
56	а именно	2	8
57	того что	3	8
58	что мы	6	8
59	но это	3	8
60	было бы	15	8
61	он не	3	8
62	что же	5	8
63	как раз	3	8
64	как мы	3	8
65	связи с	3	8
66	и вообще	2	8
67	здесь не	3	8
68	с другой	8	7
69	данном случае	2	7
70	не может	9	7
71	в связи	4	7
72	уже не	8	7
73	еще и	2	7
74	все эти	12	7
75	и что	8	7
76	мы должны	2	7
77	это и	3	7
78	и потому	2	7
79	на самом	2	7
80	никогда не	2	6
81	для этого	3	6
82	можно сказать	4	6
83	и если	2	6
84	всяком случае	5	6
85	но только	4	6
86	того или	2	6
87	ясно что	5	6
88	все же	7	6
89	не было	4	5
90	в нашем	7	5
91	в конце	4	5
92	а только	3	5
93	крайней мере	6	5
94	да и	6	5
95	что они	2	5
96	с тем	2	5
97	и есть	2	5
98	хотя и	4	5
99	в ней	3	5
100	с той	2	5
101	другой стороны	7	5
102	все это	5	5
103	то и	3	5
104	в своем	2	5
105	а в	3	5
106	точки зрения	14	5
107	и здесь	5	5
108	по крайней	6	5
109	этом случае	2	5
110	еще не	5	5
111	и о	4	5
112	гораздо более	3	5
113	в своей	2	5
114	как в	3	5
115	так же	4	5
116	тем самым	2	5
117	и его	3	5
118	этого слова	5	5
119	можно ли	4	4
120	но даже	2	4
121	мы могли	2	4
122	при этом	2	4
123	совершенно не	3	4
124	отличается от	3	4
125	языка и	8	4
126	всякого рода	2	4
127	заключается в	2	4
128	же и	2	4
129	могли бы	2	4
130	мы в	2	4
131	и вовсе	2	4
132	а также	3	4
133	на этот	2	4
134	или в	4	4
135	можно было	9	4
136	тем что	3	4
137	в каком	4	4
138	мы говорим	2	4
139	уже в	3	3
140	же как	2	3
141	что это	7	3
142	что у	2	3
143	только о	2	3
144	точно так	3	3
145	прежде всего	8	3
146	на то	4	3
147	к тому	4	3
148	подобного рода	5	3
149	но все	4	3
150	в этой	6	3
151	когда в	2	3
152	в самом	12	3
153	на себе	4	3
154	вся эта	2	3
155	отношения к	2	3
156	говорим о	2	3
157	что для	2	3
158	с этой	2	3
159	в которых	2	3
160	ни на	2	3
161	но вот	2	3
162	конце концов	3	3
163	а это	2	3
164	ни к	15	3
165	если бы	12	3
166	само по	5	3
167	или иного	2	3
168	об этом	5	3
169	о которых	3	3
170	же в	3	3
171	говорить о	4	3
172	но не	6	3
173	в качестве	8	3
174	она не	2	3
175	но оно	2	3
176	но уже	2	3
177	и все	2	3
178	все равно	2	3
179	в той	2	3
180	с первого	2	3
181	самом деле	9	3
182	что такое	3	3
183	хотя бы	9	3
184	то или	3	3
185	отличие от	2	3
186	этот вопрос	6	3
187	указания на	2	3
188	как будто	2	3
189	в таких	3	3
190	будто бы	2	3
191	слова и	5	3
192	есть в	3	3
193	ничего не	4	3
194	или иное	3	2
195	мы будем	2	2
196	именно в	3	2
197	в частности	2	2
198	все они	2	2
199	самым мы	2	2
200	в отношении	2	2
201	того же	3	2
202	но также	4	2
203	что все	5	2
204	всех этих	3	2
205	этого термина	2	2
206	но что	2	2
207	в нашей	4	2
208	по поводу	2	2
209	и следовательно	2	2
210	тем же	2	2
211	для самого	2	2
212	мы скажем	2	2
213	и до	2	2
214	от того	4	2
215	в их	2	2
216	за счет	2	2
217	с одной	2	2
218	что оно	3	2
219	это так	3	2
220	этой точки	2	2
221	в буквальном	2	2
222	дает нам	2	2
223	и по	3	2
224	что слово	3	2
225	широком смысле	4	2
226	в результате	4	2
227	с этим	3	2
228	он и	2	2
229	нашем смысле	2	2
230	как это	5	2
231	мы имеем	5	2
232	в самой	2	2
233	нисколько не	3	2
234	и более	2	2
235	это в	2	2
236	таких случаях	2	2
237	по существу	5	2
238	мы видели	2	2
239	только потому	8	2
240	не говорят	3	2
241	между прочим	2	2
242	себе не	2	2
243	дело не	2	2
244	по сравнению	2	2
245	в процессе	3	2
246	вместе с	5	2
247	эта и	2	2
248	нам не	2	2
249	слова как	3	2
250	в отличие	2	2
251	все дело	2	2
252	из которых	3	2
253	и у	2	2
254	и для	2	2
255	с точки	8	2
256	своей собственной	3	2
257	почти всегда	2	2
258	могут быть	4	2
259	не то	2	2
260	в другом	2	2
