N	2gram	Vygotskiy__7	EvropaiE
1	и в	26	37
2	в отношении	2	32
3	точки зрения	28	23
4	что в	12	21
5	не только	24	18
6	с точки	21	17
7	в то	3	16
8	то же	8	15
9	в качестве	5	14
10	но и	11	14
11	и не	18	14
12	но в	4	14
13	в этом	29	12
14	в их	2	11
15	в том	18	11
16	в области	4	11
17	так и	3	10
18	прежде всего	7	9
19	в смысле	6	9
20	не может	11	9
21	в себе	9	9
22	только в	8	9
23	так же	14	9
24	к тому	7	8
25	в ее	6	8
26	одной стороны	5	8
27	было бы	6	8
28	в своей	3	8
29	с одной	5	8
30	как и	15	7
31	по своему	9	7
32	того что	14	7
33	с другой	4	7
34	также и	2	7
35	так как	14	7
36	с этой	5	6
37	вовсе не	2	6
38	том что	17	6
39	стороны и	4	6
40	может быть	7	6
41	для того	18	6
42	на то	4	6
43	как бы	6	6
44	то что	24	6
45	во всех	6	6
46	того чтобы	19	6
47	же как	8	5
48	столь же	2	5
49	не в	4	5
50	но не	3	5
51	одной из	4	5
52	но если	2	5
53	как мы	14	5
54	в той	4	5
55	тем самым	8	5
56	и по	3	5
57	этой точки	4	5
58	и потому	3	5
59	именно в	6	4
60	вопрос о	6	4
61	можно сказать	5	4
62	на всем	5	4
63	чем в	4	4
64	несмотря на	2	4
65	в самом	9	4
66	то в	2	4
67	в ней	3	4
68	к ней	2	4
69	даже в	2	4
70	в процессе	5	4
71	по себе	3	4
72	для нас	2	4
73	мы не	7	4
74	в направлении	5	4
75	не имеет	2	4
76	сказать что	8	4
77	как это	5	4
78	и к	7	3
79	этом отношении	3	3
80	с тем	5	3
81	можно ли	2	3
82	никогда не	4	3
83	в определенном	2	3
84	и от	4	3
85	с другом	2	3
86	по своим	2	3
87	мы видели	3	3
88	из всех	5	3
89	представляет собой	19	3
90	мы можем	3	3
91	в свою	2	3
92	очевидно что	3	3
93	в известном	2	3
94	друг с	2	3
95	известном смысле	2	3
96	не является	3	3
97	и тем	6	3
98	что и	3	3
99	во второй	5	3
100	время в	2	3
101	ее в	8	3
102	как в	4	3
103	и только	4	3
104	идет о	2	3
105	она в	2	3
106	и для	5	3
107	как на	6	3
108	можно было	2	3
109	в которых	2	3
110	потому что	16	3
111	во всяком	2	3
112	в психологии	2	3
113	тем что	9	3
114	себе в	5	3
115	в данном	5	3
116	этот факт	2	3
117	о том	4	3
118	большинстве случаев	2	3
119	что все	2	2
120	не могут	4	2
121	и наиболее	2	2
122	а не	6	2
123	в этих	2	2
124	в случае	2	2
125	сравнению с	8	2
126	в какой	6	2
127	не означает	3	2
128	по сравнению	9	2
129	во втором	3	2
130	и во	4	2
131	с этим	2	2
132	в большинстве	2	2
133	но также	3	2
134	к нему	3	2
135	представление о	7	2
136	из того	3	2
137	есть не	3	2
138	что на	2	2
139	в силу	5	2
140	отношений между	3	2
141	такой же	3	2
142	есть в	3	2
143	что если	2	2
144	свою очередь	2	2
145	между ними	3	2
146	приводит нас	3	2
147	не можем	4	2
148	но именно	2	2
149	что это	6	2
150	она не	5	2
151	от друга	2	2
152	имеет место	4	2
153	нас к	6	2
154	он не	3	2
155	в его	4	2
156	мог бы	3	2
157	в котором	4	2
158	только к	2	2
159	если в	4	2
160	не есть	4	2
161	в развитии	10	2
162	друг от	2	2
163	ее от	2	2
164	только одно	2	2
165	наряду с	2	2
166	вместе с	12	2
167	данном случае	5	2
168	всего в	2	2
169	на основании	2	2
170	во всей	2	2
171	целый ряд	4	2
172	что же	2	2
173	которого мы	2	2
174	а в	2	2
175	таким образом	23	2
176	если бы	5	2
177	и других	2	2
178	но с	2	2
179	нашему мнению	2	2
180	заключается в	6	2
181	и что	6	2
182	ко всему	2	2
183	и наконец	4	2
184	с другими	3	2
185	мы видим	3	2
186	или в	2	2
187	в своих	2	2
188	что эти	3	2
189	и с	5	2
190	могут быть	2	2
191	в этой	3	2
192	и то	7	2
193	по своей	10	2
194	мы должны	6	2
195	между собой	6	2
196	бы в	5	2
197	тогда когда	5	2
198	имеет в	3	2
