N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	29
2	и не	11	16
3	в эпоху	9	15
4	и все	4	13
5	как и	7	12
6	и т.п	2	12
7	но в	2	12
8	так и	2	11
9	и на	2	11
10	в этом	7	11
11	в то	2	10
12	не только	5	10
13	но и	3	9
14	все эти	2	9
15	и с	2	9
16	прежде всего	4	8
17	в них	4	7
18	так же	2	7
19	в том	8	7
20	у него	2	5
21	все они	2	5
22	это не	4	5
23	это и	2	5
24	в нем	5	5
25	в своей	3	5
26	сказать что	3	5
27	с его	6	4
28	но это	6	4
29	по своему	4	4
30	еще не	3	4
31	старый мир	2	4
32	и есть	10	4
33	то что	4	4
34	жизни и	8	4
35	конечно не	3	4
36	все это	5	4
37	с другой	3	4
38	связана с	2	4
39	мира и	2	4
40	тому как	3	3
41	все время	2	3
42	с ее	5	3
43	в ее	3	3
44	том что	2	3
45	такой же	2	3
46	он не	8	3
47	другой стороны	2	3
48	старого мира	3	3
49	того чтобы	2	3
50	и даже	2	3
51	роль в	2	3
52	в ней	5	3
53	подобно тому	3	3
54	в себе	2	3
55	место в	2	2
56	времени и	2	2
57	жизни в	3	2
58	быть может	4	2
59	большую роль	4	2
60	формы и	2	2
61	нового времени	12	2
62	мир и	2	2
63	в жизни	5	2
64	к тому	3	2
65	и к	5	2
66	ни в	6	2
67	связаны с	2	2
68	есть в	2	2
69	но не	2	2
70	одной стороны	2	2
71	не может	16	2
72	и мы	4	2
73	может быть	7	2
74	хотя и	2	2
75	никогда не	6	2
76	уже не	2	2
77	и для	4	2
78	себя в	2	2
79	но она	2	2
80	как в	3	2
81	с одной	2	2
82	в основе	3	2
83	как будто	2	2
84	о том	4	2
85	и это	2	2
86	в новом	2	2
