N	2gram	Tiupa_Disk_2	Formalny
1	и в	16	38
2	в этом	16	27
3	может быть	16	23
4	и его	3	21
5	и не	15	20
6	прежде всего	7	15
7	не в	3	15
8	не может	9	14
9	в нем	7	13
10	но и	11	13
11	в пределах	4	12
12	с его	6	11
13	в том	8	11
14	в его	3	10
15	и с	2	9
16	как и	16	9
17	при этом	17	9
18	не только	10	9
19	на почве	2	9
20	отнюдь не	6	8
21	что и	2	8
22	все же	6	8
23	так и	9	8
24	точки зрения	4	8
25	что в	5	7
26	для него	5	7
27	в своей	6	7
28	этом отношении	4	7
29	уже не	3	7
30	с точки	2	7
31	не было	3	6
32	в результате	2	6
33	то что	5	6
34	и ее	3	6
35	в ней	2	6
36	в этой	4	6
37	вместе с	2	6
38	то же	6	6
39	все эти	3	6
40	а не	14	6
41	в языке	2	6
42	могут быть	3	6
43	он не	3	6
44	только в	3	6
45	а в	2	6
46	должна быть	2	5
47	или иного	2	5
48	что он	2	5
49	именно в	2	5
50	же время	5	5
51	по преимуществу	2	5
52	что же	2	5
53	и для	2	5
54	сводится к	2	5
55	в основе	4	5
56	говорить о	2	5
57	в то	5	5
58	не столько	3	4
59	к этому	4	4
60	в большинстве	2	4
61	не о	2	4
62	как бы	4	4
63	из них	3	4
64	как в	8	4
65	другой стороны	2	4
66	входит в	2	4
67	и наконец	3	4
68	не следует	3	4
69	здесь не	2	4
70	но в	11	4
71	одного из	4	3
72	же как	2	3
73	место в	2	3
74	и может	3	3
75	с другой	5	3
76	из этих	3	3
77	и как	3	3
78	например в	3	3
79	не является	4	3
80	в целом	2	3
81	жизни и	3	3
82	все это	2	3
83	и прежде	2	3
84	такой же	2	3
85	роль в	4	3
86	и на	5	3
87	и все	3	3
88	его в	3	3
89	в области	2	3
90	времени и	2	2
91	никогда не	2	2
92	состоит в	16	2
93	в этих	3	2
94	в качестве	16	2
95	перед нами	3	2
96	столь же	3	2
97	это не	3	2
98	том что	10	2
99	идет о	2	2
100	но это	3	2
101	является не	2	2
102	но не	7	2
103	было в	3	2
104	общения и	2	2
105	что на	2	2
106	на первый	2	2
107	совпадает с	2	2
108	в котором	3	2
109	самого рассказа	2	2
110	не к	2	2
111	отношение к	2	2
112	ни в	7	2
113	а к	2	2
114	со стороны	10	2
115	приводит к	3	2
116	и всякое	2	2
117	в той	2	2
118	тем самым	6	2
119	должно быть	2	2
120	отличие от	12	2
121	и то	4	2
122	их в	2	2
123	между тем	2	2
124	в отличие	12	2
125	к его	4	2
126	и это	2	2
127	потому что	4	2
128	произведения как	2	2
