N	2gram	Losev_Dial_2	Myslijsy
1	потому что	14	52
2	и в	19	39
3	может быть	20	27
4	в том	14	26
5	только в	5	25
6	что в	7	22
7	не может	9	22
8	а не	16	21
9	так как	14	21
10	не только	19	21
11	в нем	10	20
12	но и	12	20
13	и не	30	18
14	том что	10	16
15	так что	7	16
16	не в	8	15
17	в этом	8	15
18	так и	10	13
19	в себе	15	13
20	таким образом	4	13
21	было бы	3	12
22	в душе	7	11
23	есть только	4	11
24	по себе	18	10
25	а потому	2	10
26	что не	6	10
27	не есть	47	10
28	то что	14	10
29	как в	2	10
30	и что	5	10
31	могут быть	4	9
32	как и	10	9
33	тем что	2	9
34	тогда когда	6	9
35	но в	2	9
36	в одном	4	8
37	но не	6	8
38	вместе с	2	8
39	того что	6	8
40	точки зрения	12	8
41	с другой	5	7
42	должно быть	7	7
43	в ней	2	7
44	в истории	2	7
45	с этим	3	7
46	должны быть	3	7
47	это не	10	7
48	в этих	3	7
49	не менее	3	6
50	независимо от	4	6
51	тем не	2	6
52	и как	10	6
53	еще не	4	6
54	что на	2	6
55	как бы	14	6
56	что и	5	6
57	все же	4	6
58	и т	17	6
59	то же	12	6
60	при этом	4	6
61	и по	4	6
62	между собою	3	6
63	в каком	4	6
64	того как	2	6
65	зависит от	2	5
66	души и	2	5
67	с тем	2	5
68	вовсе не	13	5
69	несмотря на	2	5
70	но это	7	5
71	и потому	5	5
72	только тогда	7	5
73	то это	2	5
74	другой стороны	4	5
75	во всех	2	5
76	так же	2	5
77	а в	4	5
78	и его	5	5
79	в таком	4	5
80	между тем	2	5
81	быть только	2	5
82	не могут	4	4
83	никогда не	9	4
84	вопрос о	3	4
85	с нею	3	4
86	и объекта	4	4
87	прежде всего	8	4
88	в смысле	5	4
89	бы ни	2	4
90	а только	3	4
91	субъекта и	4	4
92	мы видим	2	4
93	же время	5	4
94	к тому	2	4
95	от того	4	4
96	в своих	2	4
97	в каждом	2	4
98	остается только	2	4
99	не по	2	4
100	есть нечто	8	4
101	т п	2	4
102	том смысле	4	4
103	т д	15	4
104	не было	3	4
105	и притом	7	4
106	и даже	14	4
107	само по	2	4
108	в то	6	4
109	что мы	2	4
110	сама по	7	3
111	что это	10	3
112	тому что	2	3
113	и от	3	3
114	и это	5	3
115	в жизни	2	3
116	самого начала	2	3
117	о котором	3	3
118	есть уже	2	3
119	только потому	2	3
120	с самого	2	3
121	в этой	3	3
122	в своем	4	3
123	очевидно что	2	3
124	если мы	2	3
125	она не	8	3
126	в своей	8	3
127	и их	3	3
128	что если	3	3
129	явлений и	2	3
130	в состоянии	2	3
131	в мире	2	3
132	связи с	4	3
133	в самом	5	3
134	на него	2	3
135	разница между	2	3
136	с одной	2	3
137	хотя в	2	3
138	заключается в	4	3
139	с ним	4	3
140	должна быть	5	3
141	что по	2	3
142	и то	7	3
143	во внимание	3	3
144	вопрос об	4	3
145	сказать что	10	3
146	во всяком	2	3
147	одно из	4	3
148	он не	4	3
149	и при	2	3
150	и вообще	6	3
151	с точки	8	3
152	мы должны	2	3
153	и все	12	3
154	то не	3	3
155	этих последних	2	3
156	том как	2	3
157	и с	5	3
158	но как	5	3
159	более и	2	2
160	нисколько не	4	2
161	и более	3	2
162	только не	2	2
163	и есть	4	2
164	нуждается в	3	2
165	но он	4	2
166	по крайней	9	2
167	была бы	3	2
168	на все	2	2
169	выйти из	3	2
170	не что	3	2
171	как мы	3	2
172	же в	2	2
173	жизни и	6	2
174	уже не	3	2
175	но все	2	2
176	есть не	7	2
177	не будет	2	2
178	только то	4	2
179	и слова	3	2
180	после этого	3	2
181	и может	6	2
182	мы в	2	2
183	в сущности	2	2
184	за пределы	4	2
185	и если	4	2
186	и следовательно	5	2
187	в виду	5	2
188	но всегда	2	2
189	чтобы не	6	2
190	взгляд на	2	2
191	оно должно	2	2
192	его с	3	2
193	что бы	2	2
194	не нуждается	4	2
195	крайней мере	9	2
196	с ее	2	2
197	что же	2	2
198	в их	2	2
199	только что	5	2
200	и только	4	2
201	в разных	3	2
202	времени и	9	2
203	что оно	4	2
204	то оно	3	2
205	в одно	5	2
206	тем же	2	2
207	или в	2	2
208	хотя бы	4	2
209	но без	3	2
210	и должно	2	2
211	иное как	3	2
212	он есть	3	2
213	понимание есть	2	2
214	что иное	3	2
215	как будто	7	2
216	в один	3	2
217	все в	2	2
218	о том	5	2
219	таком случае	3	2
220	есть в	2	2
221	бы только	2	2
222	когда мы	3	2
223	не потому	6	2
224	в которой	2	2
225	которые не	2	2
226	стало быть	10	2
