N	2gram	Bakhtin_Pr_2	Freidism
1	таким образом	11	24
2	и не	42	23
3	не может	24	20
4	точки зрения	19	19
5	прежде всего	11	18
6	и пр	2	15
7	в этом	20	15
8	в его	22	15
9	мы можем	4	13
10	может быть	18	13
11	и его	8	12
12	как и	14	11
13	как бы	15	11
14	то что	5	11
15	все эти	4	11
16	с точки	9	11
17	и потому	6	10
18	так и	3	10
19	как мы	8	10
20	самом деле	4	10
21	его в	3	10
22	с ним	8	10
23	но в	6	10
24	с его	8	9
25	и в	45	9
26	во всех	4	9
27	по отношению	8	9
28	все что	3	8
29	что он	7	8
30	отношению к	8	8
31	еще не	9	8
32	в своей	6	8
33	он не	9	8
34	не только	16	8
35	все это	5	8
36	то же	5	8
37	только в	9	8
38	так как	5	8
39	ни в	2	7
40	тот же	2	7
41	к нему	11	7
42	один из	2	7
43	мы видели	3	7
44	отношение к	8	7
45	в самом	13	7
46	что же	4	7
47	те же	2	7
48	сказать что	5	7
49	мы уже	3	7
50	никогда не	17	6
51	точку зрения	5	6
52	вовсе не	7	6
53	и ее	7	6
54	для него	9	6
55	за пределы	5	6
56	того что	3	6
57	в ней	7	6
58	все те	2	6
59	так сказать	7	6
60	хотя бы	5	6
61	и с	7	6
62	на протяжении	3	6
63	и к	2	5
64	он сам	6	5
65	связь с	2	5
66	можно сказать	2	5
67	не в	8	5
68	в чем	2	5
69	для этого	3	5
70	в то	5	5
71	в большинстве	2	5
72	его жизни	2	5
73	что в	6	5
74	но и	15	5
75	и прежде	2	5
76	а в	3	5
77	и на	7	5
78	могут быть	4	5
79	мы должны	4	5
80	большинстве случаев	2	5
81	я и	3	5
82	не менее	2	4
83	но не	6	4
84	я не	6	4
85	в котором	7	4
86	сознания и	6	4
87	и др	4	4
88	в этих	4	4
89	в пределах	4	4
90	в жизни	3	4
91	с другими	7	4
92	об этом	3	4
93	же время	3	4
94	при этом	2	4
95	другими словами	2	4
96	конечно не	6	4
97	и о	2	4
98	от того	2	4
99	как раз	6	4
100	в основе	2	4
101	в зависимости	3	4
102	в нем	20	4
103	все же	4	4
104	нигде не	6	4
105	не было	2	4
106	между ними	4	4
107	уже не	6	4
108	и для	2	4
109	в которой	2	4
110	в таком	3	4
111	с ними	4	4
112	с их	4	4
113	этот вопрос	4	4
114	потому что	8	4
115	себя и	2	4
116	зависимости от	3	4
117	если бы	2	3
118	в них	4	3
119	и от	3	3
120	о себе	3	3
121	что все	3	3
122	конечно в	2	3
123	а только	2	3
124	в себе	5	3
125	это как	2	3
126	и как	2	3
127	но это	2	3
128	и оно	2	3
129	она не	5	3
130	было бы	4	3
131	бы он	2	3
132	и той	3	3
133	из которого	2	3
134	ее в	2	3
135	с ее	3	3
136	себя в	2	3
137	жизни и	15	3
138	на него	2	3
139	со стороны	4	3
140	всем этим	2	3
141	не знает	4	3
142	как в	4	3
143	мысли и	3	3
144	и вот	2	3
145	этой области	2	3
146	и что	2	3
147	и т.п	6	3
148	можем сказать	2	3
149	и по	2	3
150	мы имеем	2	3
151	у него	6	3
152	ничего общего	2	3
153	может стать	2	3
154	но ведь	3	3
155	зрения на	5	3
156	человека с	2	3
157	одна из	3	3
158	не является	3	3
159	человека и	2	3
160	в сознании	2	3
161	не исчерпывается	2	2
162	есть и	3	2
163	уже в	4	2
164	человека в	5	2
165	его целом	3	2
166	но все	4	2
167	и становится	2	2
168	и другие	4	2
169	в нашем	2	2
170	его и	3	2
171	для себя	3	2
172	с которыми	2	2
173	это не	3	2
174	же что	3	2
175	в конце	4	2
176	к этому	4	2
177	для понимания	2	2
178	и смерти	7	2
179	ничем не	2	2
180	в ее	3	2
181	до конца	7	2
182	том что	7	2
183	более того	5	2
184	мы остановимся	2	2
185	всего этого	3	2
186	они и	2	2
187	а не	10	2
188	из них	9	2
189	не совсем	2	2
190	как ее	2	2
191	в процессе	2	2
192	конце концов	3	2
193	о нем	6	2
194	относится к	2	2
195	в своем	5	2
196	на почве	4	2
197	и до	4	2
198	точка зрения	7	2
199	что значит	2	2
200	только для	2	2
201	в развитии	2	2
202	как не	5	2
203	выражение в	3	2
204	сих пор	2	2
205	все они	4	2
206	что она	4	2
207	в их	4	2
208	это вовсе	2	2
209	отношения к	2	2
210	а с	3	2
211	этом отношении	2	2
212	человека как	2	2
213	а потому	2	2
214	и у	2	2
215	в науке	2	2
216	и даже	3	2
217	так же	5	2
218	как на	2	2
219	рядом с	3	2
220	на основе	2	2
221	мы видим	2	2
222	опирается на	2	2
223	значение для	3	2
224	мир в	2	2
225	здесь в	2	2
226	их в	7	2
227	правда в	2	2
228	чем же	2	2
229	они не	2	2
230	в своих	4	2
231	сознание и	4	2
232	что и	5	2
233	но как	2	2
234	все то	2	2
235	до сих	2	2
236	и самое	2	2
237	как это	2	2
238	в области	2	2
239	в момент	3	2
240	в виду	2	2
241	это было	2	2
