N	2gram	Bakhtin_Pr_3	Marksizm
1	может быть	12	28
2	и в	53	19
3	как бы	14	19
4	и не	15	19
5	не может	2	18
6	точки зрения	4	17
7	то же	6	16
8	и его	10	16
9	как мы	5	15
10	в этом	8	15
11	таким образом	6	14
12	в сущности	10	14
13	так сказать	5	14
14	не только	4	13
15	с точки	2	13
16	в нем	10	11
17	вовсе не	3	11
18	не в	2	10
19	но и	7	10
20	том что	5	10
21	так и	6	10
22	и т.п	31	10
23	при этом	3	9
24	в основе	5	9
25	как и	11	9
26	а не	11	9
27	же время	5	8
28	по отношению	2	8
29	в то	5	8
30	с его	2	8
31	только в	4	8
32	никогда не	2	7
33	в связи	2	7
34	в том	14	7
35	его в	2	7
36	но в	5	7
37	и более	2	7
38	прежде всего	15	7
39	одна из	7	7
40	и для	4	7
41	в таком	2	7
42	в смысле	2	6
43	в самом	2	6
44	и все	10	6
45	между тем	2	6
46	более того	6	6
47	мы уже	5	6
48	во всех	12	6
49	слова и	3	6
50	быть и	2	6
51	хотя бы	2	6
52	мы можем	5	6
53	самого начала	4	5
54	в большинстве	4	5
55	в форме	6	5
56	в их	2	5
57	и на	18	5
58	большинстве случаев	4	5
59	к этому	4	5
60	того же	2	5
61	в его	8	5
62	в той	2	5
63	с самого	3	5
64	тем более	2	5
65	это не	6	4
66	то что	9	4
67	и тем	2	4
68	мы видели	2	4
69	и их	2	4
70	значение в	4	4
71	влияние на	12	4
72	ведь если	2	4
73	сказать что	10	4
74	его формы	2	4
75	смысле этого	2	4
76	что он	4	4
77	было бы	5	4
78	конечно не	4	4
79	связь с	2	4
80	и ее	6	4
81	в себе	5	4
82	и т.д	2	4
83	ничего не	6	4
84	перед нами	5	3
85	в этих	5	3
86	характерно что	2	3
87	с другой	2	3
88	и от	3	3
89	в двух	2	3
90	для понимания	2	3
91	да и	2	3
92	здесь мы	2	3
93	в ней	7	3
94	если б	7	3
95	а в	2	3
96	с этим	2	3
97	все эти	9	3
98	для других	2	3
99	не было	4	3
100	в истории	3	3
101	о том	2	3
102	так как	7	3
103	слово в	2	3
104	иногда и	3	3
105	конечно в	2	3
106	в ее	3	3
107	до сих	5	3
108	еще не	5	3
109	одной из	4	3
110	он не	3	3
111	и до	5	3
112	что и	3	3
113	в своей	3	3
114	на основе	2	3
115	менее всего	2	3
116	той же	5	3
117	с другими	3	3
118	могут быть	4	3
119	и это	3	3
120	сих пор	5	3
121	место в	2	2
122	связана с	2	2
123	уже в	2	2
124	темы и	4	2
125	что в	2	2
126	что это	2	2
127	формы и	3	2
128	в одной	2	2
129	на все	2	2
130	не знает	4	2
131	в собственном	2	2
132	тому же	2	2
133	теперь мы	4	2
134	которой мы	2	2
135	более или	3	2
136	мы здесь	3	2
137	и у	7	2
138	одним из	3	2
139	в зависимости	2	2
140	жизни и	9	2
141	себя самого	3	2
142	в особенности	2	2
143	именно в	2	2
144	они не	3	2
145	и даже	2	2
146	конечно и	4	2
147	в более	4	2
148	и с	6	2
149	даже и	2	2
150	в начале	2	2
151	все то	3	2
152	правильного понимания	2	2
153	то есть	48	2
154	но они	4	2
155	xviii и	2	2
156	в жизни	8	2
157	и почти	2	2
158	значение и	2	2
159	зависимости от	2	2
160	но не	5	2
161	здесь в	10	2
162	и потому	5	2
163	и особенно	3	2
164	нем нет	3	2
165	но к	3	2
166	собственном смысле	2	2
167	или менее	3	2
168	и прежде	6	2
169	еще более	5	2
170	здесь как	3	2
171	ко всем	2	2
172	между ними	2	2
173	мы не	4	2
174	тем что	2	2
175	на протяжении	5	2
176	все его	2	2
177	далеко не	2	2
178	от него	3	2
179	смысле совокупности	2	2
180	это было	3	2
181	вместе с	2	2
