N	2gram	Losev_Prob_3	Psycholo
1	то что	23	44
2	и в	44	33
3	в этом	17	28
4	как бы	9	25
5	и что	7	25
6	потому что	25	24
7	может быть	28	22
8	том что	12	22
9	что в	8	21
10	в том	21	21
11	о том	6	20
12	что он	9	20
13	только что	2	15
14	как это	2	14
15	что это	3	13
16	таким образом	9	13
17	и не	35	13
18	так же	5	13
19	сказать что	16	13
20	то есть	34	13
21	все это	5	13
22	к тому	3	12
23	в самом	3	12
24	и все	3	12
25	так как	9	12
26	было бы	8	12
27	если мы	16	12
28	самом деле	3	12
29	что все	2	11
30	он не	8	11
31	на то	3	10
32	не может	7	10
33	в его	9	10
34	как она	2	10
35	если бы	3	10
36	в этой	3	9
37	и если	6	9
38	по себе	25	9
39	как раз	8	9
40	то же	13	9
41	в конце	5	8
42	для этого	6	8
43	в каком	4	8
44	вместе с	2	8
45	как будто	3	8
46	в своем	5	7
47	для нас	16	7
48	так что	12	7
49	в нем	9	7
50	и только	6	7
51	не только	14	7
52	когда он	2	7
53	перед нами	8	6
54	тому что	4	6
55	это не	9	6
56	в самой	2	6
57	что они	5	6
58	в ней	5	6
59	и т	13	6
60	все эти	7	6
61	точки зрения	5	6
62	что мы	8	6
63	же самое	9	6
64	когда мы	15	6
65	как на	2	6
66	мы должны	7	6
67	никак не	9	6
68	на самом	7	6
69	а не	18	6
70	в себе	8	6
71	мы будем	2	5
72	никогда не	6	5
73	нисколько не	2	5
74	и как	3	5
75	в целом	6	5
76	мы не	7	5
77	что для	3	5
78	вовсе не	37	5
79	с ним	7	5
80	мы можем	6	5
81	ясно что	6	5
82	с этим	2	5
83	это и	7	5
84	как и	10	5
85	и может	2	5
86	мы уже	4	5
87	и его	5	5
88	все же	6	5
89	заключается в	4	5
90	и это	9	5
91	из этого	3	5
92	и есть	5	4
93	в частности	2	4
94	что у	3	4
95	это в	2	4
96	совершенно не	4	4
97	из них	2	4
98	жизни и	6	4
99	для чего	2	4
100	а в	5	4
101	не просто	23	4
102	того что	8	4
103	с этой	3	4
104	при помощи	8	4
105	в порядке	3	4
106	с тем	5	4
107	на нас	2	4
108	об этом	3	4
109	у нас	10	4
110	никто не	2	4
111	и о	5	4
112	себя в	2	4
113	в своей	5	4
114	как мы	8	4
115	с точки	2	4
116	в таком	5	4
117	можно было	4	4
118	жизнь и	2	4
119	по поводу	2	4
120	этот вопрос	3	4
121	только в	19	4
122	слова и	3	4
123	в которой	2	4
124	не то	2	4
125	это было	2	4
126	сама по	8	3
127	же как	3	3
128	с одной	2	3
129	что оно	2	3
130	точно так	3	3
131	ни в	8	3
132	но если	6	3
133	всяком случае	6	3
134	то это	10	3
135	с ее	2	3
136	и за	2	3
137	но и	10	3
138	и до	2	3
139	не было	5	3
140	в которых	3	3
141	и здесь	5	3
142	в то	9	3
143	его в	3	3
144	могло бы	3	3
145	том как	2	3
146	в основе	2	3
147	всех этих	2	3
148	бы мы	2	3
149	при таком	2	3
150	говорить о	3	3
151	но не	3	3
152	указывает на	7	3
153	здесь в	3	3
154	до сих	2	3
155	она не	3	3
156	мы в	4	3
157	конце концов	3	3
158	сами по	6	3
159	что и	9	3
160	сих пор	2	3
161	так и	10	3
162	как в	5	3
163	да и	5	3
164	во всей	3	3
165	слова как	2	3
166	тем самым	5	3
167	из которых	2	3
168	и для	2	3
169	во всяком	9	3
170	тем что	4	3
171	в виде	6	3
172	эти слова	2	3
173	этого слова	5	3
174	в той	3	3
175	на этот	4	3
176	как только	3	2
177	уже в	3	2
178	не был	2	2
179	с чем	2	2
180	с другой	7	2
181	и от	9	2
182	прежде всего	3	2
183	ее и	2	2
184	мы могли	4	2
185	в тех	3	2
186	без всякого	3	2
187	но все	3	2
188	никак нельзя	2	2
189	в нашей	2	2
190	при этом	4	2
191	и является	4	2
192	в виду	10	2
193	в котором	2	2
194	не является	11	2
195	с той	5	2
196	все они	2	2
197	в их	2	2
198	другой стороны	5	2
199	т д	13	2
200	именно в	2	2
201	к другой	2	2
202	не имеет	9	2
203	есть только	4	2
204	его не	2	2
205	время как	4	2
206	о ней	2	2
207	в результате	2	2
208	и с	9	2
209	могли бы	4	2
210	также и	16	2
211	не в	13	2
212	в художественном	3	2
213	мы сейчас	2	2
214	и потому	7	2
215	мы читаем	2	2
216	мы имеем	2	2
217	но в	12	2
218	сам по	6	2
219	а как	2	2
220	заставляет нас	2	2
221	что всякий	9	2
222	и к	6	2
223	о которых	3	2
224	в ее	4	2
225	в искусстве	4	2
226	по существу	2	2
227	литературы и	2	2
228	что при	2	2
229	можно сказать	6	2
230	во всех	2	2
231	бы то	4	2
232	и именно	2	2
233	к самому	2	2
234	даже не	2	2
235	нами в	2	2
236	а с	2	2
237	все дело	2	2
238	то время	4	2
239	хотя бы	3	2
240	почти всегда	2	2
241	и то	14	2
242	ничем не	2	2
243	ни на	3	2
244	и ее	3	2
245	связи с	8	2
246	на ее	2	2
247	только с	4	2
248	едва ли	5	2
249	ничего не	3	2
