N	3gram	Vygotskiy__4	KulturaY
1	с точки зрения	11	16
2	в самом деле	6	11
3	для того чтобы	5	11
4	можно было бы	5	10
5	в том что	31	8
6	в данном случае	2	4
7	в связи с	3	4
8	с одной стороны	9	4
9	в этом случае	3	4
10	бы сказать что	3	3
11	с другой стороны	8	3
12	в том чтобы	2	3
13	то обстоятельство что	3	3
14	о том что	3	3
15	а с другой	2	3
16	в первую очередь	4	3
17	в том числе	2	2
18	в отличие от	2	2
19	и того же	5	2
20	один и тот	7	2
21	как мы видели	2	2
22	только в том	2	2
23	в свое время	2	2
24	одним и тем	3	2
25	и тем же	3	2
26	смысле этого слова	7	2
27	не могут быть	2	2
28	и тот же	7	2
29	одного и того	5	2
