N	2gram	Tiupa_Narr_1	Problemy
1	и в	11	43
2	и не	23	29
3	чужого слова	4	24
4	может быть	15	23
5	как бы	6	22
6	не может	8	18
7	в пределах	2	16
8	но и	27	14
9	как и	13	14
10	точки зрения	5	13
11	в этом	12	13
12	что он	3	13
13	слова в	4	12
14	в нем	4	12
15	в одном	4	12
16	не в	6	11
17	по себе	4	11
18	не только	31	11
19	прежде всего	4	10
20	и на	5	10
21	но в	7	10
22	в его	6	10
23	как мы	2	10
24	никогда не	4	9
25	еще не	4	9
26	в сущности	2	9
27	он не	3	9
28	для него	4	8
29	лишь в	3	8
30	то же	8	8
31	и его	10	8
32	или в	6	8
33	перед нами	5	7
34	до сих	2	7
35	в самом	6	7
36	к себе	4	7
37	в то	4	7
38	то что	9	7
39	сих пор	2	7
40	а не	13	7
41	в этих	2	6
42	в том	8	6
43	при этом	19	6
44	и все	3	6
45	у него	7	6
46	о нем	3	6
47	здесь не	2	6
48	так сказать	2	6
49	на то	2	5
50	да и	2	5
51	же время	4	5
52	хотя и	4	5
53	к нему	4	5
54	по отношению	3	5
55	а в	13	5
56	и с	3	5
57	о том	4	5
58	но не	4	5
59	никак не	2	5
60	отношению к	3	5
61	в той	2	5
62	самом деле	3	5
63	в речи	4	5
64	и он	6	5
65	в слове	3	5
66	в себе	6	5
67	героя и	2	5
68	что в	3	4
69	в своем	3	4
70	с другой	2	4
71	к тому	6	4
72	до конца	2	4
73	у тургенева	2	4
74	по мере	2	4
75	в результате	2	4
76	их в	3	4
77	человека в	2	4
78	в произведении	2	4
79	то есть	9	4
80	с его	4	4
81	точек зрения	2	4
82	в своей	5	4
83	в отличие	2	4
84	между ними	2	4
85	мы не	3	4
86	как раз	6	4
87	только в	12	4
88	отличие от	2	4
89	не менее	3	3
90	это не	3	3
91	он сам	3	3
92	или иной	4	3
93	но зато	2	3
94	тому же	6	3
95	о своей	2	3
96	но для	3	3
97	той или	5	3
98	и только	2	3
99	и даже	2	3
100	героя в	3	3
101	он и	2	3
102	а за	2	3
103	с ним	2	3
104	между тем	3	3
105	в жизни	3	3
106	но при	3	3
107	если бы	7	3
108	в романе	2	3
109	она не	2	3
110	все же	4	3
111	себя в	2	3
112	рассказа в	5	3
113	так и	5	3
114	по своим	2	3
115	только на	2	3
116	уже не	8	3
117	другой стороны	2	3
118	также и	3	3
119	и для	2	3
120	ничего не	2	3
121	в рассказе	8	3
122	и ее	3	3
123	его и	2	2
124	что у	4	2
125	та же	2	2
126	из этих	4	2
127	в конце	2	2
128	что на	4	2
129	что может	2	2
130	тем не	3	2
131	как если	2	2
132	и как	3	2
133	времени и	9	2
134	они могут	2	2
135	и является	2	2
136	в целом	3	2
137	в форме	2	2
138	того что	4	2
139	особенно в	2	2
140	с ними	2	2
141	каждый из	2	2
142	друг на	2	2
143	героя но	2	2
144	сказать что	2	2
145	и еще	2	2
146	на друга	2	2
147	из них	4	2
148	в первом	4	2
149	во всяком	2	2
150	между собой	2	2
151	об этом	6	2
152	его жизни	3	2
153	в первой	2	2
154	у нас	3	2
155	одна из	4	2
156	по своему	2	2
157	одно и	2	2
158	в повести	2	2
159	на себя	4	2
160	и о	3	2
161	дело в	2	2
162	быть и	2	2
163	как в	4	2
164	входит в	2	2
165	зрения как	2	2
166	том что	7	2
167	что не	2	2
168	может служить	3	2
169	тем же	2	2
170	со словами	2	2
171	хотя бы	2	2
172	слов в	2	2
173	в таком	2	2
174	и то	3	2
175	мы можем	2	2
