N	2gram	Bakhtin_Fr_4	Problemy
1	и в	29	46
2	то есть	21	40
3	и не	16	27
4	может быть	2	23
5	как бы	8	19
6	не может	2	19
7	в нем	5	17
8	в этом	11	16
9	не только	10	14
10	и т.п	12	14
11	перед нами	4	12
12	но и	9	12
13	как и	12	12
14	как мы	10	12
15	и на	11	11
16	точки зрения	4	11
17	между ними	2	10
18	прежде всего	8	9
19	в том	7	9
20	в большинстве	6	9
21	и все	13	9
22	вовсе не	9	9
23	и к	2	9
24	в его	8	9
25	с точки	2	9
26	большинстве случаев	5	8
27	конечно не	4	8
28	или в	2	8
29	и с	9	7
30	еще не	4	7
31	в сущности	6	7
32	как раз	2	7
33	в себе	3	7
34	никогда не	2	6
35	ни в	2	6
36	но это	4	6
37	есть в	2	6
38	хотя и	2	6
39	друг друга	2	6
40	но в	12	6
41	что он	4	6
42	что я	2	6
43	мы увидим	2	6
44	в романе	10	6
45	то же	10	6
46	все это	4	6
47	и его	8	6
48	только в	2	6
49	это не	5	5
50	же время	8	5
51	при этом	3	5
52	и сам	3	5
53	в котором	2	5
54	к нему	3	5
55	жизни и	4	5
56	особенно в	3	5
57	рядом с	5	5
58	в то	10	5
59	так как	7	5
60	в жизни	2	5
61	с его	4	5
62	у него	5	5
63	на площади	2	5
64	о том	2	5
65	если же	2	5
66	так сказать	2	5
67	том числе	3	4
68	уже в	2	4
69	в этих	2	4
70	да и	2	4
71	до конца	5	4
72	кроме того	2	4
73	в виду	2	4
74	в словах	2	4
75	в их	2	4
76	таким образом	20	4
77	еще и	7	4
78	все эти	9	4
79	и других	3	4
80	и наконец	2	4
81	же и	3	4
82	он и	5	4
83	и здесь	3	4
84	мы слышим	4	4
85	мы можем	3	4
86	превращается в	3	4
87	как в	2	4
88	том что	3	4
89	видеть и	2	4
90	но не	2	4
91	том же	2	4
92	он не	3	4
93	все же	3	4
94	то что	4	4
95	своего рода	6	4
96	но эти	2	4
97	так и	11	4
98	в себя	2	4
99	уже не	2	4
100	здесь не	3	4
101	и другие	2	3
102	с другой	4	3
103	такой же	3	3
104	в своем	3	3
105	более или	3	3
106	на этом	2	3
107	числе и	2	3
108	у меня	2	3
109	и для	2	3
110	и их	3	3
111	и до	5	3
112	образом и	3	3
113	другой стороны	3	3
114	так же	7	3
115	с помощью	4	3
116	и даже	3	3
117	конечно и	3	3
118	также и	4	3
119	но он	6	3
120	но этот	2	3
121	в конце	9	3
122	как он	2	3
123	их в	2	3
124	в приведенном	2	3
125	здесь и	3	3
126	но здесь	2	3
127	в различных	2	3
128	с ее	3	3
129	и при	2	3
130	мы сказали	2	3
131	по своей	3	3
132	того же	5	3
133	ведь это	3	3
134	слов и	3	3
135	мы уже	10	3
136	в своей	5	3
137	и о	5	3
138	себя в	2	3
139	или менее	3	3
140	в той	2	3
141	той же	3	3
142	в слове	2	3
143	жизнь и	4	3
144	тем что	4	3
145	в этой	13	3
146	далеко не	5	3
147	и это	2	3
148	дело в	2	3
149	и этим	2	3
150	время и	2	2
151	и одновременно	4	2
152	в одной	2	2
153	его к	2	2
154	к тому	2	2
155	все время	3	2
156	все в	2	2
157	в известной	3	2
158	и как	3	2
159	времени и	2	2
160	эпохи возрождения	2	2
161	мы здесь	2	2
162	вернемся к	3	2
163	на части	12	2
164	их как	2	2
165	если в	2	2
166	вот как	2	2
167	образов и	2	2
168	но она	2	2
169	в других	2	2
170	они не	2	2
171	и по	5	2
172	в результате	4	2
173	сказать что	5	2
174	в узком	3	2
175	и так	3	2
176	смены и	2	2
177	оба полюса	2	2
178	здесь только	2	2
179	с ним	2	2
180	поэтому и	5	2
181	а как	2	2
182	но конечно	3	2
183	раз в	2	2
184	карнавального типа	2	2
185	в которые	2	2
186	есть и	4	2
187	здесь в	6	2
188	вы и	2	2
189	которую он	4	2
190	узком смысле	2	2
191	бы не	2	2
192	приведенном нами	2	2
193	и они	3	2
194	у рабле	16	2
195	здесь с	2	2
196	в атмосфере	6	2
197	там где	3	2
