N	2gram	Propp_Isto_7	RusskieA
1	и в	24	36
2	не только	21	22
3	что в	13	19
4	том что	10	19
5	в том	7	17
6	т е	16	17
7	но и	11	16
8	так как	8	15
9	во время	6	14
10	и другие	9	13
11	в этом	12	12
12	в других	4	11
13	это не	10	10
14	как мы	3	10
15	как и	6	10
16	и т	17	10
17	вместе с	7	10
18	и на	2	10
19	потому что	9	10
20	об этом	6	9
21	т д	16	9
22	а в	10	9
23	мы увидим	6	8
24	из них	2	8
25	может быть	14	8
26	один из	7	8
27	и по	3	8
28	е в	2	8
29	о том	9	8
30	как это	2	8
31	что они	3	7
32	что и	8	7
33	так и	5	7
34	представляют собой	5	7
35	и не	4	6
36	для нас	6	6
37	так например	2	6
38	при этом	4	6
39	в них	3	6
40	уже не	2	6
41	таким образом	7	6
42	мы не	4	6
43	все это	8	6
44	не имеет	4	6
45	то что	7	6
46	видно что	5	6
47	показывает что	8	5
48	все же	9	5
49	как бы	4	5
50	и у	2	5
51	во многих	2	5
52	этого обычая	4	5
53	как в	12	5
54	там же	2	5
55	того как	3	5
56	тому что	2	4
57	из этих	3	4
58	к этому	2	4
59	с собой	7	4
60	в тех	5	4
61	по существу	4	4
62	представляет собой	4	4
63	одна из	7	4
64	после этого	3	4
65	еще не	8	4
66	связи с	3	4
67	вплоть до	2	4
68	не совсем	2	4
69	следующим образом	3	4
70	и др	2	4
71	во всех	7	4
72	в их	4	4
73	так в	4	4
74	не может	14	4
75	в связи	2	4
76	мы имеем	12	4
77	и что	10	4
78	того что	6	4
79	что этот	2	4
80	но это	3	4
81	тем что	6	4
82	только в	6	4
83	их на	2	4
84	что по	2	4
85	не менее	5	3
86	что это	6	3
87	по этому	2	3
88	связанные с	2	3
89	в этих	13	3
90	в качестве	3	3
91	но все	4	3
92	чаще всего	3	3
93	но они	3	3
94	представление о	3	3
95	думать что	2	3
96	тем не	4	3
97	этого обряда	2	3
98	не можем	2	3
99	в целях	2	3
100	только на	2	3
101	к ним	2	3
102	в основном	2	3
103	если в	2	3
104	своего рода	4	3
105	то же	8	3
106	она в	3	3
107	на этот	2	3
108	так же	6	3
109	ничего не	5	3
110	точки зрения	4	3
111	под землей	2	3
112	связаны с	2	3
113	которые не	2	3
114	этот обряд	2	3
115	всех этих	6	2
116	домой и	2	2
117	в отдельности	2	2
118	но тем	2	2
119	что у	4	2
120	та же	2	2
121	с этим	2	2
122	в образе	3	2
123	не просто	2	2
124	их не	2	2
125	в различных	3	2
126	в нем	6	2
127	стоит в	2	2
128	у него	10	2
129	нас не	2	2
130	такое же	2	2
131	так что	3	2
132	в дальнейшем	3	2
133	мы видим	10	2
134	в силу	2	2
135	предположить что	3	2
136	но не	6	2
137	довольно много	2	2
138	после того	4	2
139	с целью	2	2
140	она не	2	2
141	но есть	3	2
142	они же	3	2
143	когда он	3	2
144	например в	3	2
145	очень ясно	2	2
146	должно было	2	2
147	нас к	2	2
148	с ней	3	2
149	что она	5	2
150	в свете	3	2
151	в особенности	2	2
152	тогда как	3	2
153	показывают что	6	2
154	должны были	3	2
155	между прочим	3	2
156	все эти	2	2
157	а не	8	2
158	после чего	2	2
159	с ним	5	2
160	или в	8	2
161	этот вопрос	2	2
162	не случайно	3	2
163	мы можем	4	2
164	хотя и	3	2
165	к ней	2	2
166	на себя	2	2
167	и здесь	12	2
168	но в	5	2
169	мы должны	4	2
170	в один	2	2
171	как он	6	2
172	там где	5	2
