N	2gram	Losev_Vlad_3	Narrotol
1	не только	25	26
2	а не	8	17
3	но и	18	15
4	в том	18	14
5	при этом	3	14
6	в качестве	3	14
7	и не	25	14
8	том что	18	13
9	и в	40	13
10	в этом	16	13
11	такого рода	4	12
12	только в	13	11
13	может быть	8	10
14	в данном	5	10
15	к тому	7	9
16	так и	6	9
17	сводится к	3	9
18	а в	7	9
19	то есть	24	9
20	то что	28	8
21	в себе	9	8
22	не может	14	8
23	не в	3	8
24	никогда не	11	6
25	в своем	8	6
26	в жизни	2	6
27	прежде всего	10	6
28	и к	2	6
29	того что	7	6
30	в его	14	6
31	данном случае	2	6
32	со стороны	2	6
33	все же	4	6
34	у него	24	6
35	как бы	3	6
36	а также	8	6
37	ничего не	5	6
38	но в	4	6
39	точки зрения	13	5
40	не столько	3	5
41	тем не	10	5
42	что он	5	5
43	одной стороны	3	5
44	хотя и	7	5
45	он не	8	5
46	в котором	4	5
47	я не	3	5
48	и тем	3	5
49	в нем	3	5
50	на него	2	5
51	в отличие	3	5
52	таким образом	11	5
53	с одной	3	5
54	тем самым	2	5
55	с другой	5	5
56	отличие от	3	5
57	в то	7	5
58	далеко не	3	5
59	о том	11	5
60	перед нами	3	4
61	что это	9	4
62	не менее	9	4
63	если бы	3	4
64	отнюдь не	5	4
65	в конце	12	4
66	об этом	6	4
67	же в	3	4
68	тому же	5	4
69	как и	7	4
70	что в	17	4
71	для него	8	4
72	не является	2	4
73	не к	2	4
74	в своей	9	4
75	то же	4	4
76	в какой	2	4
77	уже не	9	4
78	в мире	2	4
79	и у	3	4
80	истории в	2	4
81	свидетельствует о	2	4
82	в силу	2	4
83	в другом	2	4
84	в этой	8	4
85	и все	4	4
86	как это	4	4
87	с его	2	3
88	тому что	4	3
89	мы имеем	3	3
90	это не	3	3
91	да и	6	3
92	но не	4	3
93	же время	2	3
94	к его	2	3
95	как раз	10	3
96	той или	2	3
97	только к	2	3
98	для себя	5	3
99	в целом	2	3
100	то и	2	3
101	все эти	5	3
102	того чтобы	3	3
103	и даже	6	3
104	и по	2	3
105	и для	3	3
106	и его	10	3
107	в таком	3	3
108	с этой	2	3
109	этом отношении	2	3
110	никак не	4	3
111	сказать что	12	3
112	по своей	2	3
113	едва ли	11	3
114	он сам	2	2
115	же как	3	2
116	должен был	2	2
117	а то	2	2
118	в нашем	2	2
119	хотя бы	6	2
120	из этих	3	2
121	точно так	4	2
122	вовсе не	13	2
123	и здесь	6	2
124	на то	4	2
125	к своему	2	2
126	для нас	5	2
127	говорит о	4	2
128	в начале	2	2
129	и более	2	2
130	должна быть	2	2
131	еще не	4	2
132	было бы	4	2
133	себе и	2	2
134	в самом	4	2
135	несмотря на	7	2
136	но для	3	2
137	что она	2	2
138	все то	3	2
139	не вполне	2	2
140	оно не	3	2
141	не все	3	2
142	с таким	2	2
143	что и	7	2
144	не будет	6	2
145	только на	5	2
146	в настоящем	2	2
147	собственно говоря	3	2
148	а с	4	2
149	если не	6	2
150	и такого	2	2
151	именно в	3	2
152	у нас	5	2
153	в течение	4	2
154	на самом	3	2
155	и что	8	2
156	только что	2	2
157	с точки	6	2
158	не имеет	4	2
159	бы на	2	2
160	по его	2	2
161	так же	8	2
162	как на	3	2
163	роль в	2	2
164	мы не	2	2
165	можно было	5	2
166	или иначе	2	2
167	в чем	3	2
168	но это	6	2
169	в результате	4	2
170	в ней	5	2
171	в виде	13	2
172	в своих	7	2
173	всей своей	2	2
174	в церкви	2	2
175	здесь не	3	2
176	бы в	2	2
177	потому что	11	2
178	церкви и	3	2
179	могло бы	2	2
