N	2gram	Bakhtin_Fr_2	Analitik
1	в качестве	2	31
2	может быть	5	29
3	в том	3	27
4	не может	7	22
5	и не	15	21
6	и в	49	18
7	но и	13	17
8	не только	17	15
9	как и	11	13
10	в его	18	13
11	в этом	15	13
12	том что	4	12
13	при этом	5	12
14	в себе	4	11
15	то есть	32	11
16	но не	5	10
17	то же	7	9
18	а в	4	9
19	в то	6	9
20	в мире	2	8
21	нуждается в	2	8
22	но в	4	8
23	времени и	6	6
24	прежде всего	19	6
25	перед лицом	2	6
26	же время	6	6
27	в самом	3	6
28	в сущности	8	6
29	далеко не	3	6
30	то что	6	6
31	в своей	5	6
32	в себя	6	6
33	точки зрения	6	6
34	только в	13	6
35	в этой	10	5
36	что в	2	5
37	такого рода	2	5
38	как бы	11	5
39	в их	2	5
40	и т.п	11	5
41	лишь в	4	5
42	и его	17	5
43	и на	17	5
44	о том	3	5
45	в произведении	2	5
46	и более	4	4
47	могут быть	2	4
48	с другой	4	4
49	в литературе	6	4
50	ни в	3	4
51	большей или	3	4
52	в области	4	4
53	все же	7	4
54	вместе с	2	4
55	так и	6	4
56	именно в	6	4
57	с точки	5	4
58	или меньшей	3	4
59	в другом	2	4
60	с ним	4	4
61	место в	3	3
62	смысла и	2	3
63	с его	5	3
64	человек в	2	3
65	в нашем	2	3
66	вследствие этого	2	3
67	и все	3	3
68	в собственном	3	3
69	в нем	9	3
70	и к	4	3
71	что он	3	3
72	как известно	2	3
73	еще не	2	3
74	одной стороны	3	3
75	никто не	2	3
76	одним из	2	3
77	даже в	3	3
78	смысл и	2	3
79	таким образом	7	3
80	с одной	3	3
81	того чтобы	2	3
82	к нему	3	3
83	тому как	2	3
84	автора и	2	3
85	подобно тому	2	3
86	в художественном	2	3
87	в противоположность	2	2
88	на фоне	2	2
89	на все	3	2
90	никогда не	5	2
91	все эти	7	2
92	из этих	5	2
93	вовсе не	10	2
94	можно сказать	2	2
95	в начале	5	2
96	и потому	5	2
97	отношение к	8	2
98	для него	9	2
99	в пределах	2	2
100	было бы	3	2
101	несмотря на	3	2
102	себе в	2	2
103	на его	2	2
104	за пределы	2	2
105	и о	4	2
106	свое время	3	2
107	в свое	4	2
108	одного из	2	2
109	еще в	2	2
110	один из	7	2
111	утрачивает свою	3	2
112	из них	3	2
113	и до	4	2
114	другой стороны	3	2
115	здесь не	2	2
116	как к	2	2
117	отношения к	4	2
118	этом отношении	3	2
119	на самом	2	2
120	особенно в	2	2
121	роль в	5	2
122	как мы	7	2
123	на основе	2	2
124	также и	3	2
125	так как	6	2
126	думать что	2	2
127	и с	6	2
128	мире и	3	2
