N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	45
2	то есть	9	25
3	и т.п	8	16
4	и не	23	15
5	не только	31	14
6	в этом	12	14
7	но в	7	14
8	в его	6	13
9	и его	10	13
10	как бы	6	12
11	что в	3	12
12	в своем	3	11
13	в романе	2	11
14	то же	8	11
15	в то	4	11
16	прежде всего	4	10
17	в том	8	10
18	в нем	4	10
19	но и	27	10
20	как и	13	10
21	и с	3	10
22	же время	4	9
23	в эпизоде	4	9
24	как мы	2	8
25	в ней	4	8
26	жизни и	6	8
27	с его	4	7
28	в конце	2	7
29	том что	7	7
30	не в	6	7
31	также и	3	7
32	потому что	5	7
33	и все	3	7
34	что он	3	6
35	в этой	6	6
36	он не	3	6
37	здесь не	2	6
38	так и	5	6
39	того чтобы	4	6
40	для того	3	6
41	связи с	2	6
42	с ним	2	5
43	хотя и	4	5
44	с ее	2	5
45	как раз	6	5
46	не может	8	5
47	в связи	2	5
48	этом отношении	3	5
49	самом деле	3	5
50	и как	3	5
51	и на	5	5
52	перед нами	5	4
53	об этом	6	4
54	и от	2	4
55	мы не	3	4
56	у него	7	4
57	тому же	6	4
58	но не	4	4
59	по своему	2	4
60	ничего не	2	4
61	своего рода	10	4
62	в самом	6	4
63	в сущности	2	4
64	и о	3	4
65	а также	6	4
66	в первой	2	4
67	не мог	6	4
68	а не	13	4
69	и даже	2	4
70	а в	13	4
71	сказать что	2	4
72	точки зрения	5	4
73	только в	12	4
74	о том	4	4
75	как это	3	4
76	это было	2	4
77	не менее	3	3
78	как в	4	3
79	это не	3	3
80	но они	3	3
81	из этих	4	3
82	в одном	4	3
83	что на	4	3
84	для него	4	3
85	в своей	5	3
86	до сих	2	3
87	не могло	2	3
88	вместе с	2	3
89	сих пор	2	3
90	не было	3	3
91	именно в	3	3
92	в году	2	3
93	и вот	2	3
94	того что	4	3
95	и он	6	3
96	не имеет	2	3
97	и для	2	3
98	он и	2	3
99	дело в	2	3
100	о чем	4	3
101	жизни в	2	2
102	хотя бы	2	2
103	можно сказать	5	2
104	к тому	6	2
105	раз в	2	2
106	отличие от	2	2
107	когда в	3	2
108	этого эпизода	3	2
109	в начале	3	2
110	то что	9	2
111	в пределах	2	2
112	они и	2	2
113	в качестве	14	2
114	для них	2	2
115	у нее	4	2
116	но именно	3	2
117	может быть	15	2
118	вплоть до	4	2
119	еще в	3	2
120	если в	2	2
121	один из	6	2
122	все же	4	2
123	в целом	3	2
124	данном случае	8	2
125	во времени	9	2
126	так в	4	2
127	в отличие	2	2
128	и только	2	2
129	в особенности	2	2
130	начиная с	3	2
131	при этом	19	2
132	лишь в	3	2
133	и притом	2	2
134	к нему	4	2
135	роль в	2	2
136	не подлежит	2	2
137	нас в	2	2
138	в данном	11	2
139	между тем	3	2
140	мы можем	2	2
141	в наиболее	2	2
142	же самое	2	2
143	и т.д	6	2
144	в чем	2	2
