N	2gram	Vinokur_Ku_1	StatiiOP
1	и в	24	25
2	в этом	14	24
3	в том	30	20
4	что в	17	19
5	что он	6	19
6	может быть	13	19
7	тем что	8	19
8	что это	5	16
9	том что	21	15
10	в этой	3	14
11	и пр	15	13
12	в г	3	12
13	в его	12	12
14	то что	9	12
15	не только	10	12
16	в этих	4	11
17	так что	4	11
18	прежде всего	9	10
19	таким образом	12	10
20	и не	12	10
21	но и	6	9
22	и т	33	8
23	все это	6	8
24	в языке	8	8
25	как например	2	8
26	т е	38	8
27	о том	9	8
28	это было	2	8
29	это не	7	7
30	что касается	2	7
31	было бы	15	7
32	с этим	4	7
33	не может	7	7
34	что такое	6	7
35	точки зрения	14	7
36	в то	2	7
37	из этих	4	6
38	не в	11	6
39	только в	11	6
40	а а	3	6
41	как бы	7	6
42	как в	4	6
43	как на	3	6
44	а в	5	6
45	и на	4	6
46	т п	18	6
47	в области	7	6
48	между тем	5	6
49	то же	8	5
50	в них	7	5
51	потому что	23	5
52	с другой	7	5
53	на то	4	5
54	ни в	2	5
55	в котором	3	5
56	связано с	3	5
57	то обстоятельство	8	5
58	а не	8	5
59	того что	9	5
60	другой стороны	6	5
61	он не	2	5
62	обстоятельство что	8	5
63	так и	7	5
64	мы имеем	6	5
65	но в	2	5
66	этом отношении	5	4
67	с тем	5	4
68	всяком случае	5	4
69	состоит в	3	4
70	по крайней	5	4
71	в каждом	2	4
72	этом смысле	3	4
73	была бы	3	4
74	в смысле	2	4
75	крайней мере	5	4
76	у нас	10	4
77	как и	2	4
78	это есть	2	4
79	в качестве	7	4
80	можно сказать	3	4
81	в общем	3	4
82	если бы	9	4
83	например в	5	4
84	на его	3	4
85	в ней	6	4
86	относится к	2	4
87	и тем	2	4
88	в своей	2	4
89	в целом	4	4
90	в речи	3	4
91	в особенности	3	4
92	не было	3	4
93	лишь в	2	4
94	с точки	9	4
95	и для	2	4
96	и с	5	4
97	во всяком	5	4
98	в каком	2	4
99	все же	12	4
100	xix века	5	4
101	в которой	6	4
102	что эти	4	4
103	ничего не	2	4
104	что все	2	3
105	уже в	3	3
106	с его	4	3
107	и более	2	3
108	тому что	3	3
109	в какой	6	3
110	же время	2	3
111	и здесь	3	3
112	с этой	2	3
113	тем более	2	3
114	что я	2	3
115	и что	5	3
116	до конца	2	3
117	и если	3	3
118	несмотря на	3	3
119	между прочим	2	3
120	на язык	4	3
121	все эти	6	3
122	не является	2	3
123	со стороны	4	3
124	в их	3	3
125	как раз	8	3
126	в связи	3	3
127	уже не	8	3
128	в системе	3	3
129	другое дело	2	3
130	и его	5	3
131	ср в	2	3
132	этого рода	6	3
133	связи с	7	3
134	пушкин и	2	3
135	так как	9	3
136	к которому	3	3
137	это слово	3	3
138	а с	3	2
139	не менее	7	2
140	именно поэтому	2	2
141	никогда не	2	2
142	для этого	3	2
143	как о	2	2
144	не столько	2	2
145	на долю	3	2
146	тогда когда	6	2
147	но также	2	2
148	в рамках	4	2
149	в духе	3	2
150	вовсе не	10	2
151	его к	3	2
152	или иной	3	2
153	к тому	5	2
154	большое значение	2	2
155	что его	2	2
156	но все	2	2
157	несколько слов	3	2
158	что они	4	2
159	есть в	4	2
160	что если	2	2
161	но не	5	2
162	а то	2	2
163	того же	4	2
164	в последнем	2	2
165	формы в	2	2
166	в свою	3	2
167	до сих	4	2
168	языка это	4	2
169	только тогда	3	2
170	своего времени	2	2
171	еще не	5	2
172	и может	3	2
173	в это	2	2
174	в самом	10	2
175	в сущности	3	2
176	том чтобы	8	2
177	в ряде	2	2
178	слова как	3	2
179	в виду	5	2
180	на себе	6	2
181	речь идет	2	2
182	если в	2	2
183	гораздо более	3	2
184	один из	4	2
185	должен быть	4	2
186	тем не	4	2
187	чтобы в	2	2
188	вместе с	7	2
189	дело не	2	2
190	сих пор	4	2
191	ее в	2	2
192	ср также	2	2
193	и тогда	4	2
194	внимание на	4	2
195	думаю что	2	2
196	не на	4	2
197	т д	14	2
198	как я	2	2
199	не просто	5	2
200	а потому	5	2
201	ряде случаев	2	2
202	этого термина	2	2
203	не мог	2	2
204	заключается в	2	2
205	самом деле	9	2
206	во втором	2	2
207	для того	16	2
208	что не	5	2
209	той же	3	2
210	что нужно	2	2
211	во многих	2	2
212	или в	2	2
213	между собою	2	2
214	к г	2	2
215	в которых	6	2
216	в результате	5	2
217	то и	2	2
218	одно из	2	2
219	в русском	4	2
220	этого слова	3	2
221	здесь только	2	2
222	разумеется не	4	2
223	так сказать	5	2
224	не имеет	2	2
225	не потому	5	2
